Element 1: (3, (15, 12), ['.', 'G', '.', '.'], [(10, 10), (10, 11), (15, 11)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (16, 12))
Element 2: (3, (16, 12), ['', 'G', '.', '.'], [(11, 10), (11, 11), (16, 11)], [False, False, False, False], 96, False, [False, False, True, True], 68, 'East', (17, 12))
Element 3: (3, (17, 12), ['', '%', '.', '%'], [(12, 10), (12, 11), (16, 10)], [False, True, False, True], 94, False, [False, False, True, False], 107, 'North', (17, 13))
Element 4: (3, (17, 13), ['.', '', '%', '.'], [(13, 10), (13, 11), (16, 9)], [False, False, True, False], 92, False, [True, False, False, True], 1136, 'East', (18, 13))
Element 5: (3, (18, 13), ['', '%', '%', '%'], [(14, 10), (13, 12), (16, 8)], [False, True, True, True], 90, False, [False, False, False, False], 1175, 'West', (17, 13))
Element 6: (3, (17, 13), ['.', '', '%', ''], [(15, 10), (14, 12), (17, 8)], [False, False, True, False], 88, False, [True, False, False, False], 1204, 'West', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', ''], [(15, 9), (14, 13), (18, 8)], [False, False, True, False], 86, False, [True, False, False, False], 1243, 'West', (15, 13))
Element 8: (3, (15, 13), ['', '', '%', ''], [(15, 8), (13, 13), (18, 7)], [False, False, True, False], 84, False, [False, False, False, False], 1282, 'West', (14, 13))
Element 9: (3, (14, 13), ['', '', '%', ''], [(14, 8), (12, 13), (18, 6)], [False, False, True, False], 82, False, [False, False, False, False], 1311, 'South', (14, 12))
Element 10: (3, (14, 12), ['', '', '', ''], [(14, 9), (11, 13), (17, 6)], [False, False, False, False], 80, False, [False, False, False, False], 1340, 'South', (14, 11))
Element 11: (3, (14, 11), ['', '', '', ''], [(13, 9), (10, 13), (17, 7)], [False, False, False, False], 78, False, [False, False, False, False], 1369, 'East', (15, 11))
Element 12: (3, (15, 11), ['', '', '', ''], [(13, 8), (10, 12), (16, 7)], [False, False, False, False], 76, False, [False, False, False, False], 1398, 'East', (16, 11))
Element 13: (3, (16, 11), ['', '', '', '%'], [(13, 7), (9, 12), (16, 6)], [False, False, False, True], 74, False, [False, False, False, False], 1427, 'South', (16, 10))
Element 14: (3, (16, 10), ['', '', '', '%'], [(14, 7), (9, 13), (15, 6)], [False, False, False, True], 72, False, [False, False, False, False], 1456, 'South', (16, 9))
Element 15: (3, (16, 9), ['', '', '', '%'], [(14, 6), (8, 13), (15, 5)], [False, False, False, True], 70, False, [False, False, False, False], 1485, 'South', (16, 8))
Element 16: (3, (16, 8), ['', '', '', ''], [(14, 5), (8, 12), (15, 4)], [False, False, False, False], 68, False, [False, False, False, False], 1514, 'East', (17, 8))
Element 17: (3, (17, 8), ['', '', '%', ''], [(14, 4), (8, 11), (15, 3)], [False, False, True, False], 66, False, [False, False, False, False], 1543, 'East', (18, 8))
Element 18: (3, (18, 8), ['', '', '%', '%'], [(13, 4), (8, 10), (16, 3)], [False, False, True, True], 64, False, [False, False, False, False], 1572, 'South', (18, 7))
Element 19: (3, (18, 7), ['', '', '', '%'], [(13, 5), (8, 9), (16, 2)], [False, False, False, True], 62, False, [False, False, False, False], 3581, 'South', (18, 6))
