Element 1: (0, (12, 5), ['F', '.', '.', '.'], [(5, 4), (15, 3), (16, 12)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 5))
Element 16: (0, (13, 11), ['.', '', '.', ''], [(5, 5), (8, 3), (14, 13)], [False, False, False, False], 68, False, [True, False, True, False], 3535, 'North', (13, 12))
Element 17: (0, (13, 12), ['%', '', 'G', ''], [(4, 5), (9, 3), (13, 13)], [True, False, False, False], 66, False, [False, False, False, False], 3574, 'East', (14, 12))
Element 18: (0, (14, 12), ['', '', '', ''], [(4, 4), (10, 3), (12, 13)], [False, False, False, False], 64, False, [False, False, False, False], 3603, 'East', (15, 12))
Element 19: (0, (15, 12), ['', '', '', ''], [(4, 3), (11, 3), (11, 13)], [False, False, False, False], 62, False, [False, False, False, False], 3632, 'East', (16, 12))
Element 20: (0, (16, 12), ['', '', '', ''], [(5, 3), (12, 3), (10, 13)], [False, False, False, False], 60, False, [False, False, False, False], 3661, 'East', (17, 12))
Element 21: (0, (17, 12), ['', '%', '', '%'], [(6, 3), (13, 3), (10, 12)], [False, True, False, True], 58, False, [False, False, False, False], 3690, 'North', (17, 13))
Element 22: (0, (17, 13), ['', '', '%', ''], [(7, 3), (13, 4), (10, 11)], [False, False, True, False], 56, False, [False, False, False, False], 3719, 'East', (18, 13))
Element 23: (0, (18, 13), ['', '%', '%', '%'], [(7, 2), (14, 4), (11, 11)], [False, True, True, True], 54, False, [False, False, False, False], 3748, 'West', (17, 13))
Element 24: (0, (17, 13), ['', '', '%', ''], [(7, 1), (15, 4), (12, 11)], [False, False, True, False], 52, False, [False, False, False, False], 3777, 'West', (16, 13))
Element 25: (0, (16, 13), ['', '', '%', ''], [(6, 1), (15, 5), (12, 10)], [False, False, True, False], 50, False, [False, False, False, False], 3806, 'West', (15, 13))
Element 26: (0, (15, 13), ['', '', '%', ''], [(6, 2), (15, 6), (12, 9)], [False, False, True, False], 48, False, [False, False, False, False], 3835, 'West', (14, 13))
Element 27: (0, (14, 13), ['', '', '%', ''], [(5, 2), (16, 6), (12, 8)], [False, False, True, False], 46, False, [False, False, False, False], 3864, 'West', (13, 13))
Element 28: (0, (13, 13), ['', '', '%', ''], [(5, 1), (17, 6), (13, 8)], [False, False, True, False], 44, False, [False, False, False, False], 3893, 'West', (12, 13))
Element 29: (0, (12, 13), ['', '%', '%', ''], [(5, 2), (18, 6), (14, 8)], [False, True, True, False], 42, False, [False, False, False, False], 3902, 'West', (11, 13))
Element 30: (0, (11, 13), ['', '%', '%', ''], [(4, 2), (18, 7), (15, 8)], [False, True, True, False], 40, False, [False, False, False, False], 3921, 'West', (10, 13))
Element 31: (0, (10, 13), ['.', '', '%', ''], [(3, 2), (18, 8), (16, 8)], [False, False, True, False], 38, False, [True, False, False, False], 3940, 'West', (9, 13))
Element 32: (0, (9, 13), ['.', '.', '%', ''], [(3, 3), (17, 8), (16, 7)], [False, False, True, False], 36, False, [True, True, False, False], 3979, 'South', (9, 12))
Element 33: (0, (9, 12), ['.', '.', '', ''], [(3, 4), (17, 7), (16, 6)], [False, False, False, False], 34, False, [True, True, False, False], 4008, 'South', (9, 11))
Element 34: (0, (9, 11), ['.', '.', '', ''], [(3, 5), (16, 7), (17, 6)], [False, False, False, False], 32, False, [True, True, False, False], 4027, 'South', (9, 10))
Element 35: (0, (9, 10), ['.', '.', '', '.'], [(2, 5), (16, 8), (18, 6)], [False, False, False, False], 30, False, [True, True, False, True], 4046, 'East', (10, 10))
Element 36: (0, (10, 10), ['', '.', '', '.'], [(2, 6), (16, 9), (18, 7)], [False, False, False, False], 28, False, [False, True, False, True], 4065, 'East', (11, 10))
Element 37: (0, (11, 10), ['', '.', '', ''], [(2, 7), (16, 10), (18, 8)], [False, False, False, False], 26, False, [False, True, False, False], 4084, 'South', (11, 9))
Element 38: (0, (11, 9), ['.', '%', '', ''], [(1, 7), (16, 11), (17, 8)], [False, True, False, False], 24, False, [True, False, False, False], 4103, 'West', (10, 9))
Element 39: (0, (10, 9), ['.', '%', '', ''], [(1, 6), (16, 12), (17, 7)], [False, True, False, False], 22, False, [True, False, False, False], 4122, 'West', (9, 9))
Element 40: (0, (9, 9), ['F', '%', '', ''], [(1, 5), (17, 12), (17, 8)], [False, True, False, False], 20, False, [False, False, False, False], 4141, 'West', (8, 9))
Element 41: (0, (8, 9), ['.', '.', '.', ''], [(1, 4), (17, 13), (18, 8)], [False, False, False, False], 18, False, [True, True, True, False], 5150, 'North', (8, 10))
Element 42: (0, (8, 10), ['.', '', '.', ''], [(2, 4), (18, 13), (18, 7)], [False, False, False, False], 16, False, [True, False, True, False], 5169, 'North', (8, 11))
Element 43: (0, (8, 11), ['.', '', '.', ''], [(2, 3), (17, 13), (17, 7)], [False, False, False, False], 14, False, [True, False, True, False], 5188, 'North', (8, 12))
Element 44: (0, (8, 12), ['.', '', '.', ''], [(2, 4), (16, 13), (18, 7)], [False, False, False, False], 12, False, [True, False, True, False], 5197, 'North', (8, 13))
Element 45: (0, (8, 13), ['.', '', '%', ''], [(1, 4), (15, 13), (18, 6)], [False, False, True, False], 10, False, [True, False, False, False], 5206, 'West', (7, 13))
Element 46: (0, (7, 13), ['.', '.', '%', ''], [(1, 5), (15, 12), (17, 6)], [False, False, True, False], 8, False, [True, True, False, False], 5215, 'South', (7, 12))
Element 47: (0, (7, 12), ['.', '.', '', ''], [(1, 6), (15, 11), (17, 7)], [False, False, False, False], 6, False, [True, True, False, False], 5224, 'South', (7, 11))
Element 48: (0, (7, 11), ['.', '.', '', ''], [(1, 7), (15, 10), (17, 6)], [False, False, False, False], 4, False, [True, True, False, False], 5233, 'South', (7, 10))
Element 49: (0, (7, 10), ['.', '.', '', ''], [(2, 7), (15, 9), (16, 6)], [False, False, False, False], 2, False, [True, True, False, False], 5242, 'South', (7, 9))
Element 50: (0, (7, 9), ['.', '.', '', ''], [(2, 6), (15, 8), (15, 6)], [False, False, False, False], 0, False, [True, True, False, False], 5251, 'Stop', (7, 9))
Element 51: #0#
