Element 1: (0, (12, 5), ['F', '.', '.', '.'], [(5, 4), (15, 3), (16, 12)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'West', (11, 5))
Element 2: (0, (11, 5), ['.', '.', '.', ''], [(6, 4), (16, 3), (17, 12)], [False, False, False, False], 96, False, [True, True, True, False], 1029, 'North', (11, 6))
Element 3: (0, (11, 6), ['.', '', '.', '.'], [(7, 4), (16, 2), (17, 13)], [False, False, False, False], 94, False, [True, False, True, True], 2058, 'East', (12, 6))
Element 4: (0, (12, 6), ['', '', '.', '%'], [(8, 4), (16, 1), (18, 13)], [False, False, False, True], 92, False, [False, False, True, False], 2097, 'North', (12, 7))
Element 5: (0, (12, 7), ['.', '', '.', '.'], [(9, 4), (17, 1), (17, 13)], [False, False, False, False], 90, False, [True, False, True, True], 2126, 'East', (13, 7))
Element 6: (0, (13, 7), ['', '%', '.', '.'], [(9, 5), (16, 1), (16, 13)], [False, True, False, False], 88, False, [False, False, True, True], 2155, 'East', (14, 7))
Element 7: (0, (14, 7), ['', '.', '.', '%'], [(10, 5), (15, 1), (15, 13)], [False, False, False, True], 86, False, [False, True, True, False], 2194, 'North', (14, 8))
Element 8: (0, (14, 8), ['.', '', '.', '.'], [(10, 6), (14, 1), (15, 12)], [False, False, False, False], 84, False, [True, False, True, True], 2233, 'East', (15, 8))
Element 9: (0, (15, 8), ['', '%', '.', '.'], [(9, 6), (13, 1), (15, 11)], [False, True, False, False], 82, False, [False, False, True, True], 2272, 'East', (16, 8))
Element 10: (0, (16, 8), ['', '.', 'F', '.'], [(8, 6), (12, 1), (16, 11)], [False, False, False, False], 80, False, [False, True, False, True], 2311, 'North', (16, 9))
Element 11: (0, (16, 9), ['.', '', 'G', '%'], [(8, 5), (11, 1), (16, 10)], [False, False, False, True], 78, False, [True, False, False, False], 3340, 'West', (15, 9))
Element 12: (0, (15, 9), ['.', '', 'G', ''], [(7, 5), (10, 1), (15, 10)], [False, False, False, False], 76, False, [True, False, False, False], 3379, 'West', (14, 9))
Element 13: (0, (14, 9), ['.', '', 'G', ''], [(7, 6), (9, 1), (14, 10)], [False, False, False, False], 74, False, [True, False, False, False], 3418, 'West', (13, 9))
Element 14: (0, (13, 9), ['.', '.', '.', ''], [(6, 6), (8, 1), (14, 11)], [False, False, False, False], 72, False, [True, True, True, False], 3457, 'North', (13, 10))
Element 15: (0, (13, 10), ['.', '', '.', ''], [(6, 5), (8, 2), (14, 12)], [False, False, False, False], 70, False, [True, False, True, False], 3496, 'North', (13, 11))
