Element 1: (3, (16, 8), ['.', '.', 'F', '.'], [(11, 5), (2, 5), (8, 9)], [False, False, False, False], 98, False, [True, True, False, True], 2009, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '.', '%'], [(12, 5), (3, 5), (9, 9)], [False, False, False, True], 96, False, [True, False, True, False], 3038, 'North', (16, 10))
Element 3: (3, (16, 10), ['.', '', '.', '%'], [(13, 5), (4, 5), (10, 9)], [False, False, False, True], 94, False, [True, False, True, False], 3077, 'North', (16, 11))
Element 4: (3, (16, 11), ['.', '', '.', '%'], [(14, 5), (5, 5), (11, 9)], [False, False, False, True], 92, False, [True, False, True, False], 3116, 'North', (16, 12))
Element 5: (3, (16, 12), ['.', '', '.', '.'], [(15, 5), (6, 5), (12, 9)], [False, False, False, False], 90, False, [True, False, True, True], 3155, 'East', (17, 12))
Element 6: (3, (17, 12), ['', '%', '.', '%'], [(15, 6), (7, 5), (13, 9)], [False, True, False, True], 88, False, [False, False, True, False], 3194, 'North', (17, 13))
Element 7: (3, (17, 13), ['.', '', '%', '.'], [(16, 6), (8, 5), (14, 9)], [False, False, True, False], 86, False, [True, False, False, True], 3233, 'East', (18, 13))
Element 8: (3, (18, 13), ['', '%', '%', '%'], [(17, 6), (9, 5), (15, 9)], [False, True, True, True], 84, False, [False, False, False, False], 3272, 'West', (17, 13))
Element 9: (3, (17, 13), ['.', '', '%', ''], [(18, 6), (10, 5), (15, 10)], [False, False, True, False], 82, False, [True, False, False, False], 3301, 'West', (16, 13))
Element 10: (3, (16, 13), ['.', '', '%', ''], [(18, 7), (10, 6), (15, 11)], [False, False, True, False], 80, False, [True, False, False, False], 3340, 'West', (15, 13))
Element 11: (3, (15, 13), ['.', 'G', '%', ''], [(18, 8), (11, 6), (15, 12)], [False, False, True, False], 78, False, [True, False, False, False], 3379, 'West', (14, 13))
Element 12: (3, (14, 13), ['.', 'G', '%', ''], [(17, 8), (12, 6), (14, 12)], [False, False, True, False], 76, False, [True, False, False, False], 3418, 'West', (13, 13))
Element 13: (3, (13, 13), ['.', '.', '%', ''], [(17, 7), (12, 7), (14, 11)], [False, False, True, False], 74, False, [True, True, False, False], 3457, 'South', (13, 12))
Element 14: (3, (13, 12), ['%', '.', '', ''], [(16, 7), (13, 7), (14, 10)], [True, False, False, False], 72, False, [False, True, False, False], 3496, 'South', (13, 11))
Element 15: (3, (13, 11), ['.', 'G', '', ''], [(16, 8), (14, 7), (13, 10)], [False, False, False, False], 70, False, [True, False, False, False], 3525, 'West', (12, 11))
Element 16: (3, (12, 11), ['.', 'G', '%', ''], [(15, 8), (14, 8), (12, 10)], [False, False, True, False], 68, False, [True, False, False, False], 3564, 'West', (11, 11))
Element 17: (3, (11, 11), ['.', 'G', '%', ''], [(15, 9), (13, 8), (11, 10)], [False, False, True, False], 66, False, [True, False, False, False], 3593, 'West', (10, 11))
Element 18: (3, (10, 11), ['.', 'G', '.', ''], [(16, 9), (12, 8), (10, 10)], [False, False, False, False], 64, False, [True, False, True, False], 3622, 'North', (10, 12))
Element 19: (3, (10, 12), ['.', '', '.', '%'], [(16, 10), (12, 9), (9, 10)], [False, False, False, True], 62, False, [True, False, True, False], 3641, 'North', (10, 13))
Element 20: (3, (10, 13), ['.', '', '%', '.'], [(16, 11), (13, 9), (9, 11)], [False, False, True, False], 60, False, [True, False, False, True], 3660, 'East', (11, 13))
Element 21: (3, (11, 13), ['', '%', '%', '.'], [(16, 12), (14, 9), (9, 12)], [False, True, True, False], 58, False, [False, False, False, True], 3679, 'East', (12, 13))
Element 22: (3, (12, 13), ['', '%', '%', ''], [(17, 12), (15, 9), (9, 13)], [False, True, True, False], 56, False, [False, False, False, False], 3698, 'West', (11, 13))
Element 23: (3, (11, 13), ['', '%', '%', ''], [(17, 13), (16, 9), (8, 13)], [False, True, True, False], 54, False, [False, False, False, False], 3707, 'West', (10, 13))
Element 24: (3, (10, 13), ['', '', '%', ''], [(18, 13), (16, 10), (8, 12)], [False, False, True, False], 52, False, [False, False, False, False], 3716, 'West', (9, 13))
Element 25: (3, (9, 13), ['', '', '%', ''], [(17, 13), (16, 11), (8, 11)], [False, False, True, False], 50, False, [False, False, False, False], 3725, 'South', (9, 12))
Element 26: (3, (9, 12), ['', '', '', ''], [(16, 13), (16, 12), (7, 11)], [False, False, False, False], 48, False, [False, False, False, False], 3734, 'South', (9, 11))
Element 27: (3, (9, 11), ['', '', '', ''], [(15, 13), (17, 12), (7, 12)], [False, False, False, False], 46, False, [False, False, False, False], 3743, 'South', (9, 10))
Element 28: (3, (9, 10), ['', '', '', ''], [(15, 12), (17, 13), (7, 13)], [False, False, False, False], 44, False, [False, False, False, False], 3752, 'East', (10, 10))
Element 29: (3, (10, 10), ['', '', '', ''], [(15, 11), (18, 13), (6, 13)], [False, False, False, False], 42, False, [False, False, False, False], 3761, 'East', (11, 10))
Element 30: (3, (11, 10), ['', '', '', ''], [(15, 10), (17, 13), (6, 12)], [False, False, False, False], 40, False, [False, False, False, False], 3770, 'East', (12, 10))
Element 31: (3, (12, 10), ['', '', '', ''], [(14, 10), (16, 13), (6, 11)], [False, False, False, False], 38, False, [False, False, False, False], 3779, 'East', (13, 10))
Element 32: (3, (13, 10), ['', '', '', ''], [(14, 11), (15, 13), (6, 10)], [False, False, False, False], 36, False, [False, False, False, False], 3788, 'East', (14, 10))
Element 33: (3, (14, 10), ['', '', '', ''], [(14, 12), (15, 12), (7, 10)], [False, False, False, False], 34, False, [False, False, False, False], 3797, 'East', (15, 10))
Element 34: (3, (15, 10), ['', '', 'G', ''], [(14, 13), (15, 11), (7, 9)], [False, False, False, False], 32, False, [False, False, False, False], 3806, 'South', (15, 9))
Element 35: (3, (15, 9), ['', '', 'G', ''], [(13, 13), (15, 10), (7, 8)], [False, False, False, False], 30, False, [False, False, False, False], 3815, 'South', (15, 8))
Element 36: (3, (15, 8), ['', '%', '', ''], [(13, 12), (14, 10), (8, 8)], [False, True, False, False], 28, False, [False, False, False, False], 3824, 'West', (14, 8))
Element 37: (3, (14, 8), ['', '', '', ''], [(13, 11), (14, 11), (7, 8)], [False, False, False, False], 26, False, [False, False, False, False], 3823, 'North', (14, 9))
Element 38: (3, (14, 9), ['', '', '', ''], [(13, 10), (14, 12), (6, 8)], [False, False, False, False], 24, False, [False, False, False, False], 3832, 'West', (13, 9))
Element 39: (3, (13, 9), ['', '', '', ''], [(12, 10), (14, 13), (6, 9)], [False, False, False, False], 22, False, [False, False, False, False], 3841, 'South', (13, 8))
Element 40: (3, (13, 8), ['', '', '', ''], [(12, 11), (13, 13), (5, 9)], [False, False, False, False], 20, False, [False, False, False, False], 3850, 'South', (13, 7))
Element 41: (3, (13, 7), ['', '%', '', ''], [(11, 11), (13, 12), (5, 10)], [False, True, False, False], 18, False, [False, False, False, False], 3859, 'East', (14, 7))
Element 42: (3, (14, 7), ['', '.', '', '%'], [(11, 10), (13, 11), (5, 11)], [False, False, False, True], 16, False, [False, True, False, False], 3868, 'South', (14, 6))
Element 43: (3, (14, 6), ['%', '', '', ''], [(11, 9), (13, 10), (5, 12)], [True, False, False, False], 14, False, [False, False, False, False], 3887, 'East', (15, 6))
Element 44: (3, (15, 6), ['', '', '%', ''], [(12, 9), (12, 10), (5, 13)], [False, False, True, False], 12, False, [False, False, False, False], 3896, 'East', (16, 6))
Element 45: (3, (16, 6), ['', '%', '', ''], [(13, 9), (12, 11), (4, 13)], [False, True, False, False], 10, False, [False, False, False, False], 3905, 'East', (17, 6))
Element 46: (3, (17, 6), ['', '%', '', ''], [(14, 9), (11, 11), (4, 12)], [False, True, False, False], 8, False, [False, False, False, False], 3914, 'East', (18, 6))
Element 47: (3, (18, 6), ['', '%', '', '%'], [(14, 8), (11, 10), (4, 11)], [False, True, False, True], 6, False, [False, False, False, False], 3923, 'North', (18, 7))
Element 48: (3, (18, 7), ['', '', '', '%'], [(14, 7), (11, 9), (4, 10)], [False, False, False, True], 4, False, [False, False, False, False], 3932, 'North', (18, 8))
Element 49: (3, (18, 8), ['', '', '%', '%'], [(14, 6), (10, 9), (4, 9)], [False, False, True, True], 2, False, [False, False, False, False], 3941, 'West', (17, 8))
