Element 1: (0, (16, 8), ['.', '.', 'F', '.'], [(3, 5), (4, 3), (10, 3)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (16, 9))
Element 2: (0, (16, 9), ['.', '', '.', '%'], [(4, 5), (5, 3), (11, 3)], [False, False, False, True], 96, False, [True, False, True, False], 1029, 'North', (16, 10))
Element 3: (0, (16, 10), ['.', '', '.', '%'], [(5, 5), (6, 3), (12, 3)], [False, False, False, True], 94, False, [True, False, True, False], 1068, 'North', (16, 11))
Element 4: (0, (16, 11), ['.', '', '.', '%'], [(6, 5), (7, 3), (13, 3)], [False, False, False, True], 92, False, [True, False, True, False], 1107, 'North', (16, 12))
Element 5: (0, (16, 12), ['.', '', '.', '.'], [(7, 5), (8, 3), (13, 4)], [False, False, False, False], 90, False, [True, False, True, True], 1146, 'East', (17, 12))
Element 6: (0, (17, 12), ['', '%', '.', '%'], [(8, 5), (9, 3), (14, 4)], [False, True, False, True], 88, False, [False, False, True, False], 1185, 'North', (17, 13))
Element 7: (0, (17, 13), ['.', '', '%', '.'], [(9, 5), (9, 4), (15, 4)], [False, False, True, False], 86, False, [True, False, False, True], 1224, 'East', (18, 13))
Element 8: (0, (18, 13), ['', '%', '%', '%'], [(10, 5), (8, 4), (15, 5)], [False, True, True, True], 84, False, [False, False, False, False], 1263, 'West', (17, 13))
Element 9: (0, (17, 13), ['.', '', '%', ''], [(11, 5), (7, 4), (15, 6)], [False, False, True, False], 82, False, [True, False, False, False], 2282, 'West', (16, 13))
Element 10: (0, (16, 13), ['.', '', '%', ''], [(12, 5), (6, 4), (16, 6)], [False, False, True, False], 80, False, [True, False, False, False], 2321, 'West', (15, 13))
Element 11: (0, (15, 13), ['.', '.', '%', ''], [(13, 5), (5, 4), (17, 6)], [False, False, True, False], 78, False, [True, True, False, False], 2360, 'South', (15, 12))
Element 12: (0, (15, 12), ['.', '.', '', ''], [(14, 5), (4, 4), (18, 6)], [False, False, False, False], 76, False, [True, True, False, False], 2399, 'South', (15, 11))
Element 13: (0, (15, 11), ['.', '.', '', ''], [(14, 6), (3, 4), (18, 7)], [False, False, False, False], 74, False, [True, True, False, False], 2438, 'South', (15, 10))
Element 14: (0, (15, 10), ['.', '.', '', ''], [(14, 7), (3, 3), (18, 8)], [False, False, False, False], 72, False, [True, True, False, False], 2477, 'South', (15, 9))
Element 15: (0, (15, 9), ['.', '.', '', ''], [(14, 8), (3, 2), (17, 8)], [False, False, False, False], 70, False, [True, True, False, False], 2516, 'South', (15, 8))
Element 16: (0, (15, 8), ['', '%', '', ''], [(14, 9), (4, 2), (17, 7)], [False, True, False, False], 68, False, [False, False, False, False], 2555, 'West', (14, 8))
Element 17: (0, (14, 8), ['.', '', '', ''], [(14, 10), (5, 2), (16, 7)], [False, False, False, False], 66, False, [True, False, False, False], 2584, 'West', (13, 8))
Element 18: (0, (13, 8), ['.', '.', '.', ''], [(14, 11), (6, 2), (16, 8)], [False, False, False, False], 64, False, [True, True, True, False], 2613, 'North', (13, 9))
Element 19: (0, (13, 9), ['.', '', '.', ''], [(14, 12), (7, 2), (16, 9)], [False, False, False, False], 62, False, [True, False, True, False], 2642, 'North', (13, 10))
Element 20: (0, (13, 10), ['.', '', '.', ''], [(14, 13), (8, 2), (16, 10)], [False, False, False, False], 60, False, [True, False, True, False], 2671, 'North', (13, 11))
Element 21: (0, (13, 11), ['.', '', '.', ''], [(13, 13), (8, 1), (16, 11)], [False, False, False, False], 58, False, [True, False, True, False], 2700, 'North', (13, 12))
Element 22: (0, (13, 12), ['%', '', '', ''], [(12, 13), (9, 1), (16, 12)], [True, False, False, False], 56, False, [False, False, False, False], 2729, 'East', (14, 12))
Element 23: (0, (14, 12), ['', '', '', ''], [(11, 13), (10, 1), (17, 12)], [False, False, False, False], 54, False, [False, False, False, False], 2748, 'North', (14, 13))
Element 24: (0, (14, 13), ['', '', '%', ''], [(10, 13), (11, 1), (17, 13)], [False, False, True, False], 52, False, [False, False, False, False], 2767, 'West', (13, 13))
Element 25: (0, (13, 13), ['', '', '%', ''], [(10, 12), (12, 1), (18, 13)], [False, False, True, False], 50, False, [False, False, False, False], 2786, 'West', (12, 13))
Element 26: (0, (12, 13), ['', '%', '%', ''], [(10, 11), (13, 1), (17, 13)], [False, True, True, False], 48, False, [False, False, False, False], 2805, 'West', (11, 13))
Element 27: (0, (11, 13), ['', '%', '%', ''], [(11, 11), (14, 1), (16, 13)], [False, True, True, False], 46, False, [False, False, False, False], 2824, 'West', (10, 13))
Element 28: (0, (10, 13), ['.', '', '%', ''], [(12, 11), (15, 1), (15, 13)], [False, False, True, False], 44, False, [True, False, False, False], 2843, 'West', (9, 13))
Element 29: (0, (9, 13), ['.', '.', '%', ''], [(12, 10), (16, 1), (15, 12)], [False, False, True, False], 42, False, [True, True, False, False], 2872, 'South', (9, 12))
Element 30: (0, (9, 12), ['.', '.', '', ''], [(12, 9), (16, 2), (15, 11)], [False, False, False, False], 40, False, [True, True, False, False], 3891, 'South', (9, 11))
Element 31: (0, (9, 11), ['.', '.', '', ''], [(12, 8), (16, 3), (15, 10)], [False, False, False, False], 38, False, [True, True, False, False], 3920, 'South', (9, 10))
Element 32: (0, (9, 10), ['.', '.', '', '.'], [(12, 7), (17, 3), (15, 9)], [False, False, False, False], 36, False, [True, True, False, True], 3949, 'East', (10, 10))
Element 33: (0, (10, 10), ['', '.', '', '.'], [(13, 7), (18, 3), (15, 8)], [False, False, False, False], 34, False, [False, True, False, True], 3978, 'East', (11, 10))
Element 34: (0, (11, 10), ['', '.', '', ''], [(13, 8), (17, 3), (14, 8)], [False, False, False, False], 32, False, [False, True, False, False], 3987, 'South', (11, 9))
Element 35: (0, (11, 9), ['.', '%', '', ''], [(13, 9), (16, 3), (14, 9)], [False, True, False, False], 30, False, [True, False, False, False], 3996, 'West', (10, 9))
Element 36: (0, (10, 9), ['.', '%', '', ''], [(13, 10), (15, 3), (14, 10)], [False, True, False, False], 28, False, [True, False, False, False], 4015, 'West', (9, 9))
Element 37: (0, (9, 9), ['F', '%', '', ''], [(13, 11), (15, 4), (14, 11)], [False, True, False, False], 26, False, [False, False, False, False], 4024, 'West', (8, 9))
Element 38: (0, (8, 9), ['.', '.', '.', ''], [(13, 12), (15, 5), (14, 12)], [False, False, False, False], 24, False, [True, True, True, False], 5023, 'North', (8, 10))
Element 39: (0, (8, 10), ['.', '', '.', ''], [(13, 11), (15, 6), (14, 13)], [False, False, False, False], 22, False, [True, False, True, False], 5032, 'North', (8, 11))
Element 40: (0, (8, 11), ['.', '', '.', ''], [(13, 10), (16, 6), (13, 13)], [False, False, False, False], 20, False, [True, False, True, False], 5041, 'North', (8, 12))
Element 41: (0, (8, 12), ['.', '', '.', ''], [(13, 9), (17, 6), (13, 12)], [False, False, False, False], 18, False, [True, False, True, False], 5050, 'North', (8, 13))
Element 42: (0, (8, 13), ['.', '', '%', ''], [(13, 8), (18, 6), (13, 11)], [False, False, True, False], 16, False, [True, False, False, False], 5059, 'West', (7, 13))
Element 43: (0, (7, 13), ['.', '.', '%', ''], [(13, 7), (18, 7), (13, 10)], [False, False, True, False], 14, False, [True, True, False, False], 5068, 'South', (7, 12))
Element 44: (0, (7, 12), ['.', '.', '', ''], [(12, 7), (18, 8), (13, 9)], [False, False, False, False], 12, False, [True, True, False, False], 5077, 'South', (7, 11))
Element 45: (0, (7, 11), ['.', '.', '', ''], [(12, 6), (17, 8), (13, 8)], [False, False, False, False], 10, False, [True, True, False, False], 5096, 'South', (7, 10))
Element 46: (0, (7, 10), ['.', '.', '', ''], [(11, 6), (17, 7), (13, 7)], [False, False, False, False], 8, False, [True, True, False, False], 5115, 'South', (7, 9))
Element 47: (0, (7, 9), ['.', '.', '', ''], [(11, 7), (16, 7), (14, 7)], [False, False, False, False], 6, False, [True, True, False, False], 5134, 'South', (7, 8))
Element 48: (0, (7, 8), ['.', '%', '', '.'], [(11, 6), (16, 8), (14, 6)], [False, True, False, False], 4, False, [True, False, False, True], 5143, 'East', (8, 8))
Element 49: (0, (8, 8), ['', '%', '', '%'], [(10, 6), (16, 9), (14, 5)], [False, True, False, True], 2, False, [False, False, False, False], 5162, 'West', (7, 8))
Element 50: (0, (7, 8), ['.', '%', '', ''], [(9, 6), (16, 10), (13, 5)], [False, True, False, False], 0, False, [True, False, False, False], 5171, 'Stop', (7, 8))
Element 51: #0#
