Element 1: (2, (8, 12), ['.', '', '.', '.'], [(4, 12), (8, 10), (9, 11)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (9, 12))
Element 16: (2, (16, 11), ['', '', '', '%'], [(11, 10), (15, 12), (16, 13)], [False, False, False, True], 68, False, [False, False, False, False], 2424, 'South', (16, 10))
Element 17: (2, (16, 10), ['', '', '', '%'], [(10, 10), (16, 12), (17, 13)], [False, False, False, True], 66, False, [False, False, False, False], 2433, 'South', (16, 9))
Element 18: (2, (16, 9), ['', '.', '', '%'], [(9, 10), (17, 12), (18, 13)], [False, False, False, True], 64, False, [False, True, False, False], 2442, 'South', (16, 8))
Element 19: (2, (16, 8), ['.', '.', '', '.'], [(9, 11), (16, 12), (17, 13)], [False, False, False, False], 62, False, [True, True, False, True], 2451, 'East', (17, 8))
Element 20: (2, (17, 8), ['', '.', '%', '.'], [(10, 11), (15, 12), (16, 13)], [False, False, True, False], 60, False, [False, True, False, True], 2460, 'East', (18, 8))
Element 21: (2, (18, 8), ['', '.', '%', '%'], [(11, 11), (16, 12), (15, 13)], [False, False, True, True], 58, False, [False, True, False, False], 2469, 'South', (18, 7))
Element 22: (2, (18, 7), ['.', '.', '', '%'], [(12, 11), (16, 11), (14, 13)], [False, False, False, True], 56, False, [True, True, False, False], 2478, 'South', (18, 6))
Element 23: (2, (18, 6), ['.', '%', '', '%'], [(11, 11), (16, 12), (13, 13)], [False, True, False, True], 54, False, [True, False, False, False], 2487, 'West', (17, 6))
Element 24: (2, (17, 6), ['.', '%', '.', ''], [(10, 11), (15, 12), (13, 12)], [False, True, False, False], 52, False, [True, False, True, False], 2496, 'North', (17, 7))
Element 25: (2, (17, 7), ['.', '', '', ''], [(10, 12), (15, 13), (13, 13)], [False, False, False, False], 50, False, [True, False, False, False], 2505, 'West', (16, 7))
Element 26: (2, (16, 7), ['%', '.', '', ''], [(9, 12), (16, 13), (12, 13)], [True, False, False, False], 48, False, [False, True, False, False], 2514, 'South', (16, 6))
Element 27: (2, (16, 6), ['.', '%', '', ''], [(8, 12), (17, 13), (11, 13)], [False, True, False, False], 46, False, [True, False, False, False], 2523, 'West', (15, 6))
Element 28: (2, (15, 6), ['.', '.', '%', ''], [(8, 11), (18, 13), (10, 13)], [False, False, True, False], 44, False, [True, True, False, False], 2532, 'South', (15, 5))
Element 29: (2, (15, 5), ['.', '.', '', '%'], [(7, 11), (17, 13), (10, 12)], [False, False, False, True], 42, False, [True, True, False, False], 2551, 'South', (15, 4))
Element 30: (2, (15, 4), ['.', '.', '', '%'], [(7, 10), (16, 13), (9, 12)], [False, False, False, True], 40, False, [True, True, False, False], 2570, 'South', (15, 3))
Element 31: (2, (15, 3), ['%', '%', '', '.'], [(7, 9), (15, 13), (9, 13)], [True, True, False, False], 38, False, [False, False, False, True], 2589, 'East', (16, 3))
Element 32: (2, (16, 3), ['', 'F', '%', '.'], [(7, 8), (14, 13), (8, 13)], [False, False, True, False], 36, False, [False, False, False, True], 2608, 'South', (16, 2))
Element 33: (2, (16, 2), ['%', '.', '', '%'], [(8, 8), (14, 12), (8, 12)], [True, False, False, True], 34, False, [False, True, False, False], 3617, 'South', (16, 1))
Element 34: (2, (16, 1), ['.', '%', '', '.'], [(8, 9), (13, 12), (8, 11)], [False, True, False, False], 32, False, [True, False, False, True], 3626, 'East', (17, 1))
Element 35: (2, (17, 1), ['', '%', '%', '%'], [(9, 9), (13, 13), (8, 10)], [False, True, True, True], 30, False, [False, False, False, False], 3635, 'West', (16, 1))
Element 36: (2, (16, 1), ['.', '%', '', ''], [(10, 9), (12, 13), (9, 10)], [False, True, False, False], 28, False, [True, False, False, False], 3634, 'West', (15, 1))
Element 37: (2, (15, 1), ['.', '%', '%', ''], [(11, 9), (11, 13), (10, 10)], [False, True, True, False], 26, False, [True, False, False, False], 3643, 'West', (14, 1))
Element 38: (2, (14, 1), ['.', '%', '%', ''], [(12, 9), (10, 13), (11, 10)], [False, True, True, False], 24, False, [True, False, False, False], 3652, 'West', (13, 1))
Element 39: (2, (13, 1), ['.', '%', '%', ''], [(12, 8), (10, 12), (12, 10)], [False, True, True, False], 22, False, [True, False, False, False], 3671, 'West', (12, 1))
Element 40: (2, (12, 1), ['.', '%', '%', ''], [(13, 8), (10, 11), (13, 10)], [False, True, True, False], 20, False, [True, False, False, False], 3690, 'West', (11, 1))
Element 41: (2, (11, 1), ['.', '%', '%', ''], [(14, 8), (11, 11), (14, 10)], [False, True, True, False], 18, False, [True, False, False, False], 3709, 'West', (10, 1))
Element 42: (2, (10, 1), ['.', '%', '%', ''], [(15, 8), (12, 11), (15, 10)], [False, True, True, False], 16, False, [True, False, False, False], 3728, 'West', (9, 1))
Element 43: (2, (9, 1), ['.', '%', '%', ''], [(16, 8), (13, 11), (16, 10)], [False, True, True, False], 14, False, [True, False, False, False], 3737, 'West', (8, 1))
Element 44: (2, (8, 1), ['.', '%', '.', ''], [(17, 8), (13, 10), (16, 9)], [False, True, False, False], 12, False, [True, False, True, False], 3746, 'North', (8, 2))
Element 45: (2, (8, 2), ['.', '', '.', '%'], [(18, 8), (12, 10), (16, 8)], [False, False, False, True], 10, False, [True, False, True, False], 3755, 'North', (8, 3))
Element 46: (2, (8, 3), ['.', '', '.', '.'], [(18, 7), (11, 10), (17, 8)], [False, False, False, False], 8, False, [True, False, True, True], 3764, 'East', (9, 3))
Element 47: (2, (9, 3), ['', '%', '.', '.'], [(18, 6), (10, 10), (18, 8)], [False, True, False, False], 6, False, [False, False, True, True], 3773, 'East', (10, 3))
Element 48: (2, (10, 3), ['', '%', '%', '.'], [(17, 6), (9, 10), (18, 7)], [False, True, True, False], 4, False, [False, False, False, True], 3782, 'East', (11, 3))
Element 49: (2, (11, 3), ['', '%', '.', '.'], [(17, 7), (9, 11), (18, 6)], [False, True, False, False], 2, False, [False, False, True, True], 3791, 'East', (12, 3))
Element 50: (2, (12, 3), ['', '%', '.', '.'], [(17, 7), (9, 11), (17, 6)], [False, True, False, False], 0, False, [False, False, True, True], 3800, 'Stop', (12, 3))
Element 51: #0#
