Element 1: (1, (7, 9), ['.', '.', '.', 'G'], [(8, 9), (11, 1), (18, 3)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'North', (7, 10))
Element 2: (1, (7, 10), ['.', '', '.', ''], [(9, 9), (12, 1), (17, 3)], [False, False, False, False], 96, False, [True, False, True, False], 1038, 'North', (7, 11))
Element 3: (1, (7, 11), ['.', '', '.', '.'], [(10, 9), (13, 1), (16, 3)], [False, False, False, False], 94, False, [True, False, True, True], 1077, 'East', (8, 11))
Element 4: (1, (8, 11), ['', '', '.', '.'], [(11, 9), (14, 1), (16, 2)], [False, False, False, False], 92, False, [False, False, True, True], 2106, 'East', (9, 11))
Element 5: (1, (9, 11), ['', '.', '.', '.'], [(12, 9), (15, 1), (16, 1)], [False, False, False, False], 90, False, [False, True, True, True], 2145, 'East', (10, 11))
Element 6: (1, (10, 11), ['', '.', '.', '.'], [(13, 9), (14, 1), (17, 1)], [False, False, False, False], 88, False, [False, True, True, True], 2174, 'East', (11, 11))
Element 7: (1, (11, 11), ['', '.', '%', '.'], [(14, 9), (13, 1), (16, 1)], [False, False, True, False], 86, False, [False, True, False, True], 2193, 'East', (12, 11))
Element 8: (1, (12, 11), ['', '.', '%', '.'], [(15, 9), (12, 1), (15, 1)], [False, False, True, False], 84, False, [False, True, False, True], 2212, 'East', (13, 11))
Element 9: (1, (13, 11), ['', '.', '.', '.'], [(16, 9), (11, 1), (14, 1)], [False, False, False, False], 82, False, [False, True, True, True], 3221, 'East', (14, 11))
Element 10: (1, (14, 11), ['', '.', '.', '.'], [(16, 10), (10, 1), (13, 1)], [False, False, False, False], 80, False, [False, True, True, True], 3250, 'East', (15, 11))
Element 11: (1, (15, 11), ['', '.', '.', 'G'], [(16, 11), (9, 1), (12, 1)], [False, False, False, False], 78, False, [False, True, True, False], 3279, 'North', (15, 12))
Element 12: (1, (15, 12), ['.', '', '.', 'G'], [(16, 12), (8, 1), (11, 1)], [False, False, False, False], 76, False, [True, False, True, False], 3308, 'North', (15, 13))
Element 13: (1, (15, 13), ['.', '', '%', '.'], [(17, 12), (8, 2), (10, 1)], [False, False, True, False], 74, False, [True, False, False, True], 3337, 'East', (16, 13))
Element 14: (1, (16, 13), ['', '', '%', 'G'], [(17, 13), (8, 3), (9, 1)], [False, False, True, False], 72, False, [False, False, False, False], 3366, 'South', (16, 12))
Element 15: (1, (16, 12), ['', '', '', ''], [(18, 13), (9, 3), (8, 1)], [False, False, False, False], 70, False, [False, False, False, False], 3385, 'East', (17, 12))
Element 16: (1, (17, 12), ['', '%', 'G', '%'], [(17, 13), (10, 3), (7, 1)], [False, True, False, True], 68, False, [False, False, False, False], 3404, 'West', (16, 12))
Element 17: (1, (16, 12), ['', '', 'G', ''], [(16, 13), (11, 3), (7, 2)], [False, False, False, False], 66, False, [False, False, False, False], 3423, 'South', (16, 11))
Element 18: (1, (16, 11), ['', '', '', '%'], [(15, 13), (12, 3), (7, 3)], [False, False, False, True], 64, False, [False, False, False, False], 3442, 'South', (16, 10))
Element 19: (1, (16, 10), ['.', '', '', '%'], [(14, 13), (13, 3), (7, 4)], [False, False, False, True], 62, False, [True, False, False, False], 3471, 'West', (15, 10))
Element 20: (1, (15, 10), ['.', '', '', ''], [(14, 12), (13, 4), (8, 4)], [False, False, False, False], 60, False, [True, False, False, False], 3510, 'West', (14, 10))
Element 21: (1, (14, 10), ['.', '', '', ''], [(13, 12), (14, 4), (9, 4)], [False, False, False, False], 58, False, [True, False, False, False], 3549, 'West', (13, 10))
Element 22: (1, (13, 10), ['.', '', '', ''], [(13, 13), (15, 4), (9, 5)], [False, False, False, False], 56, False, [True, False, False, False], 3588, 'West', (12, 10))
Element 23: (1, (12, 10), ['.', '', '', ''], [(12, 13), (15, 5), (10, 5)], [False, False, False, False], 54, False, [True, False, False, False], 3627, 'West', (11, 10))
Element 24: (1, (11, 10), ['.', '', '', ''], [(11, 13), (15, 6), (11, 5)], [False, False, False, False], 52, False, [True, False, False, False], 4656, 'West', (10, 10))
Element 25: (1, (10, 10), ['.', '', '', ''], [(10, 13), (16, 6), (12, 5)], [False, False, False, False], 50, False, [True, False, False, False], 4695, 'West', (9, 10))
Element 26: (1, (9, 10), ['', '', '', ''], [(10, 12), (17, 6), (13, 5)], [False, False, False, False], 48, False, [False, False, False, False], 4734, 'South', (9, 9))
Element 27: (1, (9, 9), ['', '%', '', ''], [(9, 12), (18, 6), (14, 5)], [False, True, False, False], 46, False, [False, False, False, False], 4763, 'East', (10, 9))
Element 28: (1, (10, 9), ['', '%', '', ''], [(9, 13), (18, 7), (14, 6)], [False, True, False, False], 44, False, [False, False, False, False], 4792, 'East', (11, 9))
Element 29: (1, (11, 9), ['', '%', '', ''], [(8, 13), (18, 8), (14, 7)], [False, True, False, False], 42, False, [False, False, False, False], 4821, 'East', (12, 9))
Element 30: (1, (12, 9), ['', '.', '', ''], [(8, 12), (17, 8), (14, 8)], [False, False, False, False], 40, False, [False, True, False, False], 4850, 'South', (12, 8))
Element 31: (1, (12, 8), ['%', '.', '', '.'], [(7, 12), (17, 7), (15, 8)], [True, False, False, False], 38, False, [False, True, False, True], 4889, 'East', (13, 8))
Element 32: (1, (13, 8), ['', '.', '', ''], [(7, 13), (16, 7), (16, 8)], [False, False, False, False], 36, False, [False, True, False, False], 4928, 'South', (13, 7))
Element 33: (1, (13, 7), ['.', '%', '', ''], [(6, 13), (17, 7), (17, 8)], [False, True, False, False], 34, False, [True, False, False, False], 4947, 'West', (12, 7))
Element 34: (1, (12, 7), ['.', '.', '', ''], [(6, 12), (16, 7), (18, 8)], [False, False, False, False], 32, False, [True, True, False, False], 4966, 'South', (12, 6))
Element 35: (1, (12, 6), ['.', '', '', '%'], [(6, 11), (16, 8), (18, 7)], [False, False, False, True], 30, False, [True, False, False, False], 4985, 'West', (11, 6))
Element 36: (1, (11, 6), ['.', '', '.', ''], [(6, 10), (16, 9), (18, 6)], [False, False, False, False], 28, False, [True, False, True, False], 5004, 'North', (11, 7))
Element 37: (1, (11, 7), ['%', '', '%', ''], [(6, 9), (16, 10), (17, 6)], [True, False, True, False], 26, False, [False, False, False, False], 5023, 'South', (11, 6))
Element 38: (1, (11, 6), ['.', '', '', ''], [(6, 8), (16, 11), (17, 7)], [False, False, False, False], 24, False, [True, False, False, False], 5032, 'West', (10, 6))
Element 39: (1, (10, 6), ['.', '', '%', ''], [(7, 8), (16, 12), (16, 7)], [False, False, True, False], 22, False, [True, False, False, False], 5051, 'West', (9, 6))
Element 40: (1, (9, 6), ['.', '', '%', ''], [(8, 8), (17, 12), (16, 6)], [False, False, True, False], 20, False, [True, False, False, False], 5070, 'West', (8, 6))
Element 41: (1, (8, 6), ['.', '.', '%', ''], [(7, 8), (17, 13), (15, 6)], [False, False, True, False], 18, False, [True, True, False, False], 5079, 'South', (8, 5))
Element 42: (1, (8, 5), ['.', '', '', ''], [(7, 9), (18, 13), (15, 5)], [False, False, False, False], 16, False, [True, False, False, False], 5088, 'West', (7, 5))
Element 43: (1, (7, 5), ['.', '', '.', ''], [(7, 10), (17, 13), (15, 4)], [False, False, False, False], 14, False, [True, False, True, False], 5097, 'North', (7, 6))
