Element 1: (2, (8, 8), ['.', '%', 'F', '%'], [(12, 7), (6, 11), (12, 4)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (8, 9))
Element 2: (2, (8, 9), ['.', '', '.', '.'], [(13, 7), (7, 11), (13, 4)], [False, False, False, False], 96, False, [True, False, True, True], 1048, 'East', (9, 9))
Element 3: (2, (9, 9), ['', '%', '.', '.'], [(14, 7), (8, 11), (14, 4)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (10, 9))
Element 4: (2, (10, 9), ['', '%', '.', '.'], [(14, 8), (9, 11), (15, 4)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (11, 9))
Element 5: (2, (11, 9), ['', '%', '.', '.'], [(15, 8), (10, 11), (15, 5)], [False, True, False, False], 90, False, [False, False, True, True], 1165, 'East', (12, 9))
Element 6: (2, (12, 9), ['', '.', '.', '.'], [(16, 8), (11, 11), (15, 6)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (13, 9))
Element 7: (2, (13, 9), ['', '.', '.', '.'], [(16, 9), (12, 11), (16, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (14, 9))
Element 8: (2, (14, 9), ['', '', '.', '.'], [(16, 10), (13, 11), (17, 6)], [False, False, False, False], 84, False, [False, False, True, True], 2272, 'East', (15, 9))
Element 9: (2, (15, 9), ['', '', '.', ''], [(16, 11), (14, 11), (18, 6)], [False, False, False, False], 82, False, [False, False, True, False], 2311, 'North', (15, 10))
Element 10: (2, (15, 10), ['.', '', 'G', ''], [(16, 12), (15, 11), (18, 7)], [False, False, False, False], 80, False, [True, False, False, False], 2350, 'West', (14, 10))
Element 11: (2, (14, 10), ['.', '', '', ''], [(17, 12), (15, 12), (18, 8)], [False, False, False, False], 78, False, [True, False, False, False], 2389, 'West', (13, 10))
Element 12: (2, (13, 10), ['.', '', '', ''], [(17, 13), (15, 13), (17, 8)], [False, False, False, False], 76, False, [True, False, False, False], 2428, 'West', (12, 10))
Element 13: (2, (12, 10), ['.', '', '', ''], [(18, 13), (16, 13), (17, 7)], [False, False, False, False], 74, False, [True, False, False, False], 2467, 'West', (11, 10))
Element 14: (2, (11, 10), ['.', '', '', ''], [(17, 13), (16, 12), (16, 7)], [False, False, False, False], 72, False, [True, False, False, False], 2486, 'West', (10, 10))
Element 15: (2, (10, 10), ['.', '', '', ''], [(16, 13), (17, 12), (16, 8)], [False, False, False, False], 70, False, [True, False, False, False], 2495, 'West', (9, 10))
Element 16: (2, (9, 10), ['.', '', '', ''], [(15, 13), (17, 13), (16, 9)], [False, False, False, False], 68, False, [True, False, False, False], 2504, 'West', (8, 10))
Element 17: (2, (8, 10), ['.', '', '', ''], [(14, 13), (18, 13), (16, 10)], [False, False, False, False], 66, False, [True, False, False, False], 2523, 'West', (7, 10))
Element 18: (2, (7, 10), ['.', '.', '', ''], [(14, 12), (17, 13), (16, 11)], [False, False, False, False], 64, False, [True, True, False, False], 2542, 'South', (7, 9))
Element 19: (2, (7, 9), ['.', '.', '', ''], [(13, 12), (17, 12), (16, 12)], [False, False, False, False], 62, False, [True, True, False, False], 2561, 'South', (7, 8))
Element 20: (2, (7, 8), ['.', '%', '', ''], [(13, 13), (16, 12), (16, 13)], [False, True, False, False], 60, False, [True, False, False, False], 2580, 'West', (6, 8))
Element 21: (2, (6, 8), ['.', '%', '.', ''], [(12, 13), (16, 11), (17, 13)], [False, True, False, False], 58, False, [True, False, True, False], 2599, 'North', (6, 9))
Element 22: (2, (6, 9), ['.', '', '.', ''], [(11, 13), (16, 10), (18, 13)], [False, False, False, False], 56, False, [True, False, True, False], 2618, 'North', (6, 10))
Element 23: (2, (6, 10), ['.', '', '', ''], [(10, 13), (16, 9), (17, 13)], [False, False, False, False], 54, False, [True, False, False, False], 2637, 'West', (5, 10))
Element 24: (2, (5, 10), ['.', '.', '', ''], [(10, 12), (16, 8), (17, 12)], [False, False, False, False], 52, False, [True, True, False, False], 2656, 'South', (5, 9))
Element 25: (2, (5, 9), ['.', '.', '', ''], [(9, 12), (17, 8), (17, 13)], [False, False, False, False], 50, False, [True, True, False, False], 2675, 'South', (5, 8))
Element 26: (2, (5, 8), ['.', '%', '', ''], [(9, 13), (18, 8), (16, 13)], [False, True, False, False], 48, False, [True, False, False, False], 2694, 'West', (4, 8))
Element 27: (2, (4, 8), ['%', '%', '.', ''], [(8, 13), (18, 7), (15, 13)], [True, True, False, False], 46, False, [False, False, True, False], 2713, 'North', (4, 9))
Element 28: (2, (4, 9), ['.', '', '.', ''], [(8, 12), (18, 6), (15, 12)], [False, False, False, False], 44, False, [True, False, True, False], 2732, 'North', (4, 10))
Element 29: (2, (4, 10), ['.', '', '.', ''], [(7, 12), (17, 6), (15, 11)], [False, False, False, False], 42, False, [True, False, True, False], 2751, 'North', (4, 11))
Element 30: (2, (4, 11), ['.', '', '.', ''], [(7, 13), (17, 7), (15, 10)], [False, False, False, False], 40, False, [True, False, True, False], 2770, 'North', (4, 12))
Element 31: (2, (4, 12), ['.', '', '.', '.'], [(6, 13), (16, 7), (15, 9)], [False, False, False, False], 38, False, [True, False, True, True], 2789, 'East', (5, 12))
Element 32: (2, (5, 12), ['', '', '.', 'G'], [(6, 12), (16, 6), (15, 8)], [False, False, False, False], 36, False, [False, False, True, False], 2808, 'North', (5, 13))
Element 33: (2, (5, 13), ['.', '', '%', ''], [(6, 11), (15, 6), (14, 8)], [False, False, True, False], 34, False, [True, False, False, False], 2817, 'West', (4, 13))
Element 34: (2, (4, 13), ['.', '', '%', ''], [(7, 11), (14, 6), (13, 8)], [False, False, True, False], 32, False, [True, False, False, False], 2846, 'West', (3, 13))
Element 35: (2, (3, 13), ['.', '.', '%', ''], [(8, 11), (14, 5), (12, 8)], [False, False, True, False], 30, False, [True, True, False, False], 2875, 'South', (3, 12))
Element 36: (2, (3, 12), ['.', '.', '', ''], [(9, 11), (13, 5), (12, 9)], [False, False, False, False], 28, False, [True, True, False, False], 2894, 'South', (3, 11))
Element 37: (2, (3, 11), ['%', '.', '', ''], [(10, 11), (12, 5), (13, 9)], [True, False, False, False], 26, False, [False, True, False, False], 2913, 'South', (3, 10))
Element 38: (2, (3, 10), ['.', '.', '', ''], [(11, 11), (11, 5), (14, 9)], [False, False, False, False], 24, False, [True, True, False, False], 3922, 'South', (3, 9))
Element 39: (2, (3, 9), ['%', '%', '', ''], [(12, 11), (11, 6), (14, 10)], [True, True, False, False], 22, False, [False, False, False, False], 3941, 'North', (3, 10))
Element 40: (2, (3, 10), ['.', '', '', ''], [(13, 11), (11, 7), (14, 11)], [False, False, False, False], 20, False, [True, False, False, False], 3950, 'West', (2, 10))
Element 41: (2, (2, 10), ['F', '%', '%', ''], [(14, 11), (12, 7), (14, 12)], [False, True, True, False], 18, False, [False, False, False, False], 3959, 'West', (1, 10))
Element 42: (2, (1, 10), ['%', '%', '%', ''], [(15, 11), (13, 7), (14, 13)], [True, True, True, False], 16, False, [False, False, False, False], 4958, 'East', (2, 10))
