Element 1: (2, (6, 3), ['', '.', '.', '.'], [(15, 11), (5, 4), (16, 8)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (7, 3))
Element 2: (2, (7, 3), ['', '.', '.', '.'], [(16, 11), (6, 4), (16, 9)], [False, False, False, False], 96, False, [False, True, True, True], 1048, 'East', (8, 3))
Element 3: (2, (8, 3), ['', '.', '.', '.'], [(16, 12), (7, 4), (16, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (9, 3))
Element 4: (2, (9, 3), ['', '%', '.', '.'], [(17, 12), (8, 4), (15, 10)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (10, 3))
Element 5: (2, (10, 3), ['', '%', '%', '.'], [(17, 13), (9, 4), (15, 9)], [False, True, True, False], 90, False, [False, False, False, True], 1165, 'East', (11, 3))
Element 6: (2, (11, 3), ['', '%', '.', '.'], [(18, 13), (9, 5), (15, 8)], [False, True, False, False], 88, False, [False, False, True, True], 1204, 'East', (12, 3))
Element 7: (2, (12, 3), ['', '%', '.', '.'], [(17, 13), (10, 5), (14, 8)], [False, True, False, False], 86, False, [False, False, True, True], 1233, 'East', (13, 3))
Element 8: (2, (13, 3), ['', '%', '.', '%'], [(16, 13), (11, 5), (14, 9)], [False, True, False, True], 84, False, [False, False, True, False], 2262, 'North', (13, 4))
Element 9: (2, (13, 4), ['.', '', '.', '.'], [(15, 13), (12, 5), (14, 10)], [False, False, False, False], 82, False, [True, False, True, True], 2301, 'East', (14, 4))
Element 10: (2, (14, 4), ['', '%', '.', '.'], [(15, 12), (13, 5), (13, 10)], [False, True, False, False], 80, False, [False, False, True, True], 2340, 'East', (15, 4))
Element 11: (2, (15, 4), ['', '.', '.', '%'], [(14, 12), (14, 5), (13, 11)], [False, False, False, True], 78, False, [False, True, True, False], 2379, 'North', (15, 5))
Element 12: (2, (15, 5), ['', '', '.', '%'], [(14, 13), (14, 6), (13, 12)], [False, False, False, True], 76, False, [False, False, True, False], 2418, 'North', (15, 6))
Element 13: (2, (15, 6), ['', '', '%', '.'], [(14, 12), (14, 7), (13, 13)], [False, False, True, False], 74, False, [False, False, False, True], 2447, 'East', (16, 6))
Element 14: (2, (16, 6), ['', '%', '.', '.'], [(15, 12), (13, 7), (12, 13)], [False, True, False, False], 72, False, [False, False, True, True], 2476, 'East', (17, 6))
Element 15: (2, (17, 6), ['', '%', '.', '.'], [(15, 13), (13, 8), (11, 13)], [False, True, False, False], 70, False, [False, False, True, True], 2505, 'East', (18, 6))
Element 16: (2, (18, 6), ['', '%', '.', '%'], [(14, 13), (13, 9), (10, 13)], [False, True, False, True], 68, False, [False, False, True, False], 2534, 'North', (18, 7))
Element 17: (2, (18, 7), ['.', '', '.', '%'], [(15, 13), (12, 9), (10, 12)], [False, False, False, True], 66, False, [True, False, True, False], 2563, 'North', (18, 8))
Element 18: (2, (18, 8), ['.', '', '%', '%'], [(16, 13), (12, 10), (10, 11)], [False, False, True, True], 64, False, [True, False, False, False], 2592, 'West', (17, 8))
Element 19: (2, (17, 8), ['', '.', '%', ''], [(17, 13), (12, 11), (11, 11)], [False, False, True, False], 62, False, [False, True, False, False], 2621, 'South', (17, 7))
Element 20: (2, (17, 7), ['.', '', '', ''], [(17, 12), (13, 11), (11, 10)], [False, False, False, False], 60, False, [True, False, False, False], 2640, 'West', (16, 7))
Element 21: (2, (16, 7), ['%', '', '', ''], [(16, 12), (14, 11), (11, 9)], [True, False, False, False], 58, False, [False, False, False, False], 2659, 'North', (16, 8))
Element 22: (2, (16, 8), ['', '', '', ''], [(16, 13), (15, 11), (10, 9)], [False, False, False, False], 56, False, [False, False, False, False], 2668, 'North', (16, 9))
Element 23: (2, (16, 9), ['', '', '', '%'], [(16, 12), (16, 11), (10, 10)], [False, False, False, True], 54, False, [False, False, False, False], 2677, 'North', (16, 10))
Element 24: (2, (16, 10), ['', '', '', '%'], [(15, 12), (16, 12), (9, 10)], [False, False, False, True], 52, False, [False, False, False, False], 2686, 'North', (16, 11))
Element 25: (2, (16, 11), ['', '', '', '%'], [(14, 12), (17, 12), (9, 11)], [False, False, False, True], 50, False, [False, False, False, False], 2695, 'North', (16, 12))
Element 26: (2, (16, 12), ['', '', '', ''], [(14, 11), (17, 13), (9, 12)], [False, False, False, False], 48, False, [False, False, False, False], 2704, 'East', (17, 12))
Element 27: (2, (17, 12), ['', '%', '', '%'], [(15, 11), (18, 13), (9, 13)], [False, True, False, True], 46, False, [False, False, False, False], 2713, 'North', (17, 13))
Element 28: (2, (17, 13), ['', '', '%', 'G'], [(15, 12), (18, 13), (8, 13)], [False, False, True, False], 44, False, [False, False, False, False], 2722, 'West', (16, 13))
Element 29: (2, (16, 13), ['', '', '%', 'G'], [(15, 11), (17, 13), (8, 12)], [False, False, True, False], 42, False, [False, False, False, False], 2731, 'West', (15, 13))
Element 30: (2, (15, 13), ['', '', '%', ''], [(15, 10), (17, 13), (8, 11)], [False, False, True, False], 40, False, [False, False, False, False], 2740, 'South', (15, 12))
Element 31: (2, (15, 12), ['', '', '', ''], [(16, 10), (17, 12), (8, 10)], [False, False, False, False], 38, False, [False, False, False, False], 2749, 'South', (15, 11))
Element 32: (2, (15, 11), ['', '', '', ''], [(16, 9), (16, 12), (8, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3748, 'South', (15, 10))
Element 33: (2, (15, 10), ['', '', '', ''], [(16, 8), (16, 13), (9, 9)], [False, False, False, False], 34, False, [False, False, False, False], 3757, 'South', (15, 9))
Element 34: (2, (15, 9), ['', '', '', ''], [(17, 8), (15, 13), (8, 9)], [False, False, False, False], 32, False, [False, False, False, False], 3756, 'South', (15, 8))
Element 35: (2, (15, 8), ['', '%', '', ''], [(18, 8), (15, 12), (8, 8)], [False, True, False, False], 30, False, [False, False, False, False], 3765, 'West', (14, 8))
Element 36: (2, (14, 8), ['', '', '', ''], [(18, 7), (14, 12), (7, 8)], [False, False, False, False], 28, False, [False, False, False, False], 3774, 'North', (14, 9))
Element 37: (2, (14, 9), ['', '', '', ''], [(18, 6), (14, 13), (7, 9)], [False, False, False, False], 26, False, [False, False, False, False], 3783, 'North', (14, 10))
Element 38: (2, (14, 10), ['', '', '', ''], [(17, 6), (13, 13), (7, 10)], [False, False, False, False], 24, False, [False, False, False, False], 3792, 'North', (14, 11))
Element 39: (2, (14, 11), ['', '', '', ''], [(17, 7), (13, 12), (7, 11)], [False, False, False, False], 22, False, [False, False, False, False], 3801, 'North', (14, 12))
Element 40: (2, (14, 12), ['', '', '', ''], [(16, 7), (13, 13), (7, 12)], [False, False, False, False], 20, False, [False, False, False, False], 3810, 'North', (14, 13))
Element 41: (2, (14, 13), ['', '', '%', ''], [(16, 6), (12, 13), (7, 13)], [False, False, True, False], 18, False, [False, False, False, False], 3819, 'West', (13, 13))
Element 42: (2, (13, 13), ['', '', '%', ''], [(15, 6), (11, 13), (6, 13)], [False, False, True, False], 16, False, [False, False, False, False], 3828, 'South', (13, 12))
Element 43: (2, (13, 12), ['%', '', '', ''], [(15, 5), (10, 13), (6, 12)], [True, False, False, False], 14, False, [False, False, False, False], 3837, 'South', (13, 11))
Element 44: (2, (13, 11), ['', '', '', ''], [(15, 4), (10, 12), (6, 11)], [False, False, False, False], 12, False, [False, False, False, False], 3846, 'South', (13, 10))
Element 45: (2, (13, 10), ['', '', '', ''], [(15, 3), (10, 11), (6, 10)], [False, False, False, False], 10, False, [False, False, False, False], 3865, 'South', (13, 9))
Element 46: (2, (13, 9), ['', '', '', ''], [(16, 3), (11, 11), (6, 9)], [False, False, False, False], 8, False, [False, False, False, False], 3884, 'South', (13, 8))
Element 47: (2, (13, 8), ['.', '', '', ''], [(16, 2), (11, 10), (6, 8)], [False, False, False, False], 6, False, [True, False, False, False], 4893, 'West', (12, 8))
Element 48: (2, (12, 8), ['%', '.', '', ''], [(16, 1), (11, 9), (5, 8)], [True, False, False, False], 4, False, [False, True, False, False], 4922, 'South', (12, 7))
Element 49: (2, (12, 7), ['.', '.', '', ''], [(17, 1), (10, 9), (5, 9)], [False, False, False, False], 2, False, [True, True, False, False], 4951, 'South', (12, 6))
Element 50: (2, (12, 6), ['.', '', '', '%'], [(17, 1), (10, 9), (5, 10)], [False, False, False, True], 0, False, [True, False, False, False], 4970, 'Stop', (12, 6))
Element 51: #0#
