Element 1: (3, (5, 8), ['.', '%', 'G', '.'], [(7, 1), (5, 4), (5, 9)], [False, True, False, False], 98, False, [True, False, False, True], 29, 'East', (6, 8))
Element 15: (3, (9, 10), ['', '', '.', '.'], [(17, 3), (17, 6), (16, 12)], [False, False, False, False], 70, False, [False, False, True, True], 4485, 'East', (10, 10))
Element 16: (3, (10, 10), ['', '', '.', '.'], [(16, 3), (18, 6), (17, 12)], [False, False, False, False], 68, False, [False, False, True, True], 4514, 'East', (11, 10))
Element 17: (3, (11, 10), ['', '', '.', '.'], [(15, 3), (18, 7), (17, 13)], [False, False, False, False], 66, False, [False, False, True, True], 4553, 'East', (12, 10))
Element 18: (3, (12, 10), ['', '', '.', '.'], [(15, 4), (18, 8), (18, 13)], [False, False, False, False], 64, False, [False, False, True, True], 4592, 'East', (13, 10))
Element 19: (3, (13, 10), ['', '', '.', '.'], [(14, 4), (17, 8), (17, 13)], [False, False, False, False], 62, False, [False, False, True, True], 4621, 'East', (14, 10))
Element 20: (3, (14, 10), ['', '', '.', '.'], [(13, 4), (17, 7), (16, 13)], [False, False, False, False], 60, False, [False, False, True, True], 4660, 'East', (15, 10))
Element 21: (3, (15, 10), ['', '', '.', ''], [(13, 3), (16, 7), (15, 13)], [False, False, False, False], 58, False, [False, False, True, False], 4699, 'North', (15, 11))
Element 22: (3, (15, 11), ['.', '', 'G', ''], [(12, 3), (16, 8), (15, 12)], [False, False, False, False], 56, False, [True, False, False, False], 4738, 'West', (14, 11))
Element 23: (3, (14, 11), ['.', '', 'G', ''], [(12, 4), (15, 8), (14, 12)], [False, False, False, False], 54, False, [True, False, False, False], 4777, 'West', (13, 11))
Element 24: (3, (13, 11), ['.', '', '.', ''], [(11, 4), (14, 8), (14, 13)], [False, False, False, False], 52, False, [True, False, True, False], 4816, 'North', (13, 12))
Element 25: (3, (13, 12), ['%', '', 'G', ''], [(11, 3), (14, 7), (13, 13)], [True, False, False, False], 50, False, [False, False, False, False], 4855, 'East', (14, 12))
Element 26: (3, (14, 12), ['', '', '', ''], [(10, 3), (14, 6), (12, 13)], [False, False, False, False], 48, False, [False, False, False, False], 4884, 'East', (15, 12))
Element 27: (3, (15, 12), ['', '', '', ''], [(9, 3), (14, 7), (11, 13)], [False, False, False, False], 46, False, [False, False, False, False], 4903, 'East', (16, 12))
Element 28: (3, (16, 12), ['', '', '', ''], [(8, 3), (13, 7), (10, 13)], [False, False, False, False], 44, False, [False, False, False, False], 4932, 'East', (17, 12))
Element 29: (3, (17, 12), ['', '%', '', '%'], [(8, 2), (13, 8), (10, 12)], [False, True, False, True], 42, False, [False, False, False, False], 4961, 'North', (17, 13))
Element 30: (3, (17, 13), ['', '', '%', ''], [(7, 2), (12, 8), (10, 11)], [False, False, True, False], 40, False, [False, False, False, False], 4990, 'East', (18, 13))
Element 31: (3, (18, 13), ['', '%', '%', '%'], [(7, 3), (12, 7), (11, 11)], [False, True, True, True], 38, False, [False, False, False, False], 5019, 'West', (17, 13))
Element 32: (3, (17, 13), ['', '', '%', ''], [(6, 3), (12, 6), (12, 11)], [False, False, True, False], 36, False, [False, False, False, False], 5048, 'West', (16, 13))
Element 33: (3, (16, 13), ['', '', '%', ''], [(6, 2), (11, 6), (13, 11)], [False, False, True, False], 34, False, [False, False, False, False], 5067, 'West', (15, 13))
Element 34: (3, (15, 13), ['', '', '%', ''], [(5, 2), (11, 7), (14, 11)], [False, False, True, False], 32, False, [False, False, False, False], 5086, 'West', (14, 13))
Element 35: (3, (14, 13), ['', '', '%', ''], [(5, 3), (11, 6), (15, 11)], [False, False, True, False], 30, False, [False, False, False, False], 5095, 'West', (13, 13))
Element 36: (3, (13, 13), ['', '', '%', ''], [(4, 3), (10, 6), (15, 10)], [False, False, True, False], 28, False, [False, False, False, False], 5114, 'West', (12, 13))
Element 37: (3, (12, 13), ['', '%', '%', ''], [(4, 2), (9, 6), (14, 10)], [False, True, True, False], 26, False, [False, False, False, False], 5133, 'West', (11, 13))
Element 38: (3, (11, 13), ['', '%', '%', ''], [(3, 2), (8, 6), (13, 10)], [False, True, True, False], 24, False, [False, False, False, False], 5152, 'West', (10, 13))
Element 39: (3, (10, 13), ['.', '', '%', ''], [(3, 3), (8, 5), (12, 10)], [False, False, True, False], 22, False, [True, False, False, False], 5171, 'West', (9, 13))
Element 40: (3, (9, 13), ['.', '.', '%', ''], [(3, 4), (7, 5), (11, 10)], [False, False, True, False], 20, False, [True, True, False, False], 5200, 'South', (9, 12))
Element 41: (3, (9, 12), ['.', '.', '', ''], [(3, 5), (7, 6), (10, 10)], [False, False, False, False], 18, False, [True, True, False, False], 5229, 'South', (9, 11))
Element 42: (3, (9, 11), ['.', 'G', '', ''], [(4, 5), (6, 6), (9, 10)], [False, False, False, False], 16, False, [True, False, False, False], 5258, 'West', (8, 11))
Element 43: (3, (8, 11), ['.', '', '.', 'G'], [(5, 5), (6, 5), (9, 11)], [False, False, False, False], 14, False, [True, False, True, False], 5287, 'North', (8, 12))
Element 44: (3, (8, 12), ['.', '', '.', 'G'], [(5, 4), (5, 5), (9, 12)], [False, False, False, False], 12, False, [True, False, True, False], 5296, 'North', (8, 13))
Element 45: (3, (8, 13), ['.', '', '%', 'G'], [(6, 4), (4, 5), (9, 13)], [False, False, True, False], 10, False, [True, False, False, False], 5305, 'West', (7, 13))
Element 46: (3, (7, 13), ['.', '.', '%', 'G'], [(7, 4), (3, 5), (8, 13)], [False, False, True, False], 8, False, [True, True, False, False], 5314, 'South', (7, 12))
Element 47: (3, (7, 12), ['.', '.', '', 'G'], [(8, 4), (2, 5), (8, 12)], [False, False, False, False], 6, False, [True, True, False, False], 5333, 'South', (7, 11))
Element 48: (3, (7, 11), ['.', '', '', 'G'], [(9, 4), (2, 6), (8, 11)], [False, False, False, False], 4, False, [True, False, False, False], 5352, 'West', (6, 11))
Element 49: (3, (6, 11), ['.', '', '.', ''], [(9, 5), (2, 7), (8, 10)], [False, False, False, False], 2, False, [True, False, True, False], 5371, 'North', (6, 12))
Element 50: (3, (6, 12), ['.', '', '.', ''], [(9, 5), (2, 7), (8, 10)], [False, False, False, False], 0, False, [True, False, True, False], 5380, 'Stop', (6, 12))
Element 51: #0#
