Element 1: (3, (5, 8), ['.', '%', 'G', '.'], [(7, 1), (5, 4), (5, 9)], [False, True, False, False], 98, False, [True, False, False, True], 29, 'East', (6, 8))
Element 2: (3, (6, 8), ['', '%', 'G', '.'], [(8, 1), (6, 4), (6, 9)], [False, True, False, False], 96, False, [False, False, False, True], 68, 'East', (7, 8))
Element 3: (3, (7, 8), ['', '%', 'G', '.'], [(9, 1), (7, 4), (7, 9)], [False, True, False, False], 94, False, [False, False, False, True], 107, 'East', (8, 8))
Element 4: (3, (8, 8), ['', '%', 'G', '%'], [(10, 1), (8, 4), (8, 9)], [False, True, False, True], 92, False, [False, False, False, False], 1136, 'West', (7, 8))
Element 5: (3, (7, 8), ['', '%', '', ''], [(11, 1), (9, 4), (9, 9)], [False, True, False, False], 90, False, [False, False, False, False], 1165, 'West', (6, 8))
Element 6: (3, (6, 8), ['', '%', '', ''], [(12, 1), (9, 5), (10, 9)], [False, True, False, False], 88, False, [False, False, False, False], 1194, 'West', (5, 8))
Element 7: (3, (5, 8), ['.', '%', '', ''], [(13, 1), (10, 5), (11, 9)], [False, True, False, False], 86, False, [True, False, False, False], 1223, 'West', (4, 8))
Element 8: (3, (4, 8), ['%', '%', '', ''], [(14, 1), (11, 5), (12, 9)], [True, True, False, False], 84, False, [False, False, False, False], 2252, 'North', (4, 9))
Element 9: (3, (4, 9), ['.', '', '.', ''], [(15, 1), (12, 5), (13, 9)], [False, False, False, False], 82, False, [True, False, True, False], 2281, 'North', (4, 10))
Element 10: (3, (4, 10), ['.', '', '.', '.'], [(16, 1), (13, 5), (14, 9)], [False, False, False, False], 80, False, [True, False, True, True], 2320, 'East', (5, 10))
Element 11: (3, (5, 10), ['', '', '.', '.'], [(16, 2), (14, 5), (15, 9)], [False, False, False, False], 78, False, [False, False, True, True], 3349, 'East', (6, 10))
Element 12: (3, (6, 10), ['', '', '.', '.'], [(16, 3), (15, 5), (16, 9)], [False, False, False, False], 76, False, [False, False, True, True], 4378, 'East', (7, 10))
Element 13: (3, (7, 10), ['', '', '.', '.'], [(17, 3), (15, 6), (16, 10)], [False, False, False, False], 74, False, [False, False, True, True], 4417, 'East', (8, 10))
Element 14: (3, (8, 10), ['', '', '.', '.'], [(18, 3), (16, 6), (16, 11)], [False, False, False, False], 72, False, [False, False, True, True], 4456, 'East', (9, 10))
