Element 1: (0, (3, 4), ['.', '.', '.', 'G'], [(2, 13), (4, 4), (10, 10)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (3, 5))
Element 2: (0, (3, 5), ['.', '', '%', '.'], [(3, 13), (5, 4), (11, 10)], [False, False, True, False], 96, False, [True, False, False, True], 39, 'East', (4, 5))
Element 3: (0, (4, 5), ['', '', '%', '.'], [(4, 13), (6, 4), (12, 10)], [False, False, True, False], 94, False, [False, False, False, True], 78, 'East', (5, 5))
Element 4: (0, (5, 5), ['', '', '%', '.'], [(5, 13), (7, 4), (13, 10)], [False, False, True, False], 92, False, [False, False, False, True], 117, 'East', (6, 5))
Element 5: (0, (6, 5), ['', '', '.', '.'], [(6, 13), (8, 4), (14, 10)], [False, False, False, False], 90, False, [False, False, True, True], 156, 'East', (7, 5))
Element 6: (0, (7, 5), ['', '', '.', '.'], [(7, 13), (9, 4), (15, 10)], [False, False, False, False], 88, False, [False, False, True, True], 195, 'East', (8, 5))
Element 7: (0, (8, 5), ['', '', '.', 'G'], [(8, 13), (9, 5), (16, 10)], [False, False, False, False], 86, False, [False, False, True, False], 234, 'North', (8, 6))
Element 8: (0, (8, 6), ['.', '', '%', '.'], [(9, 13), (10, 5), (16, 9)], [False, False, True, False], 84, False, [True, False, False, True], 1263, 'East', (9, 6))
Element 9: (0, (9, 6), ['', '', '%', '.'], [(10, 13), (11, 5), (16, 8)], [False, False, True, False], 82, False, [False, False, False, True], 2292, 'East', (10, 6))
Element 10: (0, (10, 6), ['', '', '%', '.'], [(11, 13), (12, 5), (17, 8)], [False, False, True, False], 80, False, [False, False, False, True], 2331, 'East', (11, 6))
Element 11: (0, (11, 6), ['', '', '.', '.'], [(12, 13), (13, 5), (18, 8)], [False, False, False, False], 78, False, [False, False, True, True], 2370, 'East', (12, 6))
Element 12: (0, (12, 6), ['', '', '.', '%'], [(13, 13), (14, 5), (18, 7)], [False, False, False, True], 76, False, [False, False, True, False], 2409, 'North', (12, 7))
Element 13: (0, (12, 7), ['.', '', '.', '.'], [(14, 13), (15, 5), (18, 6)], [False, False, False, False], 74, False, [True, False, True, True], 2448, 'East', (13, 7))
Element 14: (0, (13, 7), ['', '%', '.', '.'], [(15, 13), (15, 6), (17, 6)], [False, True, False, False], 72, False, [False, False, True, True], 2487, 'East', (14, 7))
Element 15: (0, (14, 7), ['', '.', '.', '%'], [(16, 13), (16, 6), (17, 7)], [False, False, False, True], 70, False, [False, True, True, False], 2526, 'North', (14, 8))
Element 16: (0, (14, 8), ['.', '', '.', '.'], [(17, 13), (16, 7), (17, 6)], [False, False, False, False], 68, False, [True, False, True, True], 2555, 'East', (15, 8))
Element 17: (0, (15, 8), ['', '%', '.', ''], [(18, 13), (17, 7), (18, 6)], [False, True, False, False], 66, False, [False, False, True, False], 2574, 'North', (15, 9))
Element 18: (0, (15, 9), ['.', '', '', ''], [(17, 13), (18, 7), (17, 6)], [False, False, False, False], 64, False, [True, False, False, False], 2583, 'West', (14, 9))
Element 19: (0, (14, 9), ['.', '', '', ''], [(17, 12), (18, 8), (17, 7)], [False, False, False, False], 62, False, [True, False, False, False], 2602, 'West', (13, 9))
Element 20: (0, (13, 9), ['.', '.', '', ''], [(16, 12), (17, 8), (18, 7)], [False, False, False, False], 60, False, [True, True, False, False], 2621, 'South', (13, 8))
Element 21: (0, (13, 8), ['.', '', '', ''], [(16, 11), (16, 8), (18, 8)], [False, False, False, False], 58, False, [True, False, False, False], 2640, 'West', (12, 8))
Element 22: (0, (12, 8), ['%', '', '.', ''], [(15, 11), (16, 9), (17, 8)], [True, False, False, False], 56, False, [False, False, True, False], 2659, 'North', (12, 9))
Element 23: (0, (12, 9), ['.', '', '', ''], [(15, 12), (16, 10), (17, 7)], [False, False, False, False], 54, False, [True, False, False, False], 2678, 'West', (11, 9))
Element 24: (0, (11, 9), ['.', '%', '', ''], [(14, 12), (16, 11), (17, 8)], [False, True, False, False], 52, False, [True, False, False, False], 2697, 'West', (10, 9))
Element 25: (0, (10, 9), ['.', '%', '', ''], [(14, 11), (16, 12), (16, 8)], [False, True, False, False], 50, False, [True, False, False, False], 2716, 'West', (9, 9))
