Element 1: (3, (14, 11), ['.', '.', 'G', '.'], [(14, 12), (10, 1), (11, 5)], [False, False, False, False], 98, False, [True, True, False, True], 1019, 'East', (15, 11))
Element 2: (3, (15, 11), ['', '.', 'G', '.'], [(15, 12), (11, 1), (12, 5)], [False, False, False, False], 96, False, [False, True, False, True], 1058, 'East', (16, 11))
Element 3: (3, (16, 11), ['', '.', 'G', '%'], [(16, 12), (12, 1), (13, 5)], [False, False, False, True], 94, False, [False, True, False, False], 1097, 'South', (16, 10))
Element 4: (3, (16, 10), ['.', 'F', '', '%'], [(17, 12), (13, 1), (14, 5)], [False, False, False, True], 92, False, [True, False, False, False], 1136, 'South', (16, 9))
Element 5: (3, (16, 9), ['.', '.', '', '%'], [(17, 13), (14, 1), (15, 5)], [False, False, False, True], 90, False, [True, True, False, False], 2165, 'South', (16, 8))
Element 6: (3, (16, 8), ['.', '.', '', '.'], [(18, 13), (15, 1), (15, 6)], [False, False, False, False], 88, False, [True, True, False, True], 2204, 'East', (17, 8))
Element 7: (3, (17, 8), ['', '.', '%', '.'], [(17, 13), (16, 1), (16, 6)], [False, False, True, False], 86, False, [False, True, False, True], 2233, 'East', (18, 8))
Element 8: (3, (18, 8), ['', '.', '%', '%'], [(16, 13), (16, 2), (17, 6)], [False, False, True, True], 84, False, [False, True, False, False], 3262, 'South', (18, 7))
Element 9: (3, (18, 7), ['.', 'G', '', '%'], [(15, 13), (16, 3), (18, 6)], [False, False, False, True], 82, False, [True, False, False, False], 3301, 'West', (17, 7))
Element 10: (3, (17, 7), ['.', '', '', 'G'], [(14, 13), (17, 3), (18, 7)], [False, False, False, False], 80, False, [True, False, False, False], 3330, 'West', (16, 7))
Element 11: (3, (16, 7), ['%', '', '', ''], [(13, 13), (18, 3), (18, 8)], [True, False, False, False], 78, False, [False, False, False, False], 3359, 'South', (16, 6))
Element 12: (3, (16, 6), ['', '%', '', ''], [(12, 13), (17, 3), (17, 8)], [False, True, False, False], 76, False, [False, False, False, False], 3368, 'East', (17, 6))
Element 13: (3, (17, 6), ['', '%', 'G', ''], [(11, 13), (16, 3), (17, 7)], [False, True, False, False], 74, False, [False, False, False, False], 3377, 'East', (18, 6))
