Element 1: (1, (4, 4), ['.', '.', 'G', '.'], [(5, 10), (4, 5), (8, 10)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (5, 4))
Element 2: (1, (5, 4), ['', '.', 'G', '.'], [(6, 10), (5, 5), (8, 9)], [False, False, False, False], 96, False, [False, True, False, True], 1038, 'East', (6, 4))
Element 3: (1, (6, 4), ['', '.', 'G', '.'], [(7, 10), (6, 5), (9, 9)], [False, False, False, False], 94, False, [False, True, False, True], 1077, 'East', (7, 4))
Element 4: (1, (7, 4), ['', '.', 'G', '.'], [(7, 11), (7, 5), (10, 9)], [False, False, False, False], 92, False, [False, True, False, True], 1116, 'East', (8, 4))
Element 5: (1, (8, 4), ['', '.', 'G', '.'], [(8, 11), (8, 5), (11, 9)], [False, False, False, False], 90, False, [False, True, False, True], 1155, 'East', (9, 4))
Element 6: (1, (9, 4), ['', '.', 'G', '%'], [(9, 11), (9, 5), (12, 9)], [False, False, False, True], 88, False, [False, True, False, False], 1194, 'South', (9, 3))
Element 7: (1, (9, 3), ['.', '%', '', '.'], [(10, 11), (10, 5), (13, 9)], [False, True, False, False], 86, False, [True, False, False, True], 1233, 'East', (10, 3))
Element 8: (1, (10, 3), ['', '%', '%', '.'], [(11, 11), (11, 5), (14, 9)], [False, True, True, False], 84, False, [False, False, False, True], 2262, 'East', (11, 3))
Element 9: (1, (11, 3), ['', '%', '.', '.'], [(12, 11), (12, 5), (15, 9)], [False, True, False, False], 82, False, [False, False, True, True], 2301, 'East', (12, 3))
Element 10: (1, (12, 3), ['', '%', '.', '.'], [(13, 11), (13, 5), (16, 9)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (13, 3))
Element 11: (1, (13, 3), ['', '%', '.', '%'], [(14, 11), (14, 5), (16, 10)], [False, True, False, True], 78, False, [False, False, True, False], 3369, 'North', (13, 4))
Element 12: (1, (13, 4), ['.', '', '', '.'], [(15, 11), (15, 5), (16, 11)], [False, False, False, False], 76, False, [True, False, False, True], 3408, 'East', (14, 4))
Element 13: (1, (14, 4), ['', '%', '', '.'], [(15, 12), (15, 6), (16, 12)], [False, True, False, False], 74, False, [False, False, False, True], 3447, 'East', (15, 4))
Element 14: (1, (15, 4), ['', '.', '', '%'], [(15, 13), (16, 6), (17, 12)], [False, False, False, True], 72, False, [False, True, False, False], 3486, 'South', (15, 3))
Element 15: (1, (15, 3), ['%', '%', '', '.'], [(16, 13), (17, 6), (17, 13)], [True, True, False, False], 70, False, [False, False, False, True], 3525, 'East', (16, 3))
Element 16: (1, (16, 3), ['', 'F', '%', '.'], [(17, 13), (18, 6), (18, 13)], [False, False, True, False], 68, False, [False, False, False, True], 3554, 'South', (16, 2))
Element 17: (1, (16, 2), ['%', '.', '', '%'], [(17, 12), (18, 7), (18, 13)], [True, False, False, True], 66, False, [False, True, False, False], 4563, 'South', (16, 1))
