Element 1: (1, (4, 3), ['.', '.', '.', 'G'], [(10, 11), (5, 3), (6, 11)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'North', (4, 4))
Element 2: (1, (4, 4), ['.', '', '.', '.'], [(11, 11), (6, 3), (7, 11)], [False, False, False, False], 96, False, [True, False, True, True], 48, 'East', (5, 4))
Element 3: (1, (5, 4), ['', '', '.', '.'], [(12, 11), (7, 3), (8, 11)], [False, False, False, False], 94, False, [False, False, True, True], 87, 'East', (6, 4))
Element 4: (1, (6, 4), ['', '', '.', '.'], [(13, 11), (8, 3), (8, 12)], [False, False, False, False], 92, False, [False, False, True, True], 126, 'East', (7, 4))
Element 5: (1, (7, 4), ['', '', '.', '.'], [(14, 11), (9, 3), (9, 12)], [False, False, False, False], 90, False, [False, False, True, True], 165, 'East', (8, 4))
Element 6: (1, (8, 4), ['', '', '.', '.'], [(15, 11), (10, 3), (10, 12)], [False, False, False, False], 88, False, [False, False, True, True], 204, 'East', (9, 4))
Element 7: (1, (9, 4), ['', '', '.', '%'], [(16, 11), (11, 3), (10, 13)], [False, False, False, True], 86, False, [False, False, True, False], 243, 'North', (9, 5))
Element 8: (1, (9, 5), ['.', '', '.', '.'], [(16, 12), (12, 3), (11, 13)], [False, False, False, False], 84, False, [True, False, True, True], 282, 'East', (10, 5))
Element 9: (1, (10, 5), ['', '%', '.', 'F'], [(17, 12), (13, 3), (12, 13)], [False, True, False, False], 82, False, [False, False, True, False], 321, 'East', (11, 5))
Element 10: (1, (11, 5), ['', '.', '.', '.'], [(17, 13), (13, 4), (13, 13)], [False, False, False, False], 80, False, [False, True, True, True], 1350, 'East', (12, 5))
Element 11: (1, (12, 5), ['', '.', '.', '.'], [(18, 13), (14, 4), (14, 13)], [False, False, False, False], 78, False, [False, True, True, True], 1389, 'East', (13, 5))
Element 12: (1, (13, 5), ['', '', '%', '.'], [(17, 13), (15, 4), (15, 13)], [False, False, True, False], 76, False, [False, False, False, True], 1418, 'East', (14, 5))
Element 13: (1, (14, 5), ['', '', '.', 'G'], [(17, 12), (15, 5), (16, 13)], [False, False, False, False], 74, False, [False, False, True, False], 1447, 'North', (14, 6))
Element 14: (1, (14, 6), ['%', '', '.', 'G'], [(16, 12), (15, 6), (17, 13)], [True, False, False, False], 72, False, [False, False, True, False], 1466, 'North', (14, 7))
Element 15: (1, (14, 7), ['.', '', '.', '%'], [(17, 12), (16, 6), (18, 13)], [False, False, False, True], 70, False, [True, False, True, False], 1485, 'North', (14, 8))
Element 16: (1, (14, 8), ['.', '', '.', '.'], [(16, 12), (17, 6), (17, 13)], [False, False, False, False], 68, False, [True, False, True, True], 1504, 'East', (15, 8))
Element 17: (1, (15, 8), ['', '%', '.', '.'], [(16, 13), (18, 6), (17, 12)], [False, True, False, False], 66, False, [False, False, True, True], 1523, 'East', (16, 8))
Element 18: (1, (16, 8), ['', '.', 'F', '.'], [(15, 13), (18, 7), (16, 12)], [False, False, False, False], 64, False, [False, True, False, True], 1542, 'North', (16, 9))
Element 19: (1, (16, 9), ['.', '', '.', '%'], [(14, 13), (18, 8), (15, 12)], [False, False, False, True], 62, False, [True, False, True, False], 2561, 'North', (16, 10))
Element 20: (1, (16, 10), ['.', '', '', '%'], [(13, 13), (17, 8), (14, 12)], [False, False, False, True], 60, False, [True, False, False, False], 2590, 'West', (15, 10))
Element 21: (1, (15, 10), ['.', '.', '', ''], [(12, 13), (17, 7), (13, 12)], [False, False, False, False], 58, False, [True, True, False, False], 2619, 'South', (15, 9))
Element 22: (1, (15, 9), ['.', '', '', ''], [(11, 13), (16, 7), (13, 11)], [False, False, False, False], 56, False, [True, False, False, False], 2638, 'West', (14, 9))
Element 23: (1, (14, 9), ['.', '', '.', ''], [(10, 13), (16, 8), (13, 10)], [False, False, False, False], 54, False, [True, False, True, False], 2657, 'North', (14, 10))
Element 24: (1, (14, 10), ['', '', '', ''], [(9, 13), (16, 9), (13, 9)], [False, False, False, False], 52, False, [False, False, False, False], 2686, 'North', (14, 11))
Element 25: (1, (14, 11), ['', '', '', ''], [(8, 13), (16, 10), (13, 8)], [False, False, False, False], 50, False, [False, False, False, False], 2705, 'East', (15, 11))
Element 26: (1, (15, 11), ['', '', '', 'G'], [(7, 13), (16, 11), (13, 7)], [False, False, False, False], 48, False, [False, False, False, False], 2724, 'North', (15, 12))
Element 27: (1, (15, 12), ['', '', '', 'G'], [(7, 12), (16, 12), (12, 7)], [False, False, False, False], 46, False, [False, False, False, False], 2743, 'North', (15, 13))
Element 28: (1, (15, 13), ['', '', '%', ''], [(6, 12), (17, 12), (12, 8)], [False, False, True, False], 44, False, [False, False, False, False], 2762, 'East', (16, 13))
Element 29: (1, (16, 13), ['', '', '%', 'G'], [(6, 13), (17, 13), (12, 9)], [False, False, True, False], 42, False, [False, False, False, False], 2781, 'South', (16, 12))
Element 30: (1, (16, 12), ['', '', '', ''], [(5, 13), (18, 13), (12, 10)], [False, False, False, False], 40, False, [False, False, False, False], 2800, 'East', (17, 12))
Element 31: (1, (17, 12), ['', '%', 'G', '%'], [(5, 12), (17, 13), (11, 10)], [False, True, False, True], 38, False, [False, False, False, False], 2819, 'West', (16, 12))
Element 32: (1, (16, 12), ['', '', 'G', ''], [(5, 11), (16, 13), (11, 9)], [False, False, False, False], 36, False, [False, False, False, False], 2838, 'South', (16, 11))
Element 33: (1, (16, 11), ['', '', '', '%'], [(5, 10), (15, 13), (10, 9)], [False, False, False, True], 34, False, [False, False, False, False], 2857, 'North', (16, 12))
Element 34: (1, (16, 12), ['G', '', '', ''], [(6, 10), (15, 12), (10, 10)], [False, False, False, False], 32, False, [False, False, False, False], 2876, 'North', (16, 13))
Element 35: (1, (16, 13), ['', '', '%', ''], [(7, 10), (15, 11), (9, 10)], [False, False, True, False], 30, False, [False, False, False, False], 2895, 'West', (15, 13))
Element 36: (1, (15, 13), ['', '', '%', ''], [(8, 10), (15, 10), (9, 9)], [False, False, True, False], 28, False, [False, False, False, False], 2914, 'West', (14, 13))
Element 37: (1, (14, 13), ['', '', '%', ''], [(9, 10), (15, 9), (8, 9)], [False, False, True, False], 26, False, [False, False, False, False], 3913, 'South', (14, 12))
Element 38: (1, (14, 12), ['', '', '', ''], [(10, 10), (15, 8), (8, 8)], [False, False, False, False], 24, False, [False, False, False, False], 3922, 'West', (13, 12))
Element 39: (1, (13, 12), ['%', '', '', ''], [(11, 10), (14, 8), (7, 8)], [True, False, False, False], 22, False, [False, False, False, False], 3931, 'North', (13, 13))
Element 40: (1, (13, 13), ['', '', '%', ''], [(12, 10), (14, 9), (7, 9)], [False, False, True, False], 20, False, [False, False, False, False], 3940, 'West', (12, 13))
Element 41: (1, (12, 13), ['', '%', '%', ''], [(13, 10), (14, 10), (6, 9)], [False, True, True, False], 18, False, [False, False, False, False], 3949, 'West', (11, 13))
Element 42: (1, (11, 13), ['', '%', '%', ''], [(14, 10), (14, 11), (6, 8)], [False, True, True, False], 16, False, [False, False, False, False], 3958, 'West', (10, 13))
Element 43: (1, (10, 13), ['', '', '%', ''], [(15, 10), (14, 12), (5, 8)], [False, False, True, False], 14, False, [False, False, False, False], 3967, 'South', (10, 12))
Element 44: (1, (10, 12), ['', '', '', '%'], [(16, 10), (14, 13), (5, 9)], [False, False, False, True], 12, False, [False, False, False, False], 3976, 'South', (10, 11))
Element 45: (1, (10, 11), ['', '', '', ''], [(16, 9), (13, 13), (4, 9)], [False, False, False, False], 10, False, [False, False, False, False], 3985, 'East', (11, 11))
Element 46: (1, (11, 11), ['', '', '%', ''], [(16, 8), (13, 12), (4, 10)], [False, False, True, False], 8, False, [False, False, False, False], 3994, 'East', (12, 11))
Element 47: (1, (12, 11), ['', '', '%', 'G'], [(17, 8), (13, 11), (4, 11)], [False, False, True, False], 6, False, [False, False, False, False], 4003, 'South', (12, 10))
Element 48: (1, (12, 10), ['', '', '', 'G'], [(18, 8), (13, 10), (4, 12)], [False, False, False, False], 4, False, [False, False, False, False], 4012, 'South', (12, 9))
Element 49: (1, (12, 9), ['', '', '', 'G'], [(18, 7), (13, 9), (4, 13)], [False, False, False, False], 2, False, [False, False, False, False], 4021, 'South', (12, 8))
Element 50: (1, (12, 8), ['%', '', '', 'G'], [(18, 7), (13, 8), (3, 13)], [True, False, False, False], 0, False, [False, False, False, False], 4030, 'Stop', (12, 8))
Element 51: #0#
