Element 1: (0, (11, 4), ['%', '.', 'F', '.'], [(1, 5), (8, 10), (16, 8)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (11, 5))
Element 2: (0, (11, 5), ['.', '', '.', '.'], [(2, 5), (8, 9), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 3009, 'East', (12, 5))
Element 3: (0, (12, 5), ['', '.', '.', '.'], [(3, 5), (9, 9), (16, 10)], [False, False, False, False], 94, False, [False, True, True, True], 3048, 'East', (13, 5))
Element 4: (0, (13, 5), ['', '.', '%', '.'], [(4, 5), (10, 9), (16, 11)], [False, False, True, False], 92, False, [False, True, False, True], 3087, 'East', (14, 5))
Element 5: (0, (14, 5), ['', '.', '.', '.'], [(5, 5), (11, 9), (16, 12)], [False, False, False, False], 90, False, [False, True, True, True], 3126, 'East', (15, 5))
Element 6: (0, (15, 5), ['', '.', '.', '%'], [(6, 5), (12, 9), (17, 12)], [False, False, False, True], 88, False, [False, True, True, False], 3165, 'North', (15, 6))
Element 7: (0, (15, 6), ['.', '', '%', '.'], [(7, 5), (13, 9), (17, 13)], [False, False, True, False], 86, False, [True, False, False, True], 3204, 'East', (16, 6))
Element 8: (0, (16, 6), ['', '%', '.', '.'], [(8, 5), (14, 9), (18, 13)], [False, True, False, False], 84, False, [False, False, True, True], 3243, 'East', (17, 6))
Element 9: (0, (17, 6), ['', '%', '.', '.'], [(9, 5), (15, 9), (17, 13)], [False, True, False, False], 82, False, [False, False, True, True], 3272, 'East', (18, 6))
Element 10: (0, (18, 6), ['', '%', '.', '%'], [(10, 5), (15, 10), (16, 13)], [False, True, False, True], 80, False, [False, False, True, False], 3311, 'North', (18, 7))
Element 11: (0, (18, 7), ['.', '', '.', '%'], [(10, 6), (15, 11), (15, 13)], [False, False, False, True], 78, False, [True, False, True, False], 3350, 'North', (18, 8))
Element 12: (0, (18, 8), ['.', '', '%', '%'], [(11, 6), (15, 12), (14, 13)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (17, 8))
Element 13: (0, (17, 8), ['', '.', '%', ''], [(12, 6), (14, 12), (13, 13)], [False, False, True, False], 74, False, [False, True, False, False], 3428, 'South', (17, 7))
Element 14: (0, (17, 7), ['.', '', '', ''], [(12, 7), (14, 11), (13, 12)], [False, False, False, False], 72, False, [True, False, False, False], 3467, 'West', (16, 7))
Element 15: (0, (16, 7), ['%', '', '', ''], [(13, 7), (14, 10), (13, 11)], [True, False, False, False], 70, False, [False, False, False, False], 3506, 'North', (16, 8))
Element 16: (0, (16, 8), ['.', '', '', ''], [(14, 7), (13, 10), (12, 11)], [False, False, False, False], 68, False, [True, False, False, False], 3535, 'West', (15, 8))
Element 17: (0, (15, 8), ['G', '%', '', ''], [(14, 8), (12, 10), (11, 11)], [False, True, False, False], 66, False, [False, False, False, False], 3574, 'North', (15, 9))
Element 18: (0, (15, 9), ['', '', '', ''], [(13, 8), (11, 10), (10, 11)], [False, False, False, False], 64, False, [False, False, False, False], 3603, 'East', (16, 9))
Element 19: (0, (16, 9), ['', '', '', '%'], [(12, 8), (10, 10), (10, 12)], [False, False, False, True], 62, False, [False, False, False, False], 3632, 'North', (16, 10))
Element 20: (0, (16, 10), ['', '', '', '%'], [(12, 9), (9, 10), (10, 13)], [False, False, False, True], 60, False, [False, False, False, False], 3651, 'North', (16, 11))
Element 21: (0, (16, 11), ['', '', '', '%'], [(13, 9), (9, 11), (11, 13)], [False, False, False, True], 58, False, [False, False, False, False], 3670, 'North', (16, 12))
Element 22: (0, (16, 12), ['', '', '', ''], [(14, 9), (9, 12), (12, 13)], [False, False, False, False], 56, False, [False, False, False, False], 3689, 'East', (17, 12))
Element 23: (0, (17, 12), ['', '%', '', '%'], [(15, 9), (9, 13), (11, 13)], [False, True, False, True], 54, False, [False, False, False, False], 3698, 'North', (17, 13))
Element 24: (0, (17, 13), ['', '', '%', ''], [(16, 9), (8, 13), (10, 13)], [False, False, True, False], 52, False, [False, False, False, False], 3707, 'East', (18, 13))
Element 25: (0, (18, 13), ['', '%', '%', '%'], [(16, 10), (8, 12), (9, 13)], [False, True, True, True], 50, False, [False, False, False, False], 3716, 'West', (17, 13))
Element 26: (0, (17, 13), ['', '', '%', ''], [(16, 11), (8, 11), (9, 12)], [False, False, True, False], 48, False, [False, False, False, False], 3725, 'West', (16, 13))
Element 27: (0, (16, 13), ['', 'G', '%', ''], [(16, 12), (7, 11), (9, 11)], [False, False, True, False], 46, False, [False, False, False, False], 3734, 'West', (15, 13))
Element 28: (0, (15, 13), ['', '', '%', ''], [(17, 12), (7, 12), (9, 10)], [False, False, True, False], 44, False, [False, False, False, False], 3743, 'South', (15, 12))
Element 29: (0, (15, 12), ['', '', '', ''], [(17, 13), (7, 13), (10, 10)], [False, False, False, False], 42, False, [False, False, False, False], 3752, 'South', (15, 11))
Element 30: (0, (15, 11), ['', '', '', ''], [(18, 13), (6, 13), (11, 10)], [False, False, False, False], 40, False, [False, False, False, False], 3761, 'South', (15, 10))
