Element 1: (0, (7, 9), ['.', '.', '.', 'F'], [(8, 10), (15, 5), (16, 8)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'East', (8, 9))
Element 2: (0, (8, 9), ['', '.', '', '.'], [(9, 10), (15, 6), (16, 9)], [False, False, False, False], 96, False, [False, True, False, True], 2019, 'East', (9, 9))
Element 3: (0, (9, 9), ['', '%', '', '.'], [(10, 10), (16, 6), (16, 10)], [False, True, False, False], 94, False, [False, False, False, True], 2058, 'East', (10, 9))
Element 4: (0, (10, 9), ['', '%', '', '.'], [(11, 10), (17, 6), (16, 11)], [False, True, False, False], 92, False, [False, False, False, True], 2097, 'East', (11, 9))
Element 5: (0, (11, 9), ['', '%', '', '.'], [(12, 10), (18, 6), (16, 12)], [False, True, False, False], 90, False, [False, False, False, True], 2136, 'East', (12, 9))
Element 6: (0, (12, 9), ['', '.', '', '.'], [(13, 10), (18, 7), (17, 12)], [False, False, False, False], 88, False, [False, True, False, True], 2175, 'East', (13, 9))
Element 7: (0, (13, 9), ['', '.', '', '.'], [(14, 10), (18, 8), (17, 13)], [False, False, False, False], 86, False, [False, True, False, True], 2214, 'East', (14, 9))
Element 8: (0, (14, 9), ['', '.', '', '.'], [(15, 10), (17, 8), (18, 13)], [False, False, False, False], 84, False, [False, True, False, True], 2253, 'East', (15, 9))
Element 9: (0, (15, 9), ['', '.', '', ''], [(15, 11), (17, 7), (17, 13)], [False, False, False, False], 82, False, [False, True, False, False], 2282, 'South', (15, 8))
Element 10: (0, (15, 8), ['.', '%', '', ''], [(15, 12), (16, 7), (16, 13)], [False, True, False, False], 80, False, [True, False, False, False], 2321, 'West', (14, 8))
Element 11: (0, (14, 8), ['.', '.', '', ''], [(15, 13), (16, 8), (17, 13)], [False, False, False, False], 78, False, [True, True, False, False], 2340, 'South', (14, 7))
Element 12: (0, (14, 7), ['.', '.', '', '%'], [(14, 13), (16, 9), (17, 12)], [False, False, False, True], 76, False, [True, True, False, False], 2359, 'South', (14, 6))
Element 13: (0, (14, 6), ['%', '.', '', ''], [(14, 12), (16, 10), (16, 12)], [True, False, False, False], 74, False, [False, True, False, False], 2378, 'South', (14, 5))
Element 14: (0, (14, 5), ['.', '.', '', ''], [(14, 11), (16, 11), (16, 13)], [False, False, False, False], 72, False, [True, True, False, False], 2397, 'South', (14, 4))
Element 15: (0, (14, 4), ['.', '%', '', '.'], [(13, 11), (16, 12), (15, 13)], [False, True, False, False], 70, False, [True, False, False, True], 2416, 'East', (15, 4))
Element 16: (0, (15, 4), ['', '.', '', '%'], [(13, 12), (17, 12), (15, 12)], [False, False, False, True], 68, False, [False, True, False, False], 2435, 'South', (15, 3))
Element 17: (0, (15, 3), ['%', '%', '', '.'], [(13, 13), (17, 13), (15, 11)], [True, True, False, False], 66, False, [False, False, False, True], 2454, 'East', (16, 3))
Element 18: (0, (16, 3), ['', 'F', '%', '.'], [(12, 13), (18, 13), (15, 10)], [False, False, True, False], 64, False, [False, False, False, True], 2473, 'South', (16, 2))
Element 19: (0, (16, 2), ['%', '.', '', '%'], [(11, 13), (17, 13), (15, 9)], [True, False, False, True], 62, False, [False, True, False, False], 3482, 'South', (16, 1))
Element 20: (0, (16, 1), ['.', '%', '', '.'], [(10, 13), (16, 13), (15, 8)], [False, True, False, False], 60, False, [True, False, False, True], 3501, 'East', (17, 1))
Element 21: (0, (17, 1), ['', '%', '%', '%'], [(10, 12), (15, 13), (14, 8)], [False, True, True, True], 58, False, [False, False, False, False], 3520, 'West', (16, 1))
Element 22: (0, (16, 1), ['.', '%', '', ''], [(10, 11), (15, 12), (13, 8)], [False, True, False, False], 56, False, [True, False, False, False], 3539, 'West', (15, 1))
Element 23: (0, (15, 1), ['.', '%', '%', ''], [(11, 11), (15, 11), (13, 7)], [False, True, True, False], 54, False, [True, False, False, False], 3568, 'West', (14, 1))
Element 24: (0, (14, 1), ['.', '%', '%', ''], [(12, 11), (15, 10), (12, 7)], [False, True, True, False], 52, False, [True, False, False, False], 3597, 'West', (13, 1))
Element 25: (0, (13, 1), ['.', '%', '%', ''], [(11, 11), (15, 9), (12, 8)], [False, True, True, False], 50, False, [True, False, False, False], 3616, 'West', (12, 1))
Element 26: (0, (12, 1), ['.', '%', '%', ''], [(10, 11), (15, 8), (12, 9)], [False, True, True, False], 48, False, [True, False, False, False], 3625, 'West', (11, 1))
Element 27: (0, (11, 1), ['.', '%', '%', ''], [(9, 11), (14, 8), (13, 9)], [False, True, True, False], 46, False, [True, False, False, False], 3644, 'West', (10, 1))
Element 28: (0, (10, 1), ['.', '%', '%', ''], [(9, 12), (14, 9), (13, 10)], [False, True, True, False], 44, False, [True, False, False, False], 3663, 'West', (9, 1))
Element 29: (0, (9, 1), ['.', '%', '%', ''], [(9, 13), (14, 10), (13, 11)], [False, True, True, False], 42, False, [True, False, False, False], 3682, 'West', (8, 1))
Element 30: (0, (8, 1), ['.', '%', '.', ''], [(8, 13), (14, 11), (13, 12)], [False, True, False, False], 40, False, [True, False, True, False], 3701, 'North', (8, 2))
Element 31: (0, (8, 2), ['.', '', '.', '%'], [(8, 12), (14, 12), (13, 13)], [False, False, False, True], 38, False, [True, False, True, False], 3720, 'North', (8, 3))
Element 32: (0, (8, 3), ['.', '', '.', '.'], [(8, 11), (14, 13), (12, 13)], [False, False, False, False], 36, False, [True, False, True, True], 3739, 'East', (9, 3))
Element 33: (0, (9, 3), ['', '%', '.', '.'], [(7, 11), (13, 13), (11, 13)], [False, True, False, False], 34, False, [False, False, True, True], 3758, 'East', (10, 3))
Element 34: (0, (10, 3), ['', '%', '%', '.'], [(7, 12), (13, 12), (10, 13)], [False, True, True, False], 32, False, [False, False, False, True], 3777, 'East', (11, 3))
Element 35: (0, (11, 3), ['', '%', '.', '.'], [(7, 13), (13, 11), (10, 12)], [False, True, False, False], 30, False, [False, False, True, True], 3796, 'East', (12, 3))
Element 36: (0, (12, 3), ['', '%', '.', '.'], [(6, 13), (13, 10), (10, 11)], [False, True, False, False], 28, False, [False, False, True, True], 3815, 'East', (13, 3))
Element 37: (0, (13, 3), ['', '%', '.', '%'], [(6, 12), (13, 9), (11, 11)], [False, True, False, True], 26, False, [False, False, True, False], 3834, 'North', (13, 4))
Element 38: (0, (13, 4), ['.', '', '.', ''], [(6, 11), (13, 8), (12, 11)], [False, False, False, False], 24, False, [True, False, True, False], 3853, 'North', (13, 5))
Element 39: (0, (13, 5), ['.', '', '%', ''], [(6, 10), (13, 7), (12, 10)], [False, False, True, False], 22, False, [True, False, False, False], 3872, 'West', (12, 5))
Element 40: (0, (12, 5), ['F', '.', '.', ''], [(7, 10), (14, 7), (11, 10)], [False, False, False, False], 20, False, [False, True, True, False], 3891, 'West', (11, 5))
Element 41: (0, (11, 5), ['.', '.', '.', ''], [(7, 9), (14, 6), (11, 9)], [False, False, False, False], 18, False, [True, True, True, False], 4890, 'North', (11, 6))
Element 42: (0, (11, 6), ['.', '', '.', '.'], [(7, 8), (14, 5), (10, 9)], [False, False, False, False], 16, False, [True, False, True, True], 4909, 'East', (12, 6))
Element 43: (0, (12, 6), ['', '', '', '%'], [(8, 8), (14, 4), (10, 10)], [False, False, False, True], 14, False, [False, False, False, False], 4928, 'North', (12, 7))
Element 44: (0, (12, 7), ['.', '', '', ''], [(8, 9), (15, 4), (9, 10)], [False, False, False, False], 12, False, [True, False, False, False], 4927, 'West', (11, 7))
Element 45: (0, (11, 7), ['%', '', '%', ''], [(9, 9), (15, 3), (9, 11)], [True, False, True, False], 10, False, [False, False, False, False], 4936, 'East', (12, 7))
Element 46: (0, (12, 7), ['', '', '', ''], [(10, 9), (16, 3), (9, 12)], [False, False, False, False], 8, False, [False, False, False, False], 4935, 'East', (13, 7))
Element 47: (0, (13, 7), ['', '%', '', ''], [(11, 9), (17, 3), (9, 13)], [False, True, False, False], 6, False, [False, False, False, False], 4944, 'North', (13, 8))
Element 48: (0, (13, 8), ['', '', '', ''], [(12, 9), (18, 3), (8, 13)], [False, False, False, False], 4, False, [False, False, False, False], 4953, 'West', (12, 8))
Element 49: (0, (12, 8), ['%', '', '', ''], [(13, 9), (17, 3), (8, 12)], [True, False, False, False], 2, False, [False, False, False, False], 4952, 'East', (13, 8))
Element 50: (0, (13, 8), ['', '', '', ''], [(14, 9), (16, 3), (8, 11)], [False, False, False, False], 0, False, [False, False, False, False], 4951, 'Stop', (13, 8))
Element 51: #0#
