Element 1: (2, (8, 10), ['.', 'F', '.', '.'], [(8, 5), (4, 11), (9, 11)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (8, 9))
Element 2: (2, (8, 9), ['.', '.', '', '.'], [(9, 5), (5, 11), (10, 11)], [False, False, False, False], 96, False, [True, True, False, True], 1048, 'East', (9, 9))
Element 3: (2, (9, 9), ['', '%', '.', '.'], [(10, 5), (6, 11), (11, 11)], [False, True, False, False], 94, False, [False, False, True, True], 1087, 'East', (10, 9))
Element 4: (2, (10, 9), ['', '%', '.', '.'], [(11, 5), (7, 11), (12, 11)], [False, True, False, False], 92, False, [False, False, True, True], 2116, 'East', (11, 9))
Element 5: (2, (11, 9), ['', '%', '.', '.'], [(12, 5), (8, 11), (13, 11)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (12, 9))
Element 6: (2, (12, 9), ['', '.', '.', '.'], [(13, 5), (8, 12), (14, 11)], [False, False, False, False], 88, False, [False, True, True, True], 2194, 'East', (13, 9))
Element 7: (2, (13, 9), ['', '.', '.', '.'], [(14, 5), (9, 12), (15, 11)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (14, 9))
Element 8: (2, (14, 9), ['', '.', '.', '.'], [(15, 5), (10, 12), (16, 11)], [False, False, False, False], 84, False, [False, True, True, True], 2272, 'East', (15, 9))
Element 9: (2, (15, 9), ['', '.', '.', 'F'], [(15, 6), (10, 13), (16, 12)], [False, False, False, False], 82, False, [False, True, True, False], 2311, 'East', (16, 9))
Element 10: (2, (16, 9), ['', '.', '.', '%'], [(16, 6), (11, 13), (17, 12)], [False, False, False, True], 80, False, [False, True, True, False], 3340, 'North', (16, 10))
Element 11: (2, (16, 10), ['.', '', '', '%'], [(17, 6), (12, 13), (17, 13)], [False, False, False, True], 78, False, [True, False, False, False], 3379, 'West', (15, 10))
Element 12: (2, (15, 10), ['.', '', '', ''], [(18, 6), (13, 13), (18, 13)], [False, False, False, False], 76, False, [True, False, False, False], 3418, 'West', (14, 10))
Element 13: (2, (14, 10), ['.', '', '', ''], [(18, 7), (14, 13), (17, 13)], [False, False, False, False], 74, False, [True, False, False, False], 3447, 'West', (13, 10))
Element 14: (2, (13, 10), ['.', '', '', ''], [(18, 8), (15, 13), (16, 13)], [False, False, False, False], 72, False, [True, False, False, False], 3486, 'West', (12, 10))
Element 15: (2, (12, 10), ['.', '', '', ''], [(17, 8), (15, 12), (17, 13)], [False, False, False, False], 70, False, [True, False, False, False], 3515, 'West', (11, 10))
Element 16: (2, (11, 10), ['.', '', '', ''], [(17, 7), (14, 12), (17, 12)], [False, False, False, False], 68, False, [True, False, False, False], 3544, 'West', (10, 10))
Element 17: (2, (10, 10), ['.', '', '', ''], [(16, 7), (13, 12), (16, 12)], [False, False, False, False], 66, False, [True, False, False, False], 3573, 'West', (9, 10))
Element 18: (2, (9, 10), ['', '', '', ''], [(16, 8), (13, 11), (16, 13)], [False, False, False, False], 64, False, [False, False, False, False], 3592, 'North', (9, 11))
Element 19: (2, (9, 11), ['', '', '', ''], [(15, 8), (14, 11), (16, 12)], [False, False, False, False], 62, False, [False, False, False, False], 3601, 'East', (10, 11))
Element 20: (2, (10, 11), ['', '', '', ''], [(14, 8), (15, 11), (15, 12)], [False, False, False, False], 60, False, [False, False, False, False], 3610, 'East', (11, 11))
Element 21: (2, (11, 11), ['', '', '%', ''], [(14, 7), (16, 11), (15, 13)], [False, False, True, False], 58, False, [False, False, False, False], 3619, 'East', (12, 11))
Element 22: (2, (12, 11), ['', '', '%', ''], [(14, 6), (16, 12), (14, 13)], [False, False, True, False], 56, False, [False, False, False, False], 3628, 'East', (13, 11))
Element 23: (2, (13, 11), ['', '', '', ''], [(14, 7), (17, 12), (14, 12)], [False, False, False, False], 54, False, [False, False, False, False], 3627, 'East', (14, 11))
Element 24: (2, (14, 11), ['', '', '', ''], [(13, 7), (17, 13), (13, 12)], [False, False, False, False], 52, False, [False, False, False, False], 3636, 'East', (15, 11))
Element 25: (2, (15, 11), ['', '', '', ''], [(13, 8), (18, 13), (13, 13)], [False, False, False, False], 50, False, [False, False, False, False], 3645, 'East', (16, 11))
Element 26: (2, (16, 11), ['', '', '', '%'], [(12, 8), (17, 13), (12, 13)], [False, False, False, True], 48, False, [False, False, False, False], 3654, 'North', (16, 12))
Element 27: (2, (16, 12), ['', '', 'G', ''], [(12, 7), (16, 13), (11, 13)], [False, False, False, False], 46, False, [False, False, False, False], 3663, 'East', (17, 12))
Element 28: (2, (17, 12), ['', '%', 'G', '%'], [(12, 6), (17, 13), (10, 13)], [False, True, False, True], 44, False, [False, False, False, False], 3672, 'West', (16, 12))
Element 29: (2, (16, 12), ['', '', '', 'G'], [(11, 6), (17, 12), (9, 13)], [False, False, False, False], 42, False, [False, False, False, False], 3691, 'West', (15, 12))
Element 30: (2, (15, 12), ['', '', '', 'G'], [(11, 7), (16, 12), (8, 13)], [False, False, False, False], 40, False, [False, False, False, False], 3710, 'North', (15, 13))
Element 31: (2, (15, 13), ['', '', '%', 'G'], [(11, 6), (16, 13), (7, 13)], [False, False, True, False], 38, False, [False, False, False, False], 3719, 'West', (14, 13))
Element 32: (2, (14, 13), ['', '', '%', ''], [(10, 6), (16, 12), (7, 12)], [False, False, True, False], 36, False, [False, False, False, False], 3738, 'South', (14, 12))
Element 33: (2, (14, 12), ['', '', '', ''], [(9, 6), (16, 11), (6, 12)], [False, False, False, False], 34, False, [False, False, False, False], 3757, 'West', (13, 12))
Element 34: (2, (13, 12), ['%', '', '', ''], [(8, 6), (16, 10), (6, 13)], [True, False, False, False], 32, False, [False, False, False, False], 3776, 'North', (13, 13))
Element 35: (2, (13, 13), ['', '', '%', ''], [(7, 6), (16, 9), (5, 13)], [False, False, True, False], 30, False, [False, False, False, False], 3795, 'West', (12, 13))
Element 36: (2, (12, 13), ['', '%', '%', ''], [(6, 6), (16, 8), (5, 12)], [False, True, True, False], 28, False, [False, False, False, False], 3814, 'West', (11, 13))
Element 37: (2, (11, 13), ['', '%', '%', ''], [(6, 5), (17, 8), (4, 12)], [False, True, True, False], 26, False, [False, False, False, False], 3833, 'West', (10, 13))
Element 38: (2, (10, 13), ['', '', '%', ''], [(6, 4), (18, 8), (4, 13)], [False, False, True, False], 24, False, [False, False, False, False], 3852, 'South', (10, 12))
Element 39: (2, (10, 12), ['', '', '', '%'], [(7, 4), (18, 7), (3, 13)], [False, False, False, True], 22, False, [False, False, False, False], 3871, 'West', (9, 12))
Element 40: (2, (9, 12), ['', '', '', ''], [(8, 4), (18, 6), (3, 12)], [False, False, False, False], 20, False, [False, False, False, False], 3890, 'North', (9, 13))
Element 41: (2, (9, 13), ['', '', '%', ''], [(9, 4), (17, 6), (2, 12)], [False, False, True, False], 18, False, [False, False, False, False], 3909, 'West', (8, 13))
Element 42: (2, (8, 13), ['', '', '%', ''], [(9, 3), (17, 7), (2, 13)], [False, False, True, False], 16, False, [False, False, False, False], 3928, 'South', (8, 12))
Element 43: (2, (8, 12), ['', '', '', ''], [(10, 3), (16, 7), (1, 13)], [False, False, False, False], 14, False, [False, False, False, False], 3947, 'South', (8, 11))
Element 44: (2, (8, 11), ['', '', '', ''], [(11, 3), (16, 6), (1, 12)], [False, False, False, False], 12, False, [False, False, False, False], 3966, 'West', (7, 11))
Element 45: (2, (7, 11), ['', '.', '', ''], [(12, 3), (15, 6), (1, 13)], [False, False, False, False], 10, False, [False, True, False, False], 3975, 'South', (7, 10))
Element 46: (2, (7, 10), ['.', '.', '', ''], [(13, 3), (15, 5), (2, 13)], [False, False, False, False], 8, False, [True, True, False, False], 3994, 'South', (7, 9))
Element 47: (2, (7, 9), ['.', '.', '', ''], [(13, 4), (15, 4), (2, 12)], [False, False, False, False], 6, False, [True, True, False, False], 4023, 'South', (7, 8))
Element 48: (2, (7, 8), ['.', '%', '', '.'], [(14, 4), (15, 3), (1, 12)], [False, True, False, False], 4, False, [True, False, False, True], 4052, 'East', (8, 8))
Element 49: (2, (8, 8), ['', '%', '', '%'], [(15, 4), (16, 3), (2, 12)], [False, True, False, True], 2, False, [False, False, False, False], 4071, 'West', (7, 8))
Element 50: (2, (7, 8), ['.', '%', '', ''], [(15, 4), (16, 3), (3, 12)], [False, True, False, False], 0, False, [True, False, False, False], 4070, 'Stop', (7, 8))
Element 51: #0#
