Element 1: (1, (7, 9), ['.', '.', '.', 'F'], [(17, 6), (10, 1), (11, 4)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (8, 9))
Element 2: (1, (8, 9), ['', '.', '.', '.'], [(18, 6), (11, 1), (11, 5)], [False, False, False, False], 96, False, [False, True, True, True], 2028, 'East', (9, 9))
Element 3: (1, (9, 9), ['', '%', '.', '.'], [(18, 7), (12, 1), (12, 5)], [False, True, False, False], 94, False, [False, False, True, True], 2067, 'East', (10, 9))
Element 4: (1, (10, 9), ['', '%', '.', '.'], [(18, 8), (13, 1), (13, 5)], [False, True, False, False], 92, False, [False, False, True, True], 2106, 'East', (11, 9))
Element 5: (1, (11, 9), ['', '%', '.', '.'], [(17, 8), (14, 1), (14, 5)], [False, True, False, False], 90, False, [False, False, True, True], 2145, 'East', (12, 9))
Element 6: (1, (12, 9), ['', '.', '.', '.'], [(17, 7), (15, 1), (15, 5)], [False, False, False, False], 88, False, [False, True, True, True], 2184, 'East', (13, 9))
Element 7: (1, (13, 9), ['', '.', '.', '.'], [(16, 7), (16, 1), (15, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (14, 9))
Element 8: (1, (14, 9), ['', '.', '.', '.'], [(16, 8), (16, 2), (14, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (15, 9))
Element 9: (1, (15, 9), ['', '.', '.', 'G'], [(16, 9), (16, 3), (14, 7)], [False, False, False, False], 82, False, [False, True, True, False], 4281, 'North', (15, 10))
Element 10: (1, (15, 10), ['.', '', '.', 'G'], [(16, 10), (17, 3), (14, 8)], [False, False, False, False], 80, False, [True, False, True, False], 4320, 'North', (15, 11))
Element 11: (1, (15, 11), ['.', '', '.', 'G'], [(16, 11), (18, 3), (15, 8)], [False, False, False, False], 78, False, [True, False, True, False], 4359, 'North', (15, 12))
Element 12: (1, (15, 12), ['.', '', '.', 'G'], [(16, 12), (17, 3), (16, 8)], [False, False, False, False], 76, False, [True, False, True, False], 4378, 'North', (15, 13))
Element 13: (1, (15, 13), ['.', '', '%', '.'], [(17, 12), (16, 3), (17, 8)], [False, False, True, False], 74, False, [True, False, False, True], 4397, 'East', (16, 13))
Element 14: (1, (16, 13), ['', '', '%', 'G'], [(17, 13), (15, 3), (18, 8)], [False, False, True, False], 72, False, [False, False, False, False], 4426, 'South', (16, 12))
Element 15: (1, (16, 12), ['', '', '', ''], [(18, 13), (15, 4), (18, 7)], [False, False, False, False], 70, False, [False, False, False, False], 4445, 'East', (17, 12))
Element 16: (1, (17, 12), ['', '%', 'G', '%'], [(17, 13), (14, 4), (18, 6)], [False, True, False, True], 68, False, [False, False, False, False], 4454, 'West', (16, 12))
Element 17: (1, (16, 12), ['', '', 'G', ''], [(16, 13), (13, 4), (17, 6)], [False, False, False, False], 66, False, [False, False, False, False], 4463, 'South', (16, 11))
Element 18: (1, (16, 11), ['', '', '', '%'], [(15, 13), (13, 3), (17, 7)], [False, False, False, True], 64, False, [False, False, False, False], 4472, 'South', (16, 10))
Element 19: (1, (16, 10), ['', '', '', '%'], [(14, 13), (12, 3), (16, 7)], [False, False, False, True], 62, False, [False, False, False, False], 4491, 'South', (16, 9))
Element 20: (1, (16, 9), ['', '', '', '%'], [(14, 12), (12, 4), (16, 6)], [False, False, False, True], 60, False, [False, False, False, False], 4510, 'South', (16, 8))
Element 21: (1, (16, 8), ['', 'G', '', ''], [(14, 11), (12, 5), (16, 7)], [False, False, False, False], 58, False, [False, False, False, False], 4519, 'East', (17, 8))
Element 22: (1, (17, 8), ['', 'G', '%', ''], [(14, 10), (12, 6), (17, 7)], [False, False, True, False], 56, False, [False, False, False, False], 4538, 'East', (18, 8))
Element 23: (1, (18, 8), ['', '', '%', '%'], [(13, 10), (12, 7), (17, 6)], [False, False, True, True], 54, False, [False, False, False, False], 4557, 'South', (18, 7))
Element 24: (1, (18, 7), ['', '', '', '%'], [(13, 11), (13, 7), (16, 6)], [False, False, False, True], 52, False, [False, False, False, False], 4576, 'South', (18, 6))
Element 25: (1, (18, 6), ['G', '%', '', '%'], [(13, 12), (13, 8), (17, 6)], [False, True, False, True], 50, False, [False, False, False, False], 4595, 'North', (18, 7))
Element 26: (1, (18, 7), ['', 'G', '', '%'], [(13, 13), (12, 8), (18, 6)], [False, False, False, True], 48, False, [False, False, False, False], 4614, 'West', (17, 7))
Element 27: (1, (17, 7), ['', '', '', 'G'], [(12, 13), (12, 9), (18, 7)], [False, False, False, False], 46, False, [False, False, False, False], 4623, 'South', (17, 6))
Element 28: (1, (17, 6), ['', '%', 'G', ''], [(11, 13), (12, 10), (17, 7)], [False, True, False, False], 44, False, [False, False, False, False], 4642, 'West', (16, 6))
Element 29: (1, (16, 6), ['', '%', '', ''], [(10, 13), (12, 11), (18, 7)], [False, True, False, False], 42, False, [False, False, False, False], 4661, 'North', (16, 7))
Element 30: (1, (16, 7), ['%', '', '', ''], [(10, 12), (11, 11), (18, 8)], [True, False, False, False], 40, False, [False, False, False, False], 4680, 'South', (16, 6))
Element 31: (1, (16, 6), ['', '%', '', ''], [(10, 11), (11, 10), (17, 8)], [False, True, False, False], 38, False, [False, False, False, False], 4699, 'West', (15, 6))
Element 32: (1, (15, 6), ['', '', '%', ''], [(9, 11), (10, 10), (17, 7)], [False, False, True, False], 36, False, [False, False, False, False], 4718, 'South', (15, 5))
Element 33: (1, (15, 5), ['', '', '', '%'], [(9, 12), (9, 10), (17, 8)], [False, False, False, True], 34, False, [False, False, False, False], 4737, 'South', (15, 4))
Element 34: (1, (15, 4), ['', '', '', '%'], [(9, 13), (8, 10), (16, 8)], [False, False, False, True], 32, False, [False, False, False, False], 4756, 'South', (15, 3))
Element 35: (1, (15, 3), ['%', '%', '', ''], [(8, 13), (8, 11), (16, 9)], [True, True, False, False], 30, False, [False, False, False, False], 4775, 'East', (16, 3))
Element 36: (1, (16, 3), ['', '', '%', ''], [(7, 13), (8, 12), (16, 10)], [False, False, True, False], 28, False, [False, False, False, False], 4794, 'East', (17, 3))
Element 37: (1, (17, 3), ['', '%', '%', ''], [(6, 13), (7, 12), (16, 11)], [False, True, True, False], 26, False, [False, False, False, False], 4813, 'East', (18, 3))
Element 38: (1, (18, 3), ['', '%', '%', '%'], [(6, 12), (7, 11), (16, 12)], [False, True, True, True], 24, False, [False, False, False, False], 4832, 'West', (17, 3))
Element 39: (1, (17, 3), ['', '%', '%', ''], [(6, 11), (7, 10), (17, 12)], [False, True, True, False], 22, False, [False, False, False, False], 4851, 'West', (16, 3))
Element 40: (1, (16, 3), ['', '', '%', ''], [(5, 11), (6, 10), (17, 13)], [False, False, True, False], 20, False, [False, False, False, False], 4870, 'South', (16, 2))
Element 41: (1, (16, 2), ['%', '', '', '%'], [(5, 12), (6, 9), (18, 13)], [True, False, False, True], 18, False, [False, False, False, False], 4889, 'South', (16, 1))
Element 42: (1, (16, 1), ['', '%', '', '.'], [(5, 13), (6, 8), (17, 13)], [False, True, False, False], 16, False, [False, False, False, True], 4908, 'East', (17, 1))
Element 43: (1, (17, 1), ['', '%', '%', '%'], [(4, 13), (7, 8), (16, 13)], [False, True, True, True], 14, False, [False, False, False, False], 4937, 'West', (16, 1))
Element 44: (1, (16, 1), ['', '%', '', ''], [(4, 12), (8, 8), (15, 13)], [False, True, False, False], 12, False, [False, False, False, False], 4956, 'West', (15, 1))
Element 45: (1, (15, 1), ['', '%', '%', ''], [(4, 11), (8, 9), (15, 12)], [False, True, True, False], 10, False, [False, False, False, False], 4965, 'West', (14, 1))
Element 46: (1, (14, 1), ['', '%', '%', ''], [(4, 10), (9, 9), (15, 11)], [False, True, True, False], 8, False, [False, False, False, False], 4974, 'West', (13, 1))
Element 47: (1, (13, 1), ['', '%', '%', ''], [(5, 10), (10, 9), (15, 10)], [False, True, True, False], 6, False, [False, False, False, False], 4983, 'West', (12, 1))
Element 48: (1, (12, 1), ['', '%', '%', ''], [(5, 9), (11, 9), (15, 9)], [False, True, True, False], 4, False, [False, False, False, False], 4992, 'West', (11, 1))
Element 49: (1, (11, 1), ['', '%', '%', ''], [(5, 8), (10, 9), (14, 9)], [False, True, True, False], 2, False, [False, False, False, False], 5001, 'West', (10, 1))
Element 50: (1, (10, 1), ['.', '%', '%', ''], [(5, 8), (9, 9), (14, 10)], [False, True, True, False], 0, False, [True, False, False, False], 5000, 'Stop', (10, 1))
Element 51: #0#
