Element 1: (2, (8, 8), ['.', '%', 'F', '%'], [(9, 5), (7, 4), (18, 7)], [False, True, False, True], 98, False, [True, False, False, False], 19, 'North', (8, 9))
Element 2: (2, (8, 9), ['.', '', '.', '.'], [(10, 5), (8, 4), (18, 8)], [False, False, False, False], 96, False, [True, False, True, True], 1048, 'East', (9, 9))
Element 3: (2, (9, 9), ['', '%', '.', '.'], [(11, 5), (9, 4), (17, 8)], [False, True, False, False], 94, False, [False, False, True, True], 2077, 'East', (10, 9))
Element 4: (2, (10, 9), ['', '%', '.', '.'], [(12, 5), (9, 3), (17, 7)], [False, True, False, False], 92, False, [False, False, True, True], 2116, 'East', (11, 9))
Element 5: (2, (11, 9), ['', '%', '.', '.'], [(13, 5), (10, 3), (17, 6)], [False, True, False, False], 90, False, [False, False, True, True], 2155, 'East', (12, 9))
Element 6: (2, (12, 9), ['', '.', '.', '.'], [(14, 5), (11, 3), (18, 6)], [False, False, False, False], 88, False, [False, True, True, True], 2194, 'East', (13, 9))
Element 7: (2, (13, 9), ['', '.', '.', '.'], [(15, 5), (12, 3), (17, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (14, 9))
Element 8: (2, (14, 9), ['', '.', '.', '.'], [(15, 6), (13, 3), (16, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (15, 9))
Element 9: (2, (15, 9), ['', '.', '.', 'F'], [(14, 6), (13, 4), (16, 7)], [False, False, False, False], 82, False, [False, True, True, False], 2301, 'East', (16, 9))
Element 10: (2, (16, 9), ['', 'G', '.', '%'], [(14, 7), (14, 4), (16, 8)], [False, False, False, True], 80, False, [False, False, True, False], 3330, 'North', (16, 10))
Element 11: (2, (16, 10), ['.', '', '.', '%'], [(14, 8), (15, 4), (15, 8)], [False, False, False, True], 78, False, [True, False, True, False], 3369, 'North', (16, 11))
Element 12: (2, (16, 11), ['.', '', '.', '%'], [(13, 8), (15, 3), (15, 9)], [False, False, False, True], 76, False, [True, False, True, False], 3398, 'North', (16, 12))
Element 13: (2, (16, 12), ['.', '', '.', '.'], [(13, 7), (16, 3), (15, 10)], [False, False, False, False], 74, False, [True, False, True, True], 3437, 'East', (17, 12))
Element 14: (2, (17, 12), ['', '%', '.', '%'], [(12, 7), (16, 2), (15, 11)], [False, True, False, True], 72, False, [False, False, True, False], 4466, 'North', (17, 13))
Element 15: (2, (17, 13), ['.', '', '%', '.'], [(12, 8), (16, 1), (15, 12)], [False, False, True, False], 70, False, [True, False, False, True], 4505, 'East', (18, 13))
Element 16: (2, (18, 13), ['', '%', '%', '%'], [(12, 9), (17, 1), (15, 13)], [False, True, True, True], 68, False, [False, False, False, False], 4534, 'West', (17, 13))
Element 17: (2, (17, 13), ['G', '', '%', ''], [(12, 10), (16, 1), (16, 13)], [False, False, True, False], 66, False, [False, False, False, False], 4553, 'South', (17, 12))
Element 18: (2, (17, 12), ['', '%', 'G', '%'], [(13, 10), (15, 1), (17, 13)], [False, True, False, True], 64, False, [False, False, False, False], 4572, 'West', (16, 12))
Element 19: (2, (16, 12), ['', '', '', ''], [(14, 10), (14, 1), (18, 13)], [False, False, False, False], 62, False, [False, False, False, False], 4591, 'East', (17, 12))
Element 20: (2, (17, 12), ['', '%', 'G', '%'], [(14, 11), (13, 1), (17, 13)], [False, True, False, True], 60, False, [False, False, False, False], 4610, 'West', (16, 12))
Element 21: (2, (16, 12), ['', '', '', 'G'], [(14, 12), (12, 1), (17, 12)], [False, False, False, False], 58, False, [False, False, False, False], 4629, 'North', (16, 13))
Element 22: (2, (16, 13), ['', 'G', '%', ''], [(14, 13), (11, 1), (16, 12)], [False, False, True, False], 56, False, [False, False, False, False], 4648, 'West', (15, 13))
Element 23: (2, (15, 13), ['', '', '%', ''], [(13, 13), (10, 1), (16, 11)], [False, False, True, False], 54, False, [False, False, False, False], 4667, 'South', (15, 12))
Element 24: (2, (15, 12), ['', '', '', ''], [(13, 12), (9, 1), (16, 10)], [False, False, False, False], 52, False, [False, False, False, False], 4686, 'South', (15, 11))
Element 25: (2, (15, 11), ['', '', '', ''], [(13, 11), (8, 1), (16, 9)], [False, False, False, False], 50, False, [False, False, False, False], 4705, 'South', (15, 10))
Element 26: (2, (15, 10), ['', '', '', 'G'], [(12, 11), (8, 2), (16, 10)], [False, False, False, False], 48, False, [False, False, False, False], 4724, 'West', (14, 10))
Element 27: (2, (14, 10), ['', '', '', ''], [(11, 11), (8, 3), (16, 11)], [False, False, False, False], 46, False, [False, False, False, False], 4743, 'North', (14, 11))
Element 28: (2, (14, 11), ['', '', '', ''], [(11, 10), (7, 3), (16, 12)], [False, False, False, False], 44, False, [False, False, False, False], 4762, 'North', (14, 12))
Element 29: (2, (14, 12), ['', '', '', ''], [(10, 10), (7, 2), (17, 12)], [False, False, False, False], 42, False, [False, False, False, False], 4781, 'North', (14, 13))
Element 30: (2, (14, 13), ['', '', '%', ''], [(10, 11), (7, 1), (17, 13)], [False, False, True, False], 40, False, [False, False, False, False], 4800, 'West', (13, 13))
Element 31: (2, (13, 13), ['.', '', '%', ''], [(10, 12), (6, 1), (16, 13)], [False, False, True, False], 38, False, [True, False, False, False], 4819, 'West', (12, 13))
Element 32: (2, (12, 13), ['.', '%', '%', ''], [(10, 13), (6, 2), (16, 12)], [False, True, True, False], 36, False, [True, False, False, False], 4848, 'West', (11, 13))
Element 33: (2, (11, 13), ['', '%', '%', ''], [(9, 13), (6, 3), (16, 13)], [False, True, True, False], 34, False, [False, False, False, False], 4877, 'West', (10, 13))
Element 34: (2, (10, 13), ['', '', '%', ''], [(9, 12), (5, 3), (15, 13)], [False, False, True, False], 32, False, [False, False, False, False], 4896, 'South', (10, 12))
Element 35: (2, (10, 12), ['', '', '', '%'], [(9, 11), (5, 4), (14, 13)], [False, False, False, True], 30, False, [False, False, False, False], 4915, 'South', (10, 11))
Element 36: (2, (10, 11), ['', '', '', ''], [(9, 10), (5, 5), (14, 12)], [False, False, False, False], 28, False, [False, False, False, False], 4934, 'East', (11, 11))
Element 37: (2, (11, 11), ['', '', '%', ''], [(8, 10), (6, 5), (14, 11)], [False, False, True, False], 26, False, [False, False, False, False], 4953, 'East', (12, 11))
