Element 1: (3, (18, 8), ['.', '.', '%', '%'], [(8, 2), (2, 6), (3, 13)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (18, 7))
Element 2: (3, (18, 7), ['.', '.', '', '%'], [(8, 3), (2, 7), (4, 13)], [False, False, False, True], 96, False, [True, True, False, False], 68, 'South', (18, 6))
Element 3: (3, (18, 6), ['.', '%', '', '%'], [(9, 3), (1, 7), (5, 13)], [False, True, False, True], 94, False, [True, False, False, False], 107, 'West', (17, 6))
Element 4: (3, (17, 6), ['.', '%', '.', ''], [(10, 3), (2, 7), (6, 13)], [False, True, False, False], 92, False, [True, False, True, False], 136, 'North', (17, 7))
Element 5: (3, (17, 7), ['.', '', '.', ''], [(11, 3), (2, 6), (7, 13)], [False, False, False, False], 90, False, [True, False, True, False], 165, 'North', (17, 8))
Element 6: (3, (17, 8), ['.', '', '%', ''], [(12, 3), (2, 5), (8, 13)], [False, False, True, False], 88, False, [True, False, False, False], 204, 'West', (16, 8))
Element 7: (3, (16, 8), ['.', '.', 'F', ''], [(13, 3), (3, 5), (9, 13)], [False, False, False, False], 86, False, [True, True, False, False], 243, 'North', (16, 9))
Element 8: (3, (16, 9), ['.', '', '.', '%'], [(13, 4), (4, 5), (10, 13)], [False, False, False, True], 84, False, [True, False, True, False], 1272, 'North', (16, 10))
Element 9: (3, (16, 10), ['.', '', '.', '%'], [(14, 4), (5, 5), (11, 13)], [False, False, False, True], 82, False, [True, False, True, False], 1311, 'North', (16, 11))
Element 10: (3, (16, 11), ['.', '', '.', '%'], [(15, 4), (6, 5), (12, 13)], [False, False, False, True], 80, False, [True, False, True, False], 1350, 'North', (16, 12))
Element 11: (3, (16, 12), ['.', '', '.', '.'], [(15, 5), (7, 5), (13, 13)], [False, False, False, False], 78, False, [True, False, True, True], 1389, 'East', (17, 12))
Element 12: (3, (17, 12), ['', '%', '.', '%'], [(15, 6), (8, 5), (14, 13)], [False, True, False, True], 76, False, [False, False, True, False], 1428, 'North', (17, 13))
Element 13: (3, (17, 13), ['.', '', '%', '.'], [(16, 6), (9, 5), (15, 13)], [False, False, True, False], 74, False, [True, False, False, True], 1467, 'East', (18, 13))
Element 14: (3, (18, 13), ['', '%', '%', '%'], [(16, 7), (10, 5), (16, 13)], [False, True, True, True], 72, False, [False, False, False, False], 1506, 'West', (17, 13))
Element 15: (3, (17, 13), ['', '', '%', ''], [(17, 7), (11, 5), (16, 12)], [False, False, True, False], 70, False, [False, False, False, False], 2505, 'West', (16, 13))
Element 16: (3, (16, 13), ['', '', '%', ''], [(18, 7), (12, 5), (15, 12)], [False, False, True, False], 68, False, [False, False, False, False], 2524, 'West', (15, 13))
Element 17: (3, (15, 13), ['', '', '%', ''], [(18, 8), (13, 5), (15, 11)], [False, False, True, False], 66, False, [False, False, False, False], 2543, 'South', (15, 12))
Element 18: (3, (15, 12), ['.', '', '', ''], [(17, 8), (14, 5), (15, 10)], [False, False, False, False], 64, False, [True, False, False, False], 2562, 'West', (14, 12))
Element 19: (3, (14, 12), ['.', '.', '', ''], [(16, 8), (14, 6), (15, 9)], [False, False, False, False], 62, False, [True, True, False, False], 2591, 'South', (14, 11))
Element 20: (3, (14, 11), ['.', '.', '', ''], [(15, 8), (14, 7), (14, 9)], [False, False, False, False], 60, False, [True, True, False, False], 2630, 'South', (14, 10))
Element 21: (3, (14, 10), ['.', '', '', ''], [(14, 8), (13, 7), (13, 9)], [False, False, False, False], 58, False, [True, False, False, False], 2669, 'West', (13, 10))
Element 22: (3, (13, 10), ['.', '', '.', ''], [(13, 8), (12, 7), (12, 9)], [False, False, False, False], 56, False, [True, False, True, False], 2708, 'North', (13, 11))
Element 23: (3, (13, 11), ['.', '', '.', ''], [(12, 8), (12, 6), (12, 10)], [False, False, False, False], 54, False, [True, False, True, False], 2747, 'North', (13, 12))
Element 24: (3, (13, 12), ['%', '', '', ''], [(12, 9), (11, 6), (12, 11)], [True, False, False, False], 52, False, [False, False, False, False], 2776, 'North', (13, 13))
Element 25: (3, (13, 13), ['', '', '%', ''], [(11, 9), (11, 7), (11, 11)], [False, False, True, False], 50, False, [False, False, False, False], 2805, 'East', (14, 13))
Element 26: (3, (14, 13), ['', '', '%', ''], [(11, 10), (11, 6), (10, 11)], [False, False, True, False], 48, False, [False, False, False, False], 2824, 'West', (13, 13))
Element 27: (3, (13, 13), ['', '', '%', ''], [(10, 10), (10, 6), (10, 12)], [False, False, True, False], 46, False, [False, False, False, False], 2853, 'West', (12, 13))
Element 28: (3, (12, 13), ['', '%', '%', ''], [(10, 9), (9, 6), (9, 12)], [False, True, True, False], 44, False, [False, False, False, False], 2882, 'West', (11, 13))
Element 29: (3, (11, 13), ['', '%', '%', ''], [(9, 9), (8, 6), (9, 11)], [False, True, True, False], 42, False, [False, False, False, False], 2911, 'West', (10, 13))
Element 30: (3, (10, 13), ['', '', '%', ''], [(8, 9), (7, 6), (9, 10)], [False, False, True, False], 40, False, [False, False, False, False], 3930, 'South', (10, 12))
Element 31: (3, (10, 12), ['', '', '', '%'], [(8, 10), (6, 6), (10, 10)], [False, False, False, True], 38, False, [False, False, False, False], 3949, 'South', (10, 11))
Element 32: (3, (10, 11), ['', '', '', ''], [(8, 11), (7, 6), (11, 10)], [False, False, False, False], 36, False, [False, False, False, False], 3958, 'East', (11, 11))
Element 33: (3, (11, 11), ['', '', '%', ''], [(8, 12), (8, 6), (11, 9)], [False, False, True, False], 34, False, [False, False, False, False], 3967, 'East', (12, 11))
Element 34: (3, (12, 11), ['', '', '%', ''], [(7, 12), (9, 6), (10, 9)], [False, False, True, False], 32, False, [False, False, False, False], 3976, 'South', (12, 10))
Element 35: (3, (12, 10), ['', '', '', ''], [(7, 11), (10, 6), (9, 9)], [False, False, False, False], 30, False, [False, False, False, False], 3985, 'South', (12, 9))
Element 36: (3, (12, 9), ['', '', '', ''], [(7, 10), (11, 6), (8, 9)], [False, False, False, False], 28, False, [False, False, False, False], 3994, 'East', (13, 9))
Element 37: (3, (13, 9), ['', '', '', ''], [(7, 9), (12, 6), (8, 8)], [False, False, False, False], 26, False, [False, False, False, False], 4013, 'East', (14, 9))
Element 38: (3, (14, 9), ['', '', '', ''], [(7, 8), (12, 7), (8, 9)], [False, False, False, False], 24, False, [False, False, False, False], 4022, 'East', (15, 9))
Element 39: (3, (15, 9), ['', '', '', ''], [(6, 8), (11, 7), (8, 10)], [False, False, False, False], 22, False, [False, False, False, False], 4031, 'North', (15, 10))
Element 40: (3, (15, 10), ['', '', '', ''], [(6, 9), (12, 7), (8, 11)], [False, False, False, False], 20, False, [False, False, False, False], 4040, 'North', (15, 11))
Element 41: (3, (15, 11), ['', '', '', ''], [(6, 10), (13, 7), (8, 12)], [False, False, False, False], 18, False, [False, False, False, False], 4049, 'South', (15, 10))
Element 42: (3, (15, 10), ['', '', '', ''], [(6, 11), (14, 7), (7, 12)], [False, False, False, False], 16, False, [False, False, False, False], 4058, 'South', (15, 9))
Element 43: (3, (15, 9), ['', '', '', ''], [(6, 12), (14, 6), (7, 11)], [False, False, False, False], 14, False, [False, False, False, False], 4067, 'South', (15, 8))
Element 44: (3, (15, 8), ['', '%', '', ''], [(5, 12), (15, 6), (7, 10)], [False, True, False, False], 12, False, [False, False, False, False], 4076, 'West', (14, 8))
Element 45: (3, (14, 8), ['', '', '', ''], [(5, 11), (16, 6), (7, 9)], [False, False, False, False], 10, False, [False, False, False, False], 4085, 'South', (14, 7))
Element 46: (3, (14, 7), ['', '', '', '%'], [(5, 10), (17, 6), (7, 8)], [False, False, False, True], 8, False, [False, False, False, False], 4094, 'South', (14, 6))
Element 47: (3, (14, 6), ['%', '', '', ''], [(5, 9), (18, 6), (6, 8)], [True, False, False, False], 6, False, [False, False, False, False], 4103, 'East', (15, 6))
Element 48: (3, (15, 6), ['', '', '%', ''], [(5, 8), (18, 7), (6, 9)], [False, False, True, False], 4, False, [False, False, False, False], 4112, 'East', (16, 6))
Element 49: (3, (16, 6), ['', '%', '', ''], [(4, 8), (18, 8), (6, 10)], [False, True, False, False], 2, False, [False, False, False, False], 4121, 'North', (16, 7))
Element 50: (3, (16, 7), ['%', '', '', ''], [(4, 8), (18, 8), (6, 10)], [True, False, False, False], 0, False, [False, False, False, False], 4120, 'Stop', (16, 7))
Element 51: #0#
