Element 1: (0, (8, 8), ['.', '%', 'F', '%'], [(11, 3), (15, 5), (16, 8)], [False, True, False, True], 98, False, [True, False, False, False], 0, 'North', (8, 9))
Element 2: (0, (8, 9), ['.', '', '.', '.'], [(12, 3), (15, 6), (16, 9)], [False, False, False, False], 96, False, [True, False, True, True], 2019, 'East', (9, 9))
Element 3: (0, (9, 9), ['', '%', '.', '.'], [(13, 3), (16, 6), (16, 10)], [False, True, False, False], 94, False, [False, False, True, True], 2058, 'East', (10, 9))
Element 4: (0, (10, 9), ['', '%', '.', '.'], [(13, 4), (17, 6), (16, 11)], [False, True, False, False], 92, False, [False, False, True, True], 2097, 'East', (11, 9))
Element 5: (0, (11, 9), ['', '%', '.', '.'], [(14, 4), (18, 6), (16, 12)], [False, True, False, False], 90, False, [False, False, True, True], 2136, 'East', (12, 9))
Element 6: (0, (12, 9), ['', '.', '.', '.'], [(15, 4), (18, 7), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 2175, 'East', (13, 9))
Element 7: (0, (13, 9), ['', '.', '.', '.'], [(15, 3), (18, 8), (17, 13)], [False, False, False, False], 86, False, [False, True, True, True], 2214, 'East', (14, 9))
Element 8: (0, (14, 9), ['', '.', '.', '.'], [(16, 3), (17, 8), (18, 13)], [False, False, False, False], 84, False, [False, True, True, True], 2253, 'East', (15, 9))
Element 9: (0, (15, 9), ['', '.', '.', ''], [(16, 2), (17, 7), (17, 13)], [False, False, False, False], 82, False, [False, True, True, False], 3272, 'North', (15, 10))
Element 10: (0, (15, 10), ['.', '', '.', ''], [(16, 1), (16, 7), (16, 13)], [False, False, False, False], 80, False, [True, False, True, False], 3311, 'North', (15, 11))
Element 11: (0, (15, 11), ['.', '', '.', ''], [(17, 1), (16, 8), (15, 13)], [False, False, False, False], 78, False, [True, False, True, False], 3340, 'North', (15, 12))
Element 12: (0, (15, 12), ['.', '', '', ''], [(16, 1), (15, 8), (14, 13)], [False, False, False, False], 76, False, [True, False, False, False], 3369, 'West', (14, 12))
Element 13: (0, (14, 12), ['.', '.', '', ''], [(15, 1), (14, 8), (13, 13)], [False, False, False, False], 74, False, [True, True, False, False], 3408, 'South', (14, 11))
Element 14: (0, (14, 11), ['.', '.', '', ''], [(14, 1), (14, 7), (13, 12)], [False, False, False, False], 72, False, [True, True, False, False], 3447, 'South', (14, 10))
Element 15: (0, (14, 10), ['.', '', '', ''], [(13, 1), (14, 6), (13, 11)], [False, False, False, False], 70, False, [True, False, False, False], 3486, 'West', (13, 10))
Element 16: (0, (13, 10), ['.', '', '', ''], [(12, 1), (14, 5), (12, 11)], [False, False, False, False], 68, False, [True, False, False, False], 3525, 'West', (12, 10))
Element 17: (0, (12, 10), ['.', '', '', ''], [(11, 1), (13, 5), (11, 11)], [False, False, False, False], 66, False, [True, False, False, False], 3564, 'West', (11, 10))
Element 18: (0, (11, 10), ['.', '', '', ''], [(10, 1), (12, 5), (10, 11)], [False, False, False, False], 64, False, [True, False, False, False], 3603, 'West', (10, 10))
Element 19: (0, (10, 10), ['.', '', '', ''], [(9, 1), (11, 5), (10, 12)], [False, False, False, False], 62, False, [True, False, False, False], 4632, 'West', (9, 10))
Element 20: (0, (9, 10), ['.', '', '.', ''], [(8, 1), (11, 6), (10, 13)], [False, False, False, False], 60, False, [True, False, True, False], 4671, 'North', (9, 11))
Element 21: (0, (9, 11), ['.', '', '.', ''], [(8, 2), (12, 6), (11, 13)], [False, False, False, False], 58, False, [True, False, True, False], 4710, 'North', (9, 12))
Element 22: (0, (9, 12), ['.', '', '.', ''], [(8, 3), (12, 7), (12, 13)], [False, False, False, False], 56, False, [True, False, True, False], 4749, 'North', (9, 13))
Element 23: (0, (9, 13), ['.', '', '%', ''], [(9, 3), (13, 7), (11, 13)], [False, False, True, False], 54, False, [True, False, False, False], 4778, 'West', (8, 13))
Element 24: (0, (8, 13), ['.', '.', '%', ''], [(10, 3), (13, 8), (10, 13)], [False, False, True, False], 52, False, [True, True, False, False], 4807, 'South', (8, 12))
Element 25: (0, (8, 12), ['.', '.', '', ''], [(9, 3), (12, 8), (9, 13)], [False, False, False, False], 50, False, [True, True, False, False], 4826, 'South', (8, 11))
Element 26: (0, (8, 11), ['.', '.', '', ''], [(9, 4), (12, 9), (9, 12)], [False, False, False, False], 48, False, [True, True, False, False], 4845, 'South', (8, 10))
Element 27: (0, (8, 10), ['.', '', '', ''], [(9, 5), (13, 9), (9, 11)], [False, False, False, False], 46, False, [True, False, False, False], 4864, 'West', (7, 10))
Element 28: (0, (7, 10), ['.', '.', '.', ''], [(10, 5), (14, 9), (9, 10)], [False, False, False, False], 44, False, [True, True, True, False], 4883, 'North', (7, 11))
Element 29: (0, (7, 11), ['.', '', '.', ''], [(10, 6), (15, 9), (10, 10)], [False, False, False, False], 42, False, [True, False, True, False], 4902, 'North', (7, 12))
Element 30: (0, (7, 12), ['.', '', '.', ''], [(9, 6), (16, 9), (11, 10)], [False, False, False, False], 40, False, [True, False, True, False], 4921, 'North', (7, 13))
Element 31: (0, (7, 13), ['.', '', '%', ''], [(8, 6), (16, 10), (12, 10)], [False, False, True, False], 38, False, [True, False, False, False], 4940, 'West', (6, 13))
Element 32: (0, (6, 13), ['.', '.', '%', ''], [(8, 5), (16, 11), (13, 10)], [False, False, True, False], 36, False, [True, True, False, False], 4959, 'South', (6, 12))
Element 33: (0, (6, 12), ['.', '.', '', ''], [(8, 4), (16, 12), (14, 10)], [False, False, False, False], 34, False, [True, True, False, False], 4978, 'South', (6, 11))
Element 34: (0, (6, 11), ['.', '.', '', ''], [(7, 4), (17, 12), (15, 10)], [False, False, False, False], 32, False, [True, True, False, False], 4997, 'South', (6, 10))
Element 35: (0, (6, 10), ['.', '.', '', ''], [(7, 5), (17, 13), (15, 11)], [False, False, False, False], 30, False, [True, True, False, False], 5016, 'South', (6, 9))
Element 36: (0, (6, 9), ['.', '.', '', '.'], [(7, 6), (18, 13), (15, 12)], [False, False, False, False], 28, False, [True, True, False, True], 5035, 'East', (7, 9))
Element 37: (0, (7, 9), ['', '.', '', ''], [(6, 6), (17, 13), (14, 12)], [False, False, False, False], 26, False, [False, True, False, False], 5054, 'South', (7, 8))
Element 38: (0, (7, 8), ['.', '%', '', ''], [(6, 5), (16, 13), (14, 11)], [False, True, False, False], 24, False, [True, False, False, False], 5073, 'West', (6, 8))
Element 39: (0, (6, 8), ['.', '%', '', ''], [(6, 4), (15, 13), (14, 12)], [False, True, False, False], 22, False, [True, False, False, False], 5092, 'West', (5, 8))
Element 40: (0, (5, 8), ['.', '%', '.', ''], [(6, 3), (15, 12), (13, 12)], [False, True, False, False], 20, False, [True, False, True, False], 5111, 'North', (5, 9))
Element 41: (0, (5, 9), ['.', '', '.', ''], [(7, 3), (15, 11), (13, 11)], [False, False, False, False], 18, False, [True, False, True, False], 5130, 'North', (5, 10))
Element 42: (0, (5, 10), ['.', '', '.', ''], [(7, 2), (15, 10), (14, 11)], [False, False, False, False], 16, False, [True, False, True, False], 5149, 'North', (5, 11))
Element 43: (0, (5, 11), ['.', '', '.', ''], [(7, 1), (14, 10), (15, 11)], [False, False, False, False], 14, False, [True, False, True, False], 5168, 'North', (5, 12))
Element 44: (0, (5, 12), ['.', '', '.', ''], [(6, 1), (14, 11), (15, 10)], [False, False, False, False], 12, False, [True, False, True, False], 5187, 'North', (5, 13))
Element 45: (0, (5, 13), ['.', '', '%', ''], [(6, 2), (14, 12), (15, 9)], [False, False, True, False], 10, False, [True, False, False, False], 5206, 'West', (4, 13))
Element 46: (0, (4, 13), ['.', '.', '%', ''], [(5, 2), (14, 13), (15, 8)], [False, False, True, False], 8, False, [True, True, False, False], 5225, 'South', (4, 12))
Element 47: (0, (4, 12), ['.', '.', '', ''], [(5, 3), (13, 13), (14, 8)], [False, False, False, False], 6, False, [True, True, False, False], 5244, 'South', (4, 11))
Element 48: (0, (4, 11), ['.', '.', '', ''], [(5, 4), (13, 12), (14, 9)], [False, False, False, False], 4, False, [True, True, False, False], 5263, 'South', (4, 10))
Element 49: (0, (4, 10), ['.', '.', '', ''], [(5, 5), (13, 11), (13, 9)], [False, False, False, False], 2, False, [True, True, False, False], 5282, 'South', (4, 9))
Element 50: (0, (4, 9), ['.', '.', '', ''], [(4, 5), (13, 10), (13, 8)], [False, False, False, False], 0, False, [True, True, False, False], 5301, 'Stop', (4, 9))
Element 51: #0#
