Element 1: (2, (15, 9), ['.', '.', '.', 'F'], [(4, 5), (7, 11), (18, 8)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'East', (16, 9))
Element 2: (2, (16, 9), ['', '.', '.', '%'], [(5, 5), (8, 11), (18, 7)], [False, False, False, True], 96, False, [False, True, True, False], 1048, 'North', (16, 10))
Element 3: (2, (16, 10), ['.', '', '.', '%'], [(6, 5), (9, 11), (18, 6)], [False, False, False, True], 94, False, [True, False, True, False], 1087, 'North', (16, 11))
Element 4: (2, (16, 11), ['.', '', '.', '%'], [(7, 5), (10, 11), (17, 6)], [False, False, False, True], 92, False, [True, False, True, False], 1126, 'North', (16, 12))
Element 5: (2, (16, 12), ['.', '', '.', '.'], [(8, 5), (11, 11), (17, 7)], [False, False, False, False], 90, False, [True, False, True, True], 1165, 'East', (17, 12))
Element 6: (2, (17, 12), ['', '%', '.', '%'], [(9, 5), (12, 11), (17, 8)], [False, True, False, True], 88, False, [False, False, True, False], 1204, 'North', (17, 13))
Element 7: (2, (17, 13), ['.', '', '%', '.'], [(10, 5), (13, 11), (16, 8)], [False, False, True, False], 86, False, [True, False, False, True], 1243, 'East', (18, 13))
Element 8: (2, (18, 13), ['', '%', '%', '%'], [(11, 5), (14, 11), (16, 7)], [False, True, True, True], 84, False, [False, False, False, False], 2272, 'West', (17, 13))
Element 9: (2, (17, 13), ['.', '', '%', ''], [(12, 5), (15, 11), (16, 6)], [False, False, True, False], 82, False, [True, False, False, False], 2301, 'West', (16, 13))
Element 10: (2, (16, 13), ['.', '', '%', ''], [(13, 5), (15, 12), (15, 6)], [False, False, True, False], 80, False, [True, False, False, False], 2340, 'West', (15, 13))
Element 11: (2, (15, 13), ['.', '', '%', ''], [(14, 5), (14, 12), (15, 5)], [False, False, True, False], 78, False, [True, False, False, False], 2379, 'West', (14, 13))
Element 12: (2, (14, 13), ['.', '', '%', ''], [(14, 6), (13, 12), (15, 4)], [False, False, True, False], 76, False, [True, False, False, False], 2418, 'West', (13, 13))
Element 13: (2, (13, 13), ['.', '', '%', ''], [(14, 7), (14, 12), (15, 3)], [False, False, True, False], 74, False, [True, False, False, False], 2447, 'West', (12, 13))
Element 14: (2, (12, 13), ['.', '%', '%', ''], [(14, 8), (15, 12), (16, 3)], [False, True, True, False], 72, False, [True, False, False, False], 2476, 'West', (11, 13))
Element 15: (2, (11, 13), ['.', '%', '%', ''], [(15, 8), (16, 12), (16, 2)], [False, True, True, False], 70, False, [True, False, False, False], 3495, 'West', (10, 13))
Element 16: (2, (10, 13), ['.', '.', '%', ''], [(16, 8), (17, 12), (16, 1)], [False, False, True, False], 68, False, [True, True, False, False], 3514, 'South', (10, 12))
Element 17: (2, (10, 12), ['.', '', '', '%'], [(17, 8), (17, 13), (17, 1)], [False, False, False, True], 66, False, [True, False, False, False], 3533, 'West', (9, 12))
Element 18: (2, (9, 12), ['.', '', '.', ''], [(18, 8), (18, 13), (16, 1)], [False, False, False, False], 64, False, [True, False, True, False], 3542, 'North', (9, 13))
Element 19: (2, (9, 13), ['.', '', '%', ''], [(18, 7), (17, 13), (15, 1)], [False, False, True, False], 62, False, [True, False, False, False], 3561, 'West', (8, 13))
Element 20: (2, (8, 13), ['.', '.', '%', ''], [(18, 6), (16, 13), (14, 1)], [False, False, True, False], 60, False, [True, True, False, False], 3580, 'South', (8, 12))
Element 21: (2, (8, 12), ['.', '', '', ''], [(17, 6), (15, 13), (13, 1)], [False, False, False, False], 58, False, [True, False, False, False], 3599, 'West', (7, 12))
Element 22: (2, (7, 12), ['.', '', '.', ''], [(17, 7), (14, 13), (12, 1)], [False, False, False, False], 56, False, [True, False, True, False], 3618, 'North', (7, 13))
Element 23: (2, (7, 13), ['.', '', '%', ''], [(16, 7), (13, 13), (11, 1)], [False, False, True, False], 54, False, [True, False, False, False], 3637, 'West', (6, 13))
Element 24: (2, (6, 13), ['.', '.', '%', ''], [(16, 6), (12, 13), (10, 1)], [False, False, True, False], 52, False, [True, True, False, False], 3656, 'South', (6, 12))
Element 25: (2, (6, 12), ['.', '', '', ''], [(15, 6), (11, 13), (9, 1)], [False, False, False, False], 50, False, [True, False, False, False], 3675, 'West', (5, 12))
Element 26: (2, (5, 12), ['.', '.', '.', ''], [(15, 5), (10, 13), (8, 1)], [False, False, False, False], 48, False, [True, True, True, False], 3694, 'North', (5, 13))
Element 27: (2, (5, 13), ['.', '', '%', ''], [(15, 4), (10, 12), (8, 2)], [False, False, True, False], 46, False, [True, False, False, False], 3713, 'West', (4, 13))
Element 28: (2, (4, 13), ['.', '.', '%', ''], [(14, 4), (9, 12), (8, 3)], [False, False, True, False], 44, False, [True, True, False, False], 3742, 'South', (4, 12))
Element 29: (2, (4, 12), ['.', '.', '', ''], [(13, 4), (9, 13), (9, 3)], [False, False, False, False], 42, False, [True, True, False, False], 3771, 'South', (4, 11))
Element 30: (2, (4, 11), ['.', '.', '', '.'], [(13, 3), (8, 13), (10, 3)], [False, False, False, False], 40, False, [True, True, False, True], 3800, 'East', (5, 11))
