Element 1: (0, (6, 3), ['.', '.', '.', 'G'], [(5, 5), (7, 3), (8, 6)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (6, 4))
Element 2: (0, (6, 4), ['.', '', 'G', '.'], [(6, 5), (8, 3), (9, 6)], [False, False, False, False], 96, False, [True, False, False, True], 39, 'East', (7, 4))
Element 3: (0, (7, 4), ['', '', 'G', '.'], [(7, 5), (9, 3), (10, 6)], [False, False, False, False], 94, False, [False, False, False, True], 78, 'East', (8, 4))
Element 4: (0, (8, 4), ['', '', 'G', '.'], [(8, 5), (10, 3), (11, 6)], [False, False, False, False], 92, False, [False, False, False, True], 117, 'East', (9, 4))
Element 5: (0, (9, 4), ['', '', 'G', '%'], [(9, 5), (11, 3), (11, 5)], [False, False, False, True], 90, False, [False, False, False, False], 1146, 'South', (9, 3))
Element 6: (0, (9, 3), ['', '%', '', ''], [(10, 5), (12, 3), (12, 5)], [False, True, False, False], 88, False, [False, False, False, False], 1175, 'East', (10, 3))
Element 7: (0, (10, 3), ['', '%', '%', ''], [(11, 5), (13, 3), (13, 5)], [False, True, True, False], 86, False, [False, False, False, False], 1194, 'East', (11, 3))
Element 8: (0, (11, 3), ['', '%', 'G', ''], [(11, 4), (13, 4), (14, 5)], [False, True, False, False], 84, False, [False, False, False, False], 1223, 'East', (12, 3))
Element 9: (0, (12, 3), ['', '%', 'G', ''], [(12, 4), (14, 4), (15, 5)], [False, True, False, False], 82, False, [False, False, False, False], 1252, 'East', (13, 3))
Element 10: (0, (13, 3), ['', '%', 'G', '%'], [(13, 4), (15, 4), (15, 6)], [False, True, False, True], 80, False, [False, False, False, False], 1271, 'West', (12, 3))
Element 11: (0, (12, 3), ['', '%', '', ''], [(14, 4), (15, 3), (16, 6)], [False, True, False, False], 78, False, [False, False, False, False], 1290, 'West', (11, 3))
Element 12: (0, (11, 3), ['', '%', '', ''], [(15, 4), (16, 3), (17, 6)], [False, True, False, False], 76, False, [False, False, False, False], 1309, 'West', (10, 3))
Element 13: (0, (10, 3), ['', '%', '%', ''], [(15, 5), (16, 2), (18, 6)], [False, True, True, False], 74, False, [False, False, False, False], 2318, 'West', (9, 3))
Element 14: (0, (9, 3), ['', '%', '', ''], [(15, 6), (16, 1), (18, 7)], [False, True, False, False], 72, False, [False, False, False, False], 2337, 'West', (8, 3))
Element 15: (0, (8, 3), ['', '.', '', ''], [(14, 6), (17, 1), (18, 8)], [False, False, False, False], 70, False, [False, True, False, False], 2366, 'South', (8, 2))
Element 16: (0, (8, 2), ['.', '.', '', '%'], [(14, 7), (16, 1), (17, 8)], [False, False, False, True], 68, False, [True, True, False, False], 2395, 'South', (8, 1))
Element 17: (0, (8, 1), ['.', '%', '', '.'], [(14, 8), (15, 1), (17, 7)], [False, True, False, False], 66, False, [True, False, False, True], 2434, 'East', (9, 1))
Element 18: (0, (9, 1), ['', '%', '%', '.'], [(15, 8), (14, 1), (16, 7)], [False, True, True, False], 64, False, [False, False, False, True], 2473, 'East', (10, 1))
Element 19: (0, (10, 1), ['', '%', '%', '.'], [(16, 8), (13, 1), (17, 7)], [False, True, True, False], 62, False, [False, False, False, True], 2502, 'East', (11, 1))
Element 20: (0, (11, 1), ['', '%', '%', 'G'], [(16, 9), (12, 1), (17, 8)], [False, True, True, False], 60, False, [False, False, False, False], 3521, 'West', (10, 1))
Element 21: (0, (10, 1), ['', '%', '%', 'G'], [(16, 10), (11, 1), (16, 8)], [False, True, True, False], 58, False, [False, False, False, False], 3530, 'West', (9, 1))
Element 22: (0, (9, 1), ['', '%', '%', 'G'], [(16, 11), (10, 1), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 3539, 'West', (8, 1))
Element 23: (0, (8, 1), ['.', '%', '', 'G'], [(16, 12), (9, 1), (15, 9)], [False, True, False, False], 54, False, [True, False, False, False], 3558, 'West', (7, 1))
Element 24: (0, (7, 1), ['.', '%', '.', 'G'], [(17, 12), (8, 1), (15, 10)], [False, True, False, False], 52, False, [True, False, True, False], 3587, 'North', (7, 2))
Element 25: (0, (7, 2), ['.', '', '', 'G'], [(17, 13), (8, 2), (15, 11)], [False, False, False, False], 50, False, [True, False, False, False], 3616, 'West', (6, 2))
Element 26: (0, (6, 2), ['.', '.', '', 'G'], [(18, 13), (7, 2), (15, 12)], [False, False, False, False], 48, False, [True, True, False, False], 3645, 'South', (6, 1))
Element 27: (0, (6, 1), ['.', '%', '', 'G'], [(17, 13), (7, 1), (15, 13)], [False, True, False, False], 46, False, [True, False, False, False], 3664, 'West', (5, 1))
Element 28: (0, (5, 1), ['%', '%', '.', 'G'], [(16, 13), (6, 1), (14, 13)], [True, True, False, False], 44, False, [False, False, True, False], 3693, 'North', (5, 2))
Element 29: (0, (5, 2), ['.', '', '.', 'G'], [(15, 13), (6, 2), (14, 12)], [False, False, False, False], 42, False, [True, False, True, False], 3712, 'North', (5, 3))
Element 30: (0, (5, 3), ['.', '', '.', 'G'], [(15, 12), (6, 3), (14, 11)], [False, False, False, False], 40, False, [True, False, True, False], 3731, 'North', (5, 4))
Element 31: (0, (5, 4), ['.', '', '', 'G'], [(15, 11), (6, 4), (14, 10)], [False, False, False, False], 38, False, [True, False, False, False], 3750, 'West', (4, 4))
Element 32: (0, (4, 4), ['.', '.', '.', ''], [(15, 10), (7, 4), (14, 9)], [False, False, False, False], 36, False, [True, True, True, False], 3769, 'North', (4, 5))
Element 33: (0, (4, 5), ['.', '', '%', ''], [(15, 9), (8, 4), (13, 9)], [False, False, True, False], 34, False, [True, False, False, False], 3788, 'West', (3, 5))
Element 34: (0, (3, 5), ['.', '.', '%', ''], [(14, 9), (9, 4), (13, 10)], [False, False, True, False], 32, False, [True, True, False, False], 3807, 'South', (3, 4))
