Element 1: (2, (7, 13), ['.', '', '%', '.'], [(17, 13), (8, 12), (13, 13)], [False, False, True, False], 98, False, [True, False, False, True], 19, 'East', (8, 13))
Element 2: (2, (8, 13), ['', '', '%', '.'], [(17, 12), (9, 12), (14, 13)], [False, False, True, False], 96, False, [False, False, False, True], 58, 'East', (9, 13))
Element 3: (2, (9, 13), ['', '', '%', '.'], [(16, 12), (10, 12), (15, 13)], [False, False, True, False], 94, False, [False, False, False, True], 97, 'East', (10, 13))
Element 4: (2, (10, 13), ['', '', '%', '.'], [(16, 11), (10, 11), (16, 13)], [False, False, True, False], 92, False, [False, False, False, True], 136, 'East', (11, 13))
Element 5: (2, (11, 13), ['', '%', '%', '.'], [(16, 10), (11, 11), (17, 13)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 13))
Element 6: (2, (12, 13), ['', '%', '%', ''], [(16, 9), (12, 11), (18, 13)], [False, True, True, False], 88, False, [False, False, False, False], 1184, 'East', (13, 13))
Element 7: (2, (13, 13), ['', '.', '%', ''], [(16, 8), (13, 11), (17, 13)], [False, False, True, False], 86, False, [False, True, False, False], 1203, 'South', (13, 12))
Element 8: (2, (13, 12), ['%', '', '', '.'], [(17, 8), (14, 11), (17, 12)], [True, False, False, False], 84, False, [False, False, False, True], 1232, 'East', (14, 12))
Element 9: (2, (14, 12), ['', '', '', '.'], [(18, 8), (15, 11), (16, 12)], [False, False, False, False], 82, False, [False, False, False, True], 1261, 'East', (15, 12))
Element 10: (2, (15, 12), ['', '', '', ''], [(18, 7), (15, 10), (16, 11)], [False, False, False, False], 80, False, [False, False, False, False], 1290, 'East', (16, 12))
Element 11: (2, (16, 12), ['', '', '', ''], [(18, 6), (15, 9), (16, 10)], [False, False, False, False], 78, False, [False, False, False, False], 1309, 'East', (17, 12))
Element 12: (2, (17, 12), ['', '%', '', '%'], [(17, 6), (15, 8), (16, 9)], [False, True, False, True], 76, False, [False, False, False, False], 1328, 'North', (17, 13))
Element 13: (2, (17, 13), ['', '', '%', ''], [(17, 7), (14, 8), (16, 8)], [False, False, True, False], 74, False, [False, False, False, False], 1347, 'East', (18, 13))
Element 14: (2, (18, 13), ['', '%', '%', '%'], [(17, 6), (14, 9), (16, 7)], [False, True, True, True], 72, False, [False, False, False, False], 1366, 'West', (17, 13))
Element 15: (2, (17, 13), ['', '', '%', ''], [(17, 7), (14, 10), (16, 6)], [False, False, True, False], 70, False, [False, False, False, False], 1385, 'West', (16, 13))
Element 16: (2, (16, 13), ['', '', '%', ''], [(17, 6), (13, 10), (15, 6)], [False, False, True, False], 68, False, [False, False, False, False], 1404, 'West', (15, 13))
Element 17: (2, (15, 13), ['', '', '%', ''], [(18, 6), (13, 9), (15, 5)], [False, False, True, False], 66, False, [False, False, False, False], 1423, 'West', (14, 13))
Element 18: (2, (14, 13), ['', '', '%', ''], [(18, 7), (13, 8), (15, 4)], [False, False, True, False], 64, False, [False, False, False, False], 1442, 'East', (15, 13))
Element 19: (2, (15, 13), ['', '', '%', ''], [(17, 7), (13, 7), (15, 3)], [False, False, True, False], 62, False, [False, False, False, False], 1461, 'East', (16, 13))
Element 20: (2, (16, 13), ['', '', '%', ''], [(18, 7), (14, 7), (16, 3)], [False, False, True, False], 60, False, [False, False, False, False], 1480, 'East', (17, 13))
Element 21: (2, (17, 13), ['', '', '%', ''], [(18, 8), (14, 6), (16, 2)], [False, False, True, False], 58, False, [False, False, False, False], 2489, 'South', (17, 12))
Element 22: (2, (17, 12), ['', '%', '', '%'], [(17, 8), (14, 5), (16, 1)], [False, True, False, True], 56, False, [False, False, False, False], 2508, 'West', (16, 12))
Element 23: (2, (16, 12), ['', '', '', ''], [(17, 7), (14, 4), (17, 1)], [False, False, False, False], 54, False, [False, False, False, False], 2527, 'North', (16, 13))
Element 24: (2, (16, 13), ['', '', '%', ''], [(17, 8), (13, 4), (16, 1)], [False, False, True, False], 52, False, [False, False, False, False], 2536, 'South', (16, 12))
Element 25: (2, (16, 12), ['', '', '', ''], [(16, 8), (13, 5), (15, 1)], [False, False, False, False], 50, False, [False, False, False, False], 2555, 'South', (16, 11))
Element 26: (2, (16, 11), ['', '', '', '%'], [(16, 7), (12, 5), (14, 1)], [False, False, False, True], 48, False, [False, False, False, False], 2574, 'South', (16, 10))
Element 27: (2, (16, 10), ['', '', '', '%'], [(16, 6), (11, 5), (13, 1)], [False, False, False, True], 46, False, [False, False, False, False], 3583, 'South', (16, 9))
Element 28: (2, (16, 9), ['', '', '', '%'], [(15, 6), (11, 6), (12, 1)], [False, False, False, True], 44, False, [False, False, False, False], 3602, 'South', (16, 8))
Element 29: (2, (16, 8), ['', '', '', ''], [(15, 5), (12, 6), (11, 1)], [False, False, False, False], 42, False, [False, False, False, False], 3621, 'East', (17, 8))
Element 30: (2, (17, 8), ['', '', '%', ''], [(15, 4), (12, 7), (10, 1)], [False, False, True, False], 40, False, [False, False, False, False], 3640, 'East', (18, 8))
Element 31: (2, (18, 8), ['', '', '%', '%'], [(15, 3), (12, 8), (9, 1)], [False, False, True, True], 38, False, [False, False, False, False], 3659, 'South', (18, 7))
Element 32: (2, (18, 7), ['', '', '', '%'], [(16, 3), (12, 9), (8, 1)], [False, False, False, True], 36, False, [False, False, False, False], 3678, 'South', (18, 6))
Element 33: (2, (18, 6), ['', '%', '', '%'], [(17, 3), (12, 10), (8, 2)], [False, True, False, True], 34, False, [False, False, False, False], 3707, 'West', (17, 6))
Element 34: (2, (17, 6), ['', '%', '', ''], [(18, 3), (11, 10), (8, 3)], [False, True, False, False], 32, False, [False, False, False, False], 3736, 'North', (17, 7))
Element 35: (2, (17, 7), ['', '', '', ''], [(17, 3), (11, 9), (9, 3)], [False, False, False, False], 30, False, [False, False, False, False], 3755, 'West', (16, 7))
Element 36: (2, (16, 7), ['%', '', '', ''], [(16, 3), (10, 9), (10, 3)], [True, False, False, False], 28, False, [False, False, False, False], 3774, 'South', (16, 6))
Element 37: (2, (16, 6), ['', '%', '', ''], [(16, 2), (10, 10), (11, 3)], [False, True, False, False], 26, False, [False, False, False, False], 3793, 'West', (15, 6))
Element 38: (2, (15, 6), ['', '', '%', ''], [(16, 1), (9, 10), (12, 3)], [False, False, True, False], 24, False, [False, False, False, False], 3812, 'South', (15, 5))
Element 39: (2, (15, 5), ['', '', '', '%'], [(17, 1), (9, 11), (13, 3)], [False, False, False, True], 22, False, [False, False, False, False], 3831, 'South', (15, 4))
Element 40: (2, (15, 4), ['', '', '', '%'], [(16, 1), (8, 11), (13, 4)], [False, False, False, True], 20, False, [False, False, False, False], 3840, 'South', (15, 3))
Element 41: (2, (15, 3), ['%', '%', '', ''], [(15, 1), (8, 10), (12, 4)], [True, True, False, False], 18, False, [False, False, False, False], 3859, 'East', (16, 3))
Element 42: (2, (16, 3), ['', '', '%', ''], [(14, 1), (8, 9), (11, 4)], [False, False, True, False], 16, False, [False, False, False, False], 4868, 'East', (17, 3))
Element 43: (2, (17, 3), ['', '%', '%', ''], [(13, 1), (9, 9), (11, 5)], [False, True, True, False], 14, False, [False, False, False, False], 4877, 'East', (18, 3))
Element 44: (2, (18, 3), ['', '%', '%', '%'], [(12, 1), (8, 9), (10, 5)], [False, True, True, True], 12, False, [False, False, False, False], 4886, 'West', (17, 3))
Element 45: (2, (17, 3), ['', '%', '%', ''], [(11, 1), (8, 8), (10, 6)], [False, True, True, False], 10, False, [False, False, False, False], 4905, 'West', (16, 3))
Element 46: (2, (16, 3), ['', '', '%', ''], [(10, 1), (7, 8), (9, 6)], [False, False, True, False], 8, False, [False, False, False, False], 4924, 'South', (16, 2))
Element 47: (2, (16, 2), ['%', '', '', '%'], [(9, 1), (7, 9), (9, 5)], [True, False, False, True], 6, False, [False, False, False, False], 4943, 'South', (16, 1))
Element 48: (2, (16, 1), ['', '%', '', ''], [(8, 1), (7, 10), (9, 4)], [False, True, False, False], 4, False, [False, False, False, False], 4962, 'East', (17, 1))
Element 49: (2, (17, 1), ['', '%', '%', '%'], [(7, 1), (7, 11), (8, 4)], [False, True, True, True], 2, False, [False, False, False, False], 4991, 'West', (16, 1))
Element 50: (2, (16, 1), ['', '%', '', ''], [(7, 1), (7, 11), (8, 5)], [False, True, False, False], 0, False, [False, False, False, False], 5000, 'Stop', (16, 1))
Element 51: #0#
