Element 1: (0, (15, 6), ['.', '.', '%', '.'], [(3, 11), (6, 3), (17, 13)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (16, 6))
Element 2: (0, (16, 6), ['', '%', '.', '.'], [(4, 11), (7, 3), (18, 13)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (17, 6))
Element 3: (0, (17, 6), ['', '%', '.', '.'], [(5, 11), (8, 3), (17, 13)], [False, True, False, False], 94, False, [False, False, True, True], 68, 'East', (18, 6))
Element 4: (0, (18, 6), ['', '%', '.', '%'], [(6, 11), (9, 3), (17, 12)], [False, True, False, True], 92, False, [False, False, True, False], 107, 'North', (18, 7))
Element 5: (0, (18, 7), ['.', '', '.', '%'], [(7, 11), (10, 3), (16, 12)], [False, False, False, True], 90, False, [True, False, True, False], 146, 'North', (18, 8))
Element 6: (0, (18, 8), ['.', '', '%', '%'], [(8, 11), (11, 3), (16, 13)], [False, False, True, True], 88, False, [True, False, False, False], 185, 'West', (17, 8))
Element 7: (0, (17, 8), ['.', '.', '%', ''], [(9, 11), (12, 3), (15, 13)], [False, False, True, False], 86, False, [True, True, False, False], 224, 'South', (17, 7))
Element 8: (0, (17, 7), ['.', '', '', ''], [(10, 11), (13, 3), (15, 12)], [False, False, False, False], 84, False, [True, False, False, False], 263, 'West', (16, 7))
Element 9: (0, (16, 7), ['%', '', '.', ''], [(11, 11), (13, 4), (15, 11)], [True, False, False, False], 82, False, [False, False, True, False], 302, 'North', (16, 8))
Element 10: (0, (16, 8), ['.', '', 'F', ''], [(12, 11), (14, 4), (16, 11)], [False, False, False, False], 80, False, [True, False, False, False], 341, 'North', (16, 9))
Element 11: (0, (16, 9), ['.', '', 'G', '%'], [(13, 11), (15, 4), (16, 10)], [False, False, False, True], 78, False, [True, False, False, False], 1370, 'West', (15, 9))
Element 12: (0, (15, 9), ['.', '.', 'G', ''], [(14, 11), (15, 5), (15, 10)], [False, False, False, False], 76, False, [True, True, False, False], 1409, 'South', (15, 8))
Element 13: (0, (15, 8), ['.', '%', '', ''], [(14, 12), (14, 5), (14, 10)], [False, True, False, False], 74, False, [True, False, False, False], 1448, 'West', (14, 8))
Element 14: (0, (14, 8), ['.', '.', 'G', ''], [(14, 13), (14, 6), (14, 9)], [False, False, False, False], 72, False, [True, True, False, False], 1487, 'South', (14, 7))
Element 15: (0, (14, 7), ['.', '', '', '%'], [(13, 13), (15, 6), (13, 9)], [False, False, False, True], 70, False, [True, False, False, False], 1516, 'West', (13, 7))
Element 16: (0, (13, 7), ['.', '%', '.', ''], [(13, 12), (16, 6), (13, 10)], [False, True, False, False], 68, False, [True, False, True, False], 1545, 'North', (13, 8))
Element 17: (0, (13, 8), ['.', '', '', ''], [(13, 13), (17, 6), (12, 10)], [False, False, False, False], 66, False, [True, False, False, False], 1564, 'West', (12, 8))
Element 18: (0, (12, 8), ['%', '.', 'G', ''], [(12, 13), (18, 6), (12, 9)], [True, False, False, False], 64, False, [False, True, False, False], 1593, 'South', (12, 7))
Element 19: (0, (12, 7), ['.', '.', '', ''], [(11, 13), (18, 7), (11, 9)], [False, False, False, False], 62, False, [True, True, False, False], 1622, 'South', (12, 6))
Element 20: (0, (12, 6), ['.', '.', '', '%'], [(10, 13), (18, 8), (11, 10)], [False, False, False, True], 60, False, [True, True, False, False], 1651, 'South', (12, 5))
Element 21: (0, (12, 5), ['F', '.', '', '.'], [(10, 12), (17, 8), (10, 10)], [False, False, False, False], 58, False, [False, True, False, True], 1680, 'West', (11, 5))
Element 22: (0, (11, 5), ['.', '.', '.', ''], [(9, 12), (17, 7), (10, 9)], [False, False, False, False], 56, False, [True, True, True, False], 2699, 'North', (11, 6))
Element 23: (0, (11, 6), ['.', '', '.', ''], [(9, 13), (16, 7), (9, 9)], [False, False, False, False], 54, False, [True, False, True, False], 2728, 'North', (11, 7))
Element 24: (0, (11, 7), ['%', '', '%', ''], [(8, 13), (16, 8), (8, 9)], [True, False, True, False], 52, False, [False, False, False, False], 3747, 'South', (11, 6))
Element 25: (0, (11, 6), ['.', '', '', ''], [(8, 12), (16, 9), (8, 10)], [False, False, False, False], 50, False, [True, False, False, False], 3766, 'West', (10, 6))
Element 26: (0, (10, 6), ['.', '.', '%', ''], [(7, 12), (16, 10), (9, 10)], [False, False, True, False], 48, False, [True, True, False, False], 3795, 'South', (10, 5))
Element 27: (0, (10, 5), ['.', '%', '', ''], [(7, 13), (16, 11), (9, 11)], [False, True, False, False], 46, False, [True, False, False, False], 3814, 'West', (9, 5))
Element 28: (0, (9, 5), ['.', '.', '.', ''], [(6, 13), (16, 12), (10, 11)], [False, False, False, False], 44, False, [True, True, True, False], 3833, 'North', (9, 6))
Element 29: (0, (9, 6), ['.', '', '%', ''], [(6, 12), (17, 12), (11, 11)], [False, False, True, False], 42, False, [True, False, False, False], 3852, 'West', (8, 6))
Element 30: (0, (8, 6), ['.', '.', '%', ''], [(5, 12), (17, 13), (12, 11)], [False, False, True, False], 40, False, [True, True, False, False], 3871, 'South', (8, 5))
Element 31: (0, (8, 5), ['.', '.', '', ''], [(5, 13), (18, 13), (13, 11)], [False, False, False, False], 38, False, [True, True, False, False], 3890, 'South', (8, 4))
Element 32: (0, (8, 4), ['.', '', '', '.'], [(4, 13), (17, 13), (14, 11)], [False, False, False, False], 36, False, [True, False, False, True], 3909, 'East', (9, 4))
Element 33: (0, (9, 4), ['', '', '', '%'], [(4, 12), (16, 13), (14, 12)], [False, False, False, True], 34, False, [False, False, False, False], 3928, 'South', (9, 3))
Element 34: (0, (9, 3), ['', '%', '', ''], [(3, 12), (15, 13), (14, 13)], [False, True, False, False], 32, False, [False, False, False, False], 3937, 'East', (10, 3))
Element 35: (0, (10, 3), ['', '%', '%', ''], [(3, 13), (15, 12), (13, 13)], [False, True, True, False], 30, False, [False, False, False, False], 3946, 'East', (11, 3))
Element 36: (0, (11, 3), ['', '%', '.', ''], [(2, 13), (15, 11), (13, 12)], [False, True, False, False], 28, False, [False, False, True, False], 3955, 'North', (11, 4))
Element 37: (0, (11, 4), ['%', '', '', '.'], [(2, 12), (15, 10), (13, 13)], [True, False, False, False], 26, False, [False, False, False, True], 3974, 'East', (12, 4))
Element 38: (0, (12, 4), ['', '', '', ''], [(1, 12), (15, 9), (12, 13)], [False, False, False, False], 24, False, [False, False, False, False], 3993, 'East', (13, 4))
Element 39: (0, (13, 4), ['', '', '.', ''], [(1, 13), (15, 8), (11, 13)], [False, False, False, False], 22, False, [False, False, True, False], 4002, 'North', (13, 5))
Element 40: (0, (13, 5), ['', '', '%', ''], [(1, 12), (14, 8), (10, 13)], [False, False, True, False], 20, False, [False, False, False, False], 4011, 'East', (14, 5))
