Element 1: (2, (12, 5), ['F', '.', '.', '.'], [(14, 4), (8, 10), (12, 9)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (11, 5))
Element 2: (2, (11, 5), ['.', '.', '.', ''], [(15, 4), (8, 9), (13, 9)], [False, False, False, False], 96, False, [True, True, True, False], 2038, 'North', (11, 6))
Element 3: (2, (11, 6), ['.', '', '.', '.'], [(15, 5), (9, 9), (14, 9)], [False, False, False, False], 94, False, [True, False, True, True], 2077, 'East', (12, 6))
Element 4: (2, (12, 6), ['', '', '.', '%'], [(15, 6), (10, 9), (15, 9)], [False, False, False, True], 92, False, [False, False, True, False], 2116, 'North', (12, 7))
Element 5: (2, (12, 7), ['.', '', '.', '.'], [(16, 6), (11, 9), (16, 9)], [False, False, False, False], 90, False, [True, False, True, True], 3145, 'East', (13, 7))
Element 6: (2, (13, 7), ['', '%', '.', '.'], [(17, 6), (11, 10), (16, 10)], [False, True, False, False], 88, False, [False, False, True, True], 3184, 'East', (14, 7))
Element 7: (2, (14, 7), ['', '.', '.', '%'], [(18, 6), (12, 10), (16, 11)], [False, False, False, True], 86, False, [False, True, True, False], 3223, 'North', (14, 8))
Element 8: (2, (14, 8), ['.', '', '', '.'], [(18, 7), (13, 10), (16, 12)], [False, False, False, False], 84, False, [True, False, False, True], 3262, 'East', (15, 8))
Element 9: (2, (15, 8), ['', '%', '', '.'], [(18, 8), (14, 10), (17, 12)], [False, True, False, False], 82, False, [False, False, False, True], 3301, 'East', (16, 8))
Element 10: (2, (16, 8), ['', '.', '', 'G'], [(17, 8), (15, 10), (17, 13)], [False, False, False, False], 80, False, [False, True, False, False], 3340, 'South', (16, 7))
Element 11: (2, (16, 7), ['%', '', '', 'G'], [(17, 7), (15, 11), (18, 13)], [True, False, False, False], 78, False, [False, False, False, False], 3379, 'South', (16, 6))
Element 12: (2, (16, 6), ['', '%', 'G', ''], [(16, 7), (15, 12), (17, 13)], [False, True, False, False], 76, False, [False, False, False, False], 3388, 'East', (17, 6))
Element 13: (2, (17, 6), ['', '%', '', ''], [(16, 8), (15, 13), (16, 13)], [False, True, False, False], 74, False, [False, False, False, False], 3407, 'East', (18, 6))
Element 14: (2, (18, 6), ['', '%', '', '%'], [(16, 9), (14, 13), (17, 13)], [False, True, False, True], 72, False, [False, False, False, False], 3416, 'North', (18, 7))
Element 15: (2, (18, 7), ['', '', '', '%'], [(16, 10), (14, 12), (17, 12)], [False, False, False, True], 70, False, [False, False, False, False], 3425, 'North', (18, 8))
Element 16: (2, (18, 8), ['', '', '%', '%'], [(16, 11), (14, 11), (16, 12)], [False, False, True, True], 68, False, [False, False, False, False], 3434, 'West', (17, 8))
Element 17: (2, (17, 8), ['', '', '%', ''], [(16, 12), (13, 11), (16, 13)], [False, False, True, False], 66, False, [False, False, False, False], 3443, 'South', (17, 7))
Element 18: (2, (17, 7), ['', '', '', ''], [(17, 12), (13, 12), (15, 13)], [False, False, False, False], 64, False, [False, False, False, False], 3452, 'North', (17, 8))
Element 19: (2, (17, 8), ['', '', '%', ''], [(17, 13), (13, 13), (15, 12)], [False, False, True, False], 62, False, [False, False, False, False], 3461, 'East', (18, 8))
Element 20: (2, (18, 8), ['', '', '%', '%'], [(18, 13), (12, 13), (15, 11)], [False, False, True, True], 60, False, [False, False, False, False], 3470, 'South', (18, 7))
Element 21: (2, (18, 7), ['', '', '', '%'], [(17, 13), (11, 13), (15, 10)], [False, False, False, True], 58, False, [False, False, False, False], 3479, 'West', (17, 7))
Element 22: (2, (17, 7), ['', '', '', ''], [(16, 13), (10, 13), (14, 10)], [False, False, False, False], 56, False, [False, False, False, False], 3488, 'East', (18, 7))
Element 23: (2, (18, 7), ['', '', '', '%'], [(15, 13), (10, 12), (14, 11)], [False, False, False, True], 54, False, [False, False, False, False], 3497, 'South', (18, 6))
Element 24: (2, (18, 6), ['', '%', '', '%'], [(15, 12), (10, 11), (14, 12)], [False, True, False, True], 52, False, [False, False, False, False], 3506, 'West', (17, 6))
Element 25: (2, (17, 6), ['', '%', '', ''], [(15, 11), (11, 11), (14, 13)], [False, True, False, False], 50, False, [False, False, False, False], 3515, 'North', (17, 7))
Element 26: (2, (17, 7), ['', '', '', ''], [(15, 10), (12, 11), (13, 13)], [False, False, False, False], 48, False, [False, False, False, False], 3524, 'South', (17, 6))
Element 27: (2, (17, 6), ['', '%', '', ''], [(15, 9), (11, 11), (13, 12)], [False, True, False, False], 46, False, [False, False, False, False], 3523, 'West', (16, 6))
Element 28: (2, (16, 6), ['', '%', '', ''], [(15, 8), (10, 11), (13, 11)], [False, True, False, False], 44, False, [False, False, False, False], 3522, 'West', (15, 6))
Element 29: (2, (15, 6), ['.', '', '%', ''], [(14, 8), (10, 10), (13, 10)], [False, False, True, False], 42, False, [True, False, False, False], 3531, 'West', (14, 6))
