Element 1: (1, (6, 9), ['.', 'G', '.', '.'], [(6, 8), (8, 6), (14, 5)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (7, 9))
Element 2: (1, (7, 9), ['', 'G', '.', 'F'], [(7, 8), (9, 6), (15, 5)], [False, False, False, False], 96, False, [False, False, True, False], 48, 'East', (8, 9))
Element 3: (1, (8, 9), ['', 'G', '.', '.'], [(8, 8), (10, 6), (15, 6)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (9, 9))
Element 4: (1, (9, 9), ['G', '%', '.', '.'], [(8, 9), (11, 6), (16, 6)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (10, 9))
Element 5: (1, (10, 9), ['', '%', '.', '.'], [(8, 10), (11, 5), (17, 6)], [False, True, False, False], 90, False, [False, False, True, True], 2135, 'East', (11, 9))
Element 6: (1, (11, 9), ['', '%', '.', '.'], [(9, 10), (12, 5), (18, 6)], [False, True, False, False], 88, False, [False, False, True, True], 2174, 'East', (12, 9))
Element 7: (1, (12, 9), ['', '.', '.', '.'], [(10, 10), (13, 5), (18, 7)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (13, 9))
Element 8: (1, (13, 9), ['', '.', '.', '.'], [(11, 10), (13, 4), (18, 8)], [False, False, False, False], 84, False, [False, True, True, True], 2252, 'East', (14, 9))
Element 9: (1, (14, 9), ['', '.', '.', '.'], [(12, 10), (14, 4), (17, 8)], [False, False, False, False], 82, False, [False, True, True, True], 2291, 'East', (15, 9))
Element 10: (1, (15, 9), ['', '.', '.', 'F'], [(13, 10), (15, 4), (17, 7)], [False, False, False, False], 80, False, [False, True, True, False], 2330, 'East', (16, 9))
Element 11: (1, (16, 9), ['', '.', '.', '%'], [(14, 10), (15, 3), (16, 7)], [False, False, False, True], 78, False, [False, True, True, False], 3359, 'North', (16, 10))
Element 12: (1, (16, 10), ['G', '', '.', '%'], [(15, 10), (16, 3), (16, 8)], [False, False, False, True], 76, False, [False, False, True, False], 3398, 'North', (16, 11))
Element 13: (1, (16, 11), ['G', '', '.', '%'], [(15, 11), (16, 2), (15, 8)], [False, False, False, True], 74, False, [False, False, True, False], 4427, 'North', (16, 12))
Element 14: (1, (16, 12), ['G', '', '.', '.'], [(15, 12), (16, 1), (14, 8)], [False, False, False, False], 72, False, [False, False, True, True], 4466, 'East', (17, 12))
Element 15: (1, (17, 12), ['', '%', '.', '%'], [(15, 13), (17, 1), (14, 7)], [False, True, False, True], 70, False, [False, False, True, False], 4505, 'North', (17, 13))
Element 16: (1, (17, 13), ['G', '', '%', '.'], [(16, 13), (16, 1), (14, 6)], [False, False, True, False], 68, False, [False, False, False, True], 4534, 'East', (18, 13))
Element 17: (1, (18, 13), ['G', '%', '%', '%'], [(17, 13), (15, 1), (14, 7)], [False, True, True, True], 66, False, [False, False, False, False], 4553, 'Stop', (18, 13))
Element 18: (1, (18, 13), ['', '%', '%', '%'], [(17, 12), (14, 1), (13, 7)], [False, True, True, True], 64, False, [False, False, False, False], 4572, 'West', (17, 13))
Element 19: (1, (17, 13), ['', '', '%', ''], [(16, 12), (13, 1), (13, 8)], [False, False, True, False], 62, False, [False, False, False, False], 4591, 'West', (16, 13))
Element 20: (1, (16, 13), ['', '', '%', ''], [(16, 11), (12, 1), (12, 8)], [False, False, True, False], 60, False, [False, False, False, False], 4610, 'West', (15, 13))
Element 21: (1, (15, 13), ['.', '', '%', ''], [(16, 10), (11, 1), (12, 7)], [False, False, True, False], 58, False, [True, False, False, False], 4629, 'West', (14, 13))
Element 22: (1, (14, 13), ['.', '.', '%', ''], [(16, 9), (10, 1), (12, 6)], [False, False, True, False], 56, False, [True, True, False, False], 4658, 'South', (14, 12))
Element 23: (1, (14, 12), ['.', '.', '', ''], [(16, 8), (9, 1), (12, 5)], [False, False, False, False], 54, False, [True, True, False, False], 4677, 'South', (14, 11))
Element 24: (1, (14, 11), ['.', '', '', ''], [(17, 8), (8, 1), (12, 4)], [False, False, False, False], 52, False, [True, False, False, False], 4706, 'West', (13, 11))
Element 25: (1, (13, 11), ['.', '', '.', ''], [(18, 8), (8, 2), (12, 3)], [False, False, False, False], 50, False, [True, False, True, False], 4735, 'North', (13, 12))
Element 26: (1, (13, 12), ['%', '', '.', ''], [(18, 7), (8, 3), (13, 3)], [True, False, False, False], 48, False, [False, False, True, False], 4764, 'North', (13, 13))
Element 27: (1, (13, 13), ['.', '', '%', ''], [(18, 6), (9, 3), (13, 4)], [False, False, True, False], 46, False, [True, False, False, False], 4783, 'West', (12, 13))
Element 28: (1, (12, 13), ['.', '%', '%', ''], [(17, 6), (10, 3), (14, 4)], [False, True, True, False], 44, False, [True, False, False, False], 4802, 'West', (11, 13))
Element 29: (1, (11, 13), ['.', '%', '%', ''], [(17, 7), (11, 3), (15, 4)], [False, True, True, False], 42, False, [True, False, False, False], 4821, 'West', (10, 13))
Element 30: (1, (10, 13), ['.', '.', '%', ''], [(16, 7), (11, 4), (15, 3)], [False, False, True, False], 40, False, [True, True, False, False], 4840, 'South', (10, 12))
Element 31: (1, (10, 12), ['.', '.', '', '%'], [(16, 6), (12, 4), (16, 3)], [False, False, False, True], 38, False, [True, True, False, False], 4849, 'South', (10, 11))
Element 32: (1, (10, 11), ['.', '', '', '.'], [(15, 6), (12, 3), (17, 3)], [False, False, False, False], 36, False, [True, False, False, True], 4868, 'East', (11, 11))
Element 33: (1, (11, 11), ['', '', '%', '.'], [(15, 5), (13, 3), (18, 3)], [False, False, True, False], 34, False, [False, False, False, True], 4887, 'East', (12, 11))
Element 34: (1, (12, 11), ['', '', '%', ''], [(15, 4), (12, 3), (17, 3)], [False, False, True, False], 32, False, [False, False, False, False], 4896, 'South', (12, 10))
Element 35: (1, (12, 10), ['', '', '', ''], [(15, 3), (12, 4), (16, 3)], [False, False, False, False], 30, False, [False, False, False, False], 4895, 'East', (13, 10))
Element 36: (1, (13, 10), ['', '', '', ''], [(16, 3), (11, 4), (16, 2)], [False, False, False, False], 28, False, [False, False, False, False], 4894, 'East', (14, 10))
Element 37: (1, (14, 10), ['', '', '', ''], [(17, 3), (11, 3), (16, 1)], [False, False, False, False], 26, False, [False, False, False, False], 4893, 'East', (15, 10))
Element 38: (1, (15, 10), ['', '', '', ''], [(18, 3), (12, 3), (17, 1)], [False, False, False, False], 24, False, [False, False, False, False], 4892, 'North', (15, 11))
Element 39: (1, (15, 11), ['', '', '', ''], [(17, 3), (11, 3), (16, 1)], [False, False, False, False], 22, False, [False, False, False, False], 4891, 'North', (15, 12))
Element 40: (1, (15, 12), ['', '', '', ''], [(16, 3), (10, 3), (15, 1)], [False, False, False, False], 20, False, [False, False, False, False], 4890, 'South', (15, 11))
Element 41: (1, (15, 11), ['', '', '', ''], [(16, 2), (9, 3), (14, 1)], [False, False, False, False], 18, False, [False, False, False, False], 4889, 'South', (15, 10))
Element 42: (1, (15, 10), ['', '', '', ''], [(16, 1), (9, 4), (13, 1)], [False, False, False, False], 16, False, [False, False, False, False], 4898, 'West', (14, 10))
Element 43: (1, (14, 10), ['', '', '', ''], [(17, 1), (9, 5), (12, 1)], [False, False, False, False], 14, False, [False, False, False, False], 4907, 'West', (13, 10))
Element 44: (1, (13, 10), ['', '', '', ''], [(16, 1), (10, 5), (11, 1)], [False, False, False, False], 12, False, [False, False, False, False], 4916, 'West', (12, 10))
Element 45: (1, (12, 10), ['', '', '', ''], [(15, 1), (9, 5), (10, 1)], [False, False, False, False], 10, False, [False, False, False, False], 4915, 'West', (11, 10))
Element 46: (1, (11, 10), ['', '', '', ''], [(14, 1), (8, 5), (9, 1)], [False, False, False, False], 8, False, [False, False, False, False], 4924, 'West', (10, 10))
Element 47: (1, (10, 10), ['', '', '', ''], [(13, 1), (8, 4), (8, 1)], [False, False, False, False], 6, False, [False, False, False, False], 4933, 'West', (9, 10))
