Element 1: (2, (6, 5), ['.', '', '.', '.'], [(11, 1), (7, 4), (10, 10)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (7, 5))
Element 2: (2, (7, 5), ['', '', '.', '.'], [(12, 1), (8, 4), (11, 10)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (8, 5))
Element 3: (2, (8, 5), ['', '', '.', '.'], [(13, 1), (9, 4), (12, 10)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (9, 5))
Element 4: (2, (9, 5), ['', '', '.', '.'], [(14, 1), (9, 3), (13, 10)], [False, False, False, False], 92, False, [False, False, True, True], 136, 'East', (10, 5))
Element 5: (2, (10, 5), ['', '%', '.', 'F'], [(15, 1), (10, 3), (14, 10)], [False, True, False, False], 90, False, [False, False, True, False], 175, 'East', (11, 5))
Element 6: (2, (11, 5), ['', '.', '.', '.'], [(16, 1), (11, 3), (15, 10)], [False, False, False, False], 88, False, [False, True, True, True], 1204, 'East', (12, 5))
Element 7: (2, (12, 5), ['', '.', '.', '.'], [(16, 2), (12, 3), (16, 10)], [False, False, False, False], 86, False, [False, True, True, True], 2233, 'East', (13, 5))
Element 8: (2, (13, 5), ['', '.', '%', '.'], [(16, 3), (13, 3), (16, 9)], [False, False, True, False], 84, False, [False, True, False, True], 3262, 'East', (14, 5))
Element 9: (2, (14, 5), ['', '.', '.', '.'], [(17, 3), (13, 4), (16, 8)], [False, False, False, False], 82, False, [False, True, True, True], 3301, 'East', (15, 5))
Element 10: (2, (15, 5), ['', '.', '.', '%'], [(18, 3), (14, 4), (17, 8)], [False, False, False, True], 80, False, [False, True, True, False], 3340, 'North', (15, 6))
Element 11: (2, (15, 6), ['.', '', '%', '.'], [(17, 3), (15, 4), (18, 8)], [False, False, True, False], 78, False, [True, False, False, True], 3369, 'East', (16, 6))
