Element 1: (2, (10, 10), ['.', '', '.', '.'], [(8, 12), (11, 9), (14, 8)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (11, 10))
Element 15: (2, (16, 10), ['', '', '', '%'], [(11, 11), (14, 12), (16, 12)], [False, False, False, True], 70, False, [False, False, False, False], 1345, 'South', (16, 9))
Element 16: (2, (16, 9), ['', '', '', '%'], [(10, 11), (14, 11), (16, 11)], [False, False, False, True], 68, False, [False, False, False, False], 1354, 'South', (16, 8))
Element 17: (2, (16, 8), ['', '.', '', '.'], [(9, 11), (15, 11), (16, 10)], [False, False, False, False], 66, False, [False, True, False, True], 1363, 'East', (17, 8))
Element 18: (2, (17, 8), ['', '.', '%', '.'], [(9, 10), (15, 10), (16, 9)], [False, False, True, False], 64, False, [False, True, False, True], 1382, 'East', (18, 8))
Element 19: (2, (18, 8), ['', '.', '%', '%'], [(9, 9), (14, 10), (15, 9)], [False, False, True, True], 62, False, [False, True, False, False], 1401, 'South', (18, 7))
Element 20: (2, (18, 7), ['.', '.', '', '%'], [(8, 9), (13, 10), (15, 10)], [False, False, False, True], 60, False, [True, True, False, False], 2410, 'South', (18, 6))
Element 21: (2, (18, 6), ['.', '%', '', '%'], [(8, 10), (13, 11), (15, 11)], [False, True, False, True], 58, False, [True, False, False, False], 2429, 'West', (17, 6))
Element 22: (2, (17, 6), ['.', '%', '.', ''], [(8, 11), (13, 12), (15, 12)], [False, True, False, False], 56, False, [True, False, True, False], 2448, 'North', (17, 7))
Element 23: (2, (17, 7), ['.', '', '', ''], [(7, 11), (13, 13), (15, 13)], [False, False, False, False], 54, False, [True, False, False, False], 2467, 'West', (16, 7))
Element 24: (2, (16, 7), ['%', '.', '', ''], [(7, 10), (12, 13), (14, 13)], [True, False, False, False], 52, False, [False, True, False, False], 2486, 'South', (16, 6))
Element 25: (2, (16, 6), ['.', '%', '', ''], [(7, 9), (11, 13), (14, 12)], [False, True, False, False], 50, False, [True, False, False, False], 2505, 'West', (15, 6))
Element 26: (2, (15, 6), ['.', '.', '%', ''], [(7, 8), (10, 13), (14, 11)], [False, False, True, False], 48, False, [True, True, False, False], 2524, 'South', (15, 5))
Element 27: (2, (15, 5), ['.', '.', '', '%'], [(8, 8), (9, 13), (14, 10)], [False, False, False, True], 46, False, [True, True, False, False], 2553, 'South', (15, 4))
Element 28: (2, (15, 4), ['.', '.', '', '%'], [(7, 8), (8, 13), (14, 9)], [False, False, False, True], 44, False, [True, True, False, False], 2572, 'South', (15, 3))
Element 29: (2, (15, 3), ['%', '%', '', '.'], [(6, 8), (7, 13), (13, 9)], [True, True, False, False], 42, False, [False, False, False, True], 2601, 'East', (16, 3))
Element 30: (2, (16, 3), ['', 'F', '%', '.'], [(6, 9), (6, 13), (13, 8)], [False, False, True, False], 40, False, [False, False, False, True], 2640, 'South', (16, 2))
Element 31: (2, (16, 2), ['%', '.', '', '%'], [(6, 10), (6, 12), (13, 7)], [True, False, False, True], 38, False, [False, True, False, False], 3669, 'South', (16, 1))
Element 32: (2, (16, 1), ['.', '%', '', '.'], [(6, 11), (5, 12), (14, 7)], [False, True, False, False], 36, False, [True, False, False, True], 3708, 'East', (17, 1))
Element 33: (2, (17, 1), ['', '%', '%', '%'], [(5, 11), (5, 13), (14, 6)], [False, True, True, True], 34, False, [False, False, False, False], 3747, 'West', (16, 1))
Element 34: (2, (16, 1), ['.', '%', '', ''], [(5, 10), (4, 13), (14, 5)], [False, True, False, False], 32, False, [True, False, False, False], 3776, 'West', (15, 1))
Element 35: (2, (15, 1), ['.', '%', '%', ''], [(5, 9), (4, 12), (14, 4)], [False, True, True, False], 30, False, [True, False, False, False], 3815, 'West', (14, 1))
Element 36: (2, (14, 1), ['.', '%', '%', ''], [(5, 8), (4, 11), (13, 4)], [False, True, True, False], 28, False, [True, False, False, False], 3854, 'West', (13, 1))
Element 37: (2, (13, 1), ['.', '%', '%', ''], [(4, 8), (4, 10), (13, 5)], [False, True, True, False], 26, False, [True, False, False, False], 3893, 'West', (12, 1))
Element 38: (2, (12, 1), ['.', '%', '%', ''], [(4, 9), (3, 10), (12, 5)], [False, True, True, False], 24, False, [True, False, False, False], 3932, 'West', (11, 1))
Element 39: (2, (11, 1), ['.', '%', '%', ''], [(3, 9), (3, 11), (11, 5)], [False, True, True, False], 22, False, [True, False, False, False], 4961, 'West', (10, 1))
Element 40: (2, (10, 1), ['.', '%', '%', ''], [(3, 10), (3, 12), (11, 6)], [False, True, True, False], 20, False, [True, False, False, False], 4990, 'West', (9, 1))
Element 41: (2, (9, 1), ['.', '%', '%', ''], [(2, 10), (3, 13), (12, 6)], [False, True, True, False], 18, False, [True, False, False, False], 5029, 'West', (8, 1))
Element 42: #1#
