Element 1: (2, (15, 12), ['.', '.', 'G', '.'], [(7, 11), (5, 12), (15, 13)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (16, 12))
Element 2: (2, (16, 12), ['', '.', 'G', '.'], [(8, 11), (6, 12), (16, 13)], [False, False, False, False], 96, False, [False, True, False, True], 58, 'East', (17, 12))
Element 3: (2, (17, 12), ['', '%', 'G', '%'], [(9, 11), (7, 12), (17, 13)], [False, True, False, True], 94, False, [False, False, False, False], 97, 'West', (16, 12))
Element 4: (2, (16, 12), ['', '.', '', ''], [(10, 11), (8, 12), (18, 13)], [False, False, False, False], 92, False, [False, True, False, False], 126, 'South', (16, 11))
Element 5: (2, (16, 11), ['.', '.', '', '%'], [(11, 11), (9, 12), (17, 13)], [False, False, False, True], 90, False, [True, True, False, False], 155, 'South', (16, 10))
Element 6: (2, (16, 10), ['.', 'F', '', '%'], [(12, 11), (10, 12), (17, 12)], [False, False, False, True], 88, False, [True, False, False, False], 184, 'South', (16, 9))
Element 7: (2, (16, 9), ['.', '.', '', '%'], [(13, 11), (10, 13), (16, 12)], [False, False, False, True], 86, False, [True, True, False, False], 1203, 'South', (16, 8))
Element 8: (2, (16, 8), ['.', '.', '', '.'], [(14, 11), (11, 13), (16, 11)], [False, False, False, False], 84, False, [True, True, False, True], 1232, 'East', (17, 8))
Element 9: (2, (17, 8), ['', '.', '%', '.'], [(14, 12), (12, 13), (15, 11)], [False, False, True, False], 82, False, [False, True, False, True], 1271, 'East', (18, 8))
Element 10: (2, (18, 8), ['', '.', '%', '%'], [(14, 13), (13, 13), (15, 10)], [False, False, True, True], 80, False, [False, True, False, False], 1310, 'South', (18, 7))
Element 11: (2, (18, 7), ['.', '.', '', '%'], [(15, 13), (13, 12), (15, 9)], [False, False, False, True], 78, False, [True, True, False, False], 1339, 'South', (18, 6))
Element 12: (2, (18, 6), ['.', '%', '', '%'], [(16, 13), (14, 12), (15, 8)], [False, True, False, True], 76, False, [True, False, False, False], 1358, 'West', (17, 6))
Element 13: (2, (17, 6), ['.', '%', '.', ''], [(17, 13), (15, 12), (14, 8)], [False, True, False, False], 74, False, [True, False, True, False], 1377, 'North', (17, 7))
Element 14: (2, (17, 7), ['.', '', '', ''], [(18, 13), (16, 12), (14, 9)], [False, False, False, False], 72, False, [True, False, False, False], 1396, 'West', (16, 7))
Element 15: (2, (16, 7), ['%', '.', '', ''], [(17, 13), (17, 12), (14, 10)], [True, False, False, False], 70, False, [False, True, False, False], 1415, 'South', (16, 6))
Element 16: (2, (16, 6), ['.', '%', '', ''], [(16, 13), (17, 13), (13, 10)], [False, True, False, False], 68, False, [True, False, False, False], 1434, 'West', (15, 6))
Element 17: (2, (15, 6), ['.', '.', '%', ''], [(15, 13), (18, 13), (13, 9)], [False, False, True, False], 66, False, [True, True, False, False], 1453, 'South', (15, 5))
Element 18: (2, (15, 5), ['.', '.', '', '%'], [(16, 13), (17, 13), (13, 8)], [False, False, False, True], 64, False, [True, True, False, False], 1472, 'South', (15, 4))
Element 19: (2, (15, 4), ['.', '.', '', '%'], [(16, 12), (16, 13), (13, 7)], [False, False, False, True], 62, False, [True, True, False, False], 1491, 'South', (15, 3))
Element 20: (2, (15, 3), ['%', '%', '', '.'], [(17, 12), (15, 13), (14, 7)], [True, True, False, False], 60, False, [False, False, False, True], 1510, 'East', (16, 3))
Element 21: (2, (16, 3), ['', 'F', '%', '.'], [(16, 12), (14, 13), (14, 6)], [False, False, True, False], 58, False, [False, False, False, True], 1529, 'South', (16, 2))
Element 22: (2, (16, 2), ['%', '.', '', '%'], [(16, 11), (15, 13), (14, 5)], [True, False, False, True], 56, False, [False, True, False, False], 2538, 'South', (16, 1))
Element 23: (2, (16, 1), ['.', '%', '', '.'], [(16, 10), (16, 13), (14, 4)], [False, True, False, False], 54, False, [True, False, False, True], 2557, 'East', (17, 1))
Element 24: (2, (17, 1), ['', '%', '%', '%'], [(16, 9), (17, 13), (13, 4)], [False, True, True, True], 52, False, [False, False, False, False], 2576, 'West', (16, 1))
Element 25: (2, (16, 1), ['.', '%', '', ''], [(16, 8), (17, 12), (13, 5)], [False, True, False, False], 50, False, [True, False, False, False], 2585, 'West', (15, 1))
Element 26: (2, (15, 1), ['.', '%', '%', ''], [(17, 8), (16, 12), (12, 5)], [False, True, True, False], 48, False, [True, False, False, False], 2604, 'West', (14, 1))
Element 27: (2, (14, 1), ['.', '%', '%', ''], [(18, 8), (16, 13), (11, 5)], [False, True, True, False], 46, False, [True, False, False, False], 3613, 'West', (13, 1))
Element 28: (2, (13, 1), ['.', '%', '%', ''], [(18, 7), (16, 12), (11, 6)], [False, True, True, False], 44, False, [True, False, False, False], 3632, 'West', (12, 1))
Element 29: (2, (12, 1), ['.', '%', '%', ''], [(18, 6), (16, 11), (12, 6)], [False, True, True, False], 42, False, [True, False, False, False], 3651, 'West', (11, 1))
Element 30: (2, (11, 1), ['.', '%', '%', ''], [(17, 6), (16, 10), (12, 7)], [False, True, True, False], 40, False, [True, False, False, False], 3670, 'West', (10, 1))
Element 31: (2, (10, 1), ['.', '%', '%', ''], [(17, 7), (16, 9), (12, 8)], [False, True, True, False], 38, False, [True, False, False, False], 3689, 'West', (9, 1))
Element 32: (2, (9, 1), ['.', '%', '%', ''], [(16, 7), (16, 8), (12, 9)], [False, True, True, False], 36, False, [True, False, False, False], 3708, 'West', (8, 1))
Element 33: (2, (8, 1), ['.', '%', '.', ''], [(16, 6), (17, 8), (12, 10)], [False, True, False, False], 34, False, [True, False, True, False], 3727, 'North', (8, 2))
Element 34: (2, (8, 2), ['.', '', '.', '%'], [(15, 6), (18, 8), (11, 10)], [False, False, False, True], 32, False, [True, False, True, False], 3746, 'North', (8, 3))
Element 35: (2, (8, 3), ['.', '', '.', '.'], [(15, 5), (18, 7), (11, 9)], [False, False, False, False], 30, False, [True, False, True, True], 3765, 'East', (9, 3))
Element 36: (2, (9, 3), ['', '%', '.', '.'], [(15, 4), (18, 6), (10, 9)], [False, True, False, False], 28, False, [False, False, True, True], 3784, 'East', (10, 3))
Element 37: (2, (10, 3), ['', '%', '%', '.'], [(15, 3), (17, 6), (10, 10)], [False, True, True, False], 26, False, [False, False, False, True], 3803, 'East', (11, 3))
Element 38: (2, (11, 3), ['', '%', '.', '.'], [(16, 3), (17, 7), (9, 10)], [False, True, False, False], 24, False, [False, False, True, True], 3822, 'East', (12, 3))
Element 39: (2, (12, 3), ['', '%', '.', '.'], [(17, 3), (16, 7), (9, 9)], [False, True, False, False], 22, False, [False, False, True, True], 3851, 'East', (13, 3))
Element 40: (2, (13, 3), ['', '%', '', '%'], [(18, 3), (16, 6), (8, 9)], [False, True, False, True], 20, False, [False, False, False, False], 4870, 'North', (13, 4))
Element 41: (2, (13, 4), ['.', '', '', ''], [(17, 3), (15, 6), (8, 10)], [False, False, False, False], 18, False, [True, False, False, False], 4879, 'West', (12, 4))
Element 42: (2, (12, 4), ['.', '', '', ''], [(16, 3), (15, 5), (7, 10)], [False, False, False, False], 16, False, [True, False, False, False], 4898, 'West', (11, 4))
