Element 1: (0, (18, 8), ['.', '.', '%', '%'], [(1, 13), (5, 11), (9, 6)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (18, 7))
Element 2: (0, (18, 7), ['.', '.', '', '%'], [(2, 13), (6, 11), (10, 6)], [False, False, False, True], 96, False, [True, True, False, False], 39, 'South', (18, 6))
Element 3: (0, (18, 6), ['.', '%', '', '%'], [(3, 13), (7, 11), (11, 6)], [False, True, False, True], 94, False, [True, False, False, False], 78, 'West', (17, 6))
Element 4: (0, (17, 6), ['.', '%', '.', ''], [(4, 13), (8, 11), (11, 5)], [False, True, False, False], 92, False, [True, False, True, False], 1107, 'North', (17, 7))
Element 5: (0, (17, 7), ['.', '', '.', ''], [(5, 13), (9, 11), (12, 5)], [False, False, False, False], 90, False, [True, False, True, False], 1146, 'North', (17, 8))
Element 6: (0, (17, 8), ['.', '', '%', ''], [(6, 13), (10, 11), (13, 5)], [False, False, True, False], 88, False, [True, False, False, False], 1185, 'West', (16, 8))
Element 7: (0, (16, 8), ['.', '.', 'F', ''], [(7, 13), (11, 11), (14, 5)], [False, False, False, False], 86, False, [True, True, False, False], 1224, 'North', (16, 9))
Element 8: (0, (16, 9), ['.', '', '.', '%'], [(8, 13), (12, 11), (15, 5)], [False, False, False, True], 84, False, [True, False, True, False], 2253, 'North', (16, 10))
Element 9: (0, (16, 10), ['.', '', '.', '%'], [(9, 13), (13, 11), (15, 6)], [False, False, False, True], 82, False, [True, False, True, False], 2292, 'North', (16, 11))
Element 10: (0, (16, 11), ['.', '', '.', '%'], [(10, 13), (14, 11), (16, 6)], [False, False, False, True], 80, False, [True, False, True, False], 2331, 'North', (16, 12))
Element 11: (0, (16, 12), ['.', '', '.', '.'], [(11, 13), (15, 11), (16, 7)], [False, False, False, False], 78, False, [True, False, True, True], 2370, 'East', (17, 12))
Element 12: (0, (17, 12), ['', '%', '.', '%'], [(12, 13), (15, 12), (17, 7)], [False, True, False, True], 76, False, [False, False, True, False], 2399, 'North', (17, 13))
Element 13: (0, (17, 13), ['.', '', '%', '.'], [(13, 13), (15, 13), (18, 7)], [False, False, True, False], 74, False, [True, False, False, True], 2428, 'East', (18, 13))
Element 14: (0, (18, 13), ['', '%', '%', '%'], [(14, 13), (16, 13), (18, 8)], [False, True, True, True], 72, False, [False, False, False, False], 2457, 'West', (17, 13))
Element 15: (0, (17, 13), ['', '', '%', ''], [(14, 12), (16, 12), (17, 8)], [False, False, True, False], 70, False, [False, False, False, False], 2466, 'West', (16, 13))
Element 16: (0, (16, 13), ['', '', '%', ''], [(13, 12), (17, 12), (16, 8)], [False, False, True, False], 68, False, [False, False, False, False], 2475, 'West', (15, 13))
Element 17: (0, (15, 13), ['', '', '%', ''], [(13, 11), (17, 13), (15, 8)], [False, False, True, False], 66, False, [False, False, False, False], 2484, 'South', (15, 12))
Element 18: (0, (15, 12), ['', '', '', ''], [(13, 10), (18, 13), (15, 9)], [False, False, False, False], 64, False, [False, False, False, False], 2503, 'South', (15, 11))
Element 19: (0, (15, 11), ['', 'G', '', ''], [(14, 10), (17, 13), (15, 10)], [False, False, False, False], 62, False, [False, False, False, False], 2522, 'West', (14, 11))
Element 20: (0, (14, 11), ['', '', '', ''], [(14, 9), (17, 12), (16, 10)], [False, False, False, False], 60, False, [False, False, False, False], 2531, 'North', (14, 12))
Element 21: (0, (14, 12), ['', '', '', ''], [(14, 8), (16, 12), (16, 11)], [False, False, False, False], 58, False, [False, False, False, False], 2540, 'North', (14, 13))
Element 22: (0, (14, 13), ['', '', '%', ''], [(14, 7), (15, 12), (16, 12)], [False, False, True, False], 56, False, [False, False, False, False], 2549, 'West', (13, 13))
Element 23: (0, (13, 13), ['', '', '%', ''], [(14, 6), (14, 12), (17, 12)], [False, False, True, False], 54, False, [False, False, False, False], 2558, 'South', (13, 12))
Element 24: (0, (13, 12), ['%', '', '', ''], [(15, 6), (14, 13), (17, 13)], [True, False, False, False], 52, False, [False, False, False, False], 2557, 'South', (13, 11))
Element 25: (0, (13, 11), ['', '', '', ''], [(16, 6), (13, 13), (18, 13)], [False, False, False, False], 50, False, [False, False, False, False], 2556, 'South', (13, 10))
Element 26: (0, (13, 10), ['.', '.', '', ''], [(17, 6), (13, 12), (17, 13)], [False, False, False, False], 48, False, [True, True, False, False], 2555, 'South', (13, 9))
Element 27: (0, (13, 9), ['.', '.', '', ''], [(18, 6), (13, 13), (16, 13)], [False, False, False, False], 46, False, [True, True, False, False], 2564, 'South', (13, 8))
Element 28: (0, (13, 8), ['.', '.', '', ''], [(18, 7), (12, 13), (15, 13)], [False, False, False, False], 44, False, [True, True, False, False], 2573, 'South', (13, 7))
Element 29: (0, (13, 7), ['.', '%', '', ''], [(18, 8), (11, 13), (15, 12)], [False, True, False, False], 42, False, [True, False, False, False], 2582, 'West', (12, 7))
Element 30: (0, (12, 7), ['.', '.', '.', ''], [(17, 8), (10, 13), (15, 11)], [False, False, False, False], 40, False, [True, True, True, False], 2591, 'North', (12, 8))
Element 31: (0, (12, 8), ['%', '', '.', ''], [(17, 7), (10, 12), (14, 11)], [True, False, False, False], 38, False, [False, False, True, False], 2610, 'North', (12, 9))
Element 32: (0, (12, 9), ['.', '', '.', ''], [(16, 7), (9, 12), (14, 12)], [False, False, False, False], 36, False, [True, False, True, False], 2629, 'North', (12, 10))
Element 33: (0, (12, 10), ['.', '', '', ''], [(16, 8), (8, 12), (14, 13)], [False, False, False, False], 34, False, [True, False, False, False], 2648, 'West', (11, 10))
Element 34: (0, (11, 10), ['.', '.', '', ''], [(16, 9), (7, 12), (13, 13)], [False, False, False, False], 32, False, [True, True, False, False], 2667, 'South', (11, 9))
Element 35: (0, (11, 9), ['.', '%', '', ''], [(16, 10), (6, 12), (13, 12)], [False, True, False, False], 30, False, [True, False, False, False], 2686, 'West', (10, 9))
