Element 1: (2, (4, 10), ['G', '.', '.', '.'], [(3, 10), (5, 6), (16, 4)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (5, 10))
Element 2: (2, (5, 10), ['', '.', '.', '.'], [(3, 11), (6, 6), (16, 3)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (6, 10))
Element 3: (2, (6, 10), ['', '%', '.', '.'], [(4, 11), (7, 6), (17, 3)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (7, 10))
Element 4: (2, (7, 10), ['', '%', '.', '.'], [(5, 11), (8, 6), (18, 3)], [False, True, False, False], 92, False, [False, False, True, True], 136, 'East', (8, 10))
Element 5: (2, (8, 10), ['', '%', 'F', '.'], [(6, 11), (9, 6), (17, 3)], [False, True, False, False], 90, False, [False, False, False, True], 165, 'North', (8, 11))
Element 6: (2, (8, 11), ['G', '', '%', '.'], [(7, 11), (10, 6), (16, 3)], [False, False, True, False], 88, False, [False, False, False, True], 1184, 'East', (9, 11))
Element 7: (2, (9, 11), ['G', '.', 'F', '.'], [(8, 11), (11, 6), (16, 4)], [False, False, False, False], 86, False, [False, True, False, True], 1203, 'North', (9, 12))
Element 8: (2, (9, 12), ['%', 'G', '%', '.'], [(9, 11), (12, 6), (15, 4)], [True, False, True, False], 84, False, [False, False, False, True], 2222, 'East', (10, 12))
Element 9: (2, (10, 12), ['', 'G', '%', '.'], [(10, 11), (13, 6), (14, 4)], [False, False, True, False], 82, False, [False, False, False, True], 2261, 'East', (11, 12))
Element 10: (2, (11, 12), ['', 'G', '%', '.'], [(11, 11), (14, 6), (15, 4)], [False, False, True, False], 80, False, [False, False, False, True], 2290, 'East', (12, 12))
Element 11: (2, (12, 12), ['', 'G', '.', '.'], [(12, 11), (15, 6), (16, 4)], [False, False, False, False], 78, False, [False, False, True, True], 2319, 'East', (13, 12))
Element 12: (2, (13, 12), ['', 'G', '.', '.'], [(13, 11), (16, 6), (16, 4)], [False, False, False, False], 76, False, [False, False, True, True], 2348, 'East', (14, 12))
Element 13: (2, (14, 12), ['', '%', '.', '.'], [(13, 10), (17, 6), (16, 3)], [False, True, False, False], 74, False, [False, False, True, True], 2377, 'East', (15, 12))
Element 14: (2, (15, 12), ['', '%', '.', '.'], [(14, 10), (17, 7), (17, 3)], [False, True, False, False], 72, False, [False, False, True, True], 2406, 'East', (16, 12))
Element 15: (2, (16, 12), ['', '.', '.', '%'], [(15, 10), (18, 7), (18, 3)], [False, False, False, True], 70, False, [False, True, True, False], 2435, 'North', (16, 13))
Element 16: (2, (16, 13), ['.', '', '%', '%'], [(15, 9), (17, 7), (17, 3)], [False, False, True, True], 68, False, [True, False, False, False], 2454, 'West', (15, 13))
Element 17: (2, (15, 13), ['.', '', '%', ''], [(16, 9), (16, 7), (16, 3)], [False, False, True, False], 66, False, [True, False, False, False], 2483, 'West', (14, 13))
Element 18: (2, (14, 13), ['.', '', '%', ''], [(17, 9), (15, 7), (16, 4)], [False, False, True, False], 64, False, [True, False, False, False], 2512, 'West', (13, 13))
Element 19: (2, (13, 13), ['.', '', '%', ''], [(18, 9), (14, 7), (15, 4)], [False, False, True, False], 62, False, [True, False, False, False], 2541, 'West', (12, 13))
Element 20: (2, (12, 13), ['%', '', '%', ''], [(17, 9), (14, 8), (14, 4)], [True, False, True, False], 60, False, [False, False, False, False], 2560, 'East', (13, 13))
