Element 1: (0, (7, 11), ['.', '.', '%', 'F'], [(4, 13), (13, 2), (16, 12)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 11))
Element 2: (0, (8, 11), ['', '.', '%', '.'], [(5, 13), (14, 2), (16, 13)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(5, 12), (15, 2), (15, 13)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(6, 12), (15, 1), (15, 12)], [True, False, True, False], 92, False, [False, False, False, True], 2097, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(6, 11), (14, 1), (14, 12)], [False, False, True, False], 90, False, [False, True, False, True], 2136, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(6, 10), (13, 1), (14, 13)], [False, False, True, False], 88, False, [False, True, False, True], 2175, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', '.'], [(7, 10), (12, 1), (13, 13)], [False, False, False, False], 86, False, [False, True, True, True], 2214, 'East', (13, 12))
Element 8: (0, (13, 12), ['', '.', '', ''], [(8, 10), (12, 2), (12, 13)], [False, False, False, False], 84, False, [False, True, False, False], 2253, 'South', (13, 11))
Element 9: (0, (13, 11), ['.', '.', '', '%'], [(9, 10), (12, 3), (12, 12)], [False, False, False, True], 82, False, [True, True, False, False], 2282, 'South', (13, 10))
Element 10: (0, (13, 10), ['.', '.', '', '.'], [(10, 10), (11, 3), (12, 11)], [False, False, False, False], 80, False, [True, True, False, True], 2321, 'East', (14, 10))
Element 11: (0, (14, 10), ['', '.', '%', '.'], [(11, 10), (11, 2), (12, 10)], [False, False, True, False], 78, False, [False, True, False, True], 2360, 'East', (15, 10))
Element 12: (0, (15, 10), ['', '.', '%', '%'], [(11, 11), (11, 1), (12, 9)], [False, False, True, True], 76, False, [False, True, False, False], 2399, 'South', (15, 9))
Element 13: (0, (15, 9), ['.', '%', '', '.'], [(10, 11), (11, 2), (13, 9)], [False, True, False, False], 74, False, [True, False, False, True], 2428, 'East', (16, 9))
Element 14: (0, (16, 9), ['', '%', '%', '.'], [(10, 12), (10, 2), (14, 9)], [False, True, True, False], 72, False, [False, False, False, True], 2457, 'East', (17, 9))
Element 15: (0, (17, 9), ['', '%', '.', '.'], [(11, 12), (10, 3), (14, 8)], [False, True, False, False], 70, False, [False, False, True, True], 2486, 'East', (18, 9))
Element 16: (0, (18, 9), ['', '%', '%', '%'], [(12, 12), (9, 3), (14, 7)], [False, True, True, True], 68, False, [False, False, False, False], 2515, 'West', (17, 9))
Element 17: (0, (17, 9), ['', '%', '.', ''], [(13, 12), (9, 2), (15, 7)], [False, True, False, False], 66, False, [False, False, True, False], 2534, 'North', (17, 10))
Element 18: (0, (17, 10), ['%', '', '.', '%'], [(14, 12), (9, 3), (16, 7)], [True, False, False, True], 64, False, [False, False, True, False], 2553, 'North', (17, 11))
Element 19: (0, (17, 11), ['.', '', '%', '.'], [(15, 12), (10, 3), (17, 7)], [False, False, True, False], 62, False, [True, False, False, True], 2572, 'East', (18, 11))
Element 20: (0, (18, 11), ['', '%', '%', '%'], [(16, 12), (10, 2), (18, 7)], [False, True, True, True], 60, False, [False, False, False, False], 2591, 'West', (17, 11))
Element 21: (0, (17, 11), ['G', '', '%', ''], [(16, 11), (9, 2), (17, 7)], [False, False, True, False], 58, False, [False, False, False, False], 2600, 'South', (17, 10))
Element 22: (0, (17, 10), ['%', '', 'G', '%'], [(17, 11), (10, 2), (17, 6)], [True, False, False, True], 56, False, [False, False, False, False], 2609, 'South', (17, 9))
Element 23: (0, (17, 9), ['', '%', '', ''], [(18, 11), (11, 2), (16, 6)], [False, True, False, False], 54, False, [False, False, False, False], 2618, 'North', (17, 10))
Element 24: (0, (17, 10), ['%', '', 'G', '%'], [(17, 11), (11, 3), (15, 6)], [True, False, False, True], 52, False, [False, False, False, False], 2627, 'South', (17, 9))
Element 25: (0, (17, 9), ['', '%', 'G', ''], [(17, 10), (10, 3), (14, 6)], [False, True, False, False], 50, False, [False, False, False, False], 2636, 'West', (16, 9))
Element 26: (0, (16, 9), ['', '%', '%', 'G'], [(17, 9), (11, 3), (13, 6)], [False, True, True, False], 48, False, [False, False, False, False], 2645, 'West', (15, 9))
