Element 1: (3, (6, 11), ['', '.', '.', '.'], [(12, 2), (6, 8), (5, 12)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (7, 11))
Element 2: (3, (7, 11), ['', '.', '%', 'F'], [(13, 2), (7, 8), (6, 12)], [False, False, True, False], 96, False, [False, True, False, False], 1058, 'East', (8, 11))
Element 3: (3, (8, 11), ['', '.', '%', '.'], [(14, 2), (8, 8), (6, 11)], [False, False, True, False], 94, False, [False, True, False, True], 2077, 'East', (9, 11))
Element 4: (3, (9, 11), ['', '.', 'F', '.'], [(15, 2), (9, 8), (6, 10)], [False, False, False, False], 92, False, [False, True, False, True], 2116, 'North', (9, 12))
Element 5: (3, (9, 12), ['%', '', '%', '.'], [(15, 1), (10, 8), (7, 10)], [True, False, True, False], 90, False, [False, False, False, True], 4135, 'East', (10, 12))
Element 6: (3, (10, 12), ['', '.', '%', '.'], [(14, 1), (10, 7), (8, 10)], [False, False, True, False], 88, False, [False, True, False, True], 4174, 'East', (11, 12))
Element 7: (3, (11, 12), ['', '.', '%', '.'], [(13, 1), (11, 7), (9, 10)], [False, False, True, False], 86, False, [False, True, False, True], 4213, 'East', (12, 12))
Element 8: (3, (12, 12), ['', '.', '.', '.'], [(12, 1), (12, 7), (10, 10)], [False, False, False, False], 84, False, [False, True, True, True], 4252, 'East', (13, 12))
Element 9: (3, (13, 12), ['', '.', '.', '.'], [(11, 1), (13, 7), (11, 10)], [False, False, False, False], 82, False, [False, True, True, True], 4291, 'East', (14, 12))
Element 10: (3, (14, 12), ['', '%', '.', '.'], [(12, 1), (14, 7), (12, 10)], [False, True, False, False], 80, False, [False, False, True, True], 4320, 'East', (15, 12))
Element 11: (3, (15, 12), ['', '%', '.', '.'], [(13, 1), (15, 7), (13, 10)], [False, True, False, False], 78, False, [False, False, True, True], 4349, 'East', (16, 12))
Element 12: (3, (16, 12), ['', '.', '.', '%'], [(14, 1), (16, 7), (14, 10)], [False, False, False, True], 76, False, [False, True, True, False], 4378, 'North', (16, 13))
