Element 1: (3, (6, 11), ['', '.', '.', '.'], [(12, 2), (6, 8), (5, 12)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (7, 11))
Element 13: (3, (16, 13), ['.', '', '%', '%'], [(15, 1), (17, 7), (15, 10)], [False, False, True, True], 74, False, [True, False, False, False], 4407, 'West', (15, 13))
Element 14: (3, (15, 13), ['.', '', '%', ''], [(15, 2), (18, 7), (15, 9)], [False, False, True, False], 72, False, [True, False, False, False], 4436, 'West', (14, 13))
Element 15: (3, (14, 13), ['.', '', '%', ''], [(14, 2), (17, 7), (16, 9)], [False, False, True, False], 70, False, [True, False, False, False], 4455, 'West', (13, 13))
Element 16: (3, (13, 13), ['.', '', '%', ''], [(14, 1), (17, 6), (17, 9)], [False, False, True, False], 68, False, [True, False, False, False], 4484, 'West', (12, 13))
Element 17: (3, (12, 13), ['%', '', '%', ''], [(14, 2), (16, 6), (18, 9)], [True, False, True, False], 66, False, [False, False, False, False], 4513, 'East', (13, 13))
Element 18: (3, (13, 13), ['', '', '%', ''], [(13, 2), (15, 6), (17, 9)], [False, False, True, False], 64, False, [False, False, False, False], 4522, 'East', (14, 13))
Element 19: (3, (14, 13), ['', '', '%', ''], [(13, 1), (14, 6), (17, 10)], [False, False, True, False], 62, False, [False, False, False, False], 4541, 'East', (15, 13))
Element 20: (3, (15, 13), ['', '', '%', ''], [(13, 2), (13, 6), (17, 11)], [False, False, True, False], 60, False, [False, False, False, False], 4560, 'East', (16, 13))
Element 21: (3, (16, 13), ['', '', '%', '%'], [(12, 2), (13, 5), (18, 11)], [False, False, True, True], 58, False, [False, False, False, False], 4579, 'South', (16, 12))
Element 22: (3, (16, 12), ['', '.', '', '%'], [(12, 3), (12, 5), (17, 11)], [False, False, False, True], 56, False, [False, True, False, False], 4598, 'South', (16, 11))
Element 23: (3, (16, 11), ['%', '%', '', ''], [(11, 3), (12, 6), (17, 10)], [True, True, False, False], 54, False, [False, False, False, False], 4627, 'East', (17, 11))
Element 24: (3, (17, 11), ['', '', '%', ''], [(10, 3), (11, 6), (17, 9)], [False, False, True, False], 52, False, [False, False, False, False], 4646, 'East', (18, 11))
Element 25: (3, (18, 11), ['', '%', '%', '%'], [(10, 2), (11, 5), (17, 10)], [False, True, True, True], 50, False, [False, False, False, False], 4665, 'West', (17, 11))
Element 26: (3, (17, 11), ['', '', '%', ''], [(9, 2), (10, 5), (17, 9)], [False, False, True, False], 48, False, [False, False, False, False], 4684, 'South', (17, 10))
Element 27: (3, (17, 10), ['%', '', '', '%'], [(9, 3), (10, 6), (16, 9)], [True, False, False, True], 46, False, [False, False, False, False], 4703, 'South', (17, 9))
Element 28: (3, (17, 9), ['', '%', '', ''], [(9, 2), (9, 6), (15, 9)], [False, True, False, False], 44, False, [False, False, False, False], 4712, 'East', (18, 9))
Element 29: (3, (18, 9), ['', '%', '%', '%'], [(10, 2), (9, 7), (14, 9)], [False, True, True, True], 42, False, [False, False, False, False], 4731, 'West', (17, 9))
Element 30: (3, (17, 9), ['', '%', '', ''], [(10, 3), (9, 6), (14, 8)], [False, True, False, False], 40, False, [False, False, False, False], 4740, 'West', (16, 9))
Element 31: (3, (16, 9), ['', '%', '%', ''], [(9, 3), (9, 5), (13, 8)], [False, True, True, False], 38, False, [False, False, False, False], 4759, 'West', (15, 9))
Element 32: (3, (15, 9), ['', '%', '', ''], [(10, 3), (8, 5), (13, 9)], [False, True, False, False], 36, False, [False, False, False, False], 4778, 'North', (15, 10))
Element 33: (3, (15, 10), ['', '', '%', '%'], [(11, 3), (8, 6), (12, 9)], [False, False, True, True], 34, False, [False, False, False, False], 4797, 'West', (14, 10))
Element 34: (3, (14, 10), ['', '', '%', ''], [(12, 3), (7, 6), (12, 8)], [False, False, True, False], 32, False, [False, False, False, False], 4816, 'South', (14, 9))
Element 35: (3, (14, 9), ['', '', '', ''], [(12, 2), (7, 5), (12, 7)], [False, False, False, False], 30, False, [False, False, False, False], 4825, 'South', (14, 8))
Element 36: (3, (14, 8), ['', '', '', '%'], [(12, 1), (6, 5), (13, 7)], [False, False, False, True], 28, False, [False, False, False, False], 4834, 'South', (14, 7))
Element 37: #1#
