Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(16, 13), (14, 12), (18, 7)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(16, 12), (15, 12), (17, 7)], [False, True, True, False], 96, False, [False, False, False, True], 1038, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', '.'], [(16, 11), (15, 13), (17, 6)], [False, True, True, False], 94, False, [False, False, False, True], 1067, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', '.'], [(17, 11), (14, 13), (16, 6)], [False, True, True, False], 92, False, [False, False, False, True], 1106, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', 'F'], [(18, 11), (13, 13), (16, 7)], [False, False, True, False], 90, False, [False, True, False, False], 1145, 'East', (10, 8))
Element 6: (1, (10, 8), ['', '.', '%', '%'], [(17, 11), (13, 12), (15, 7)], [False, False, True, True], 88, False, [False, True, False, False], 2164, 'South', (10, 7))
Element 7: (1, (10, 7), ['.', '.', '', '.'], [(17, 10), (13, 11), (15, 6)], [False, False, False, False], 86, False, [True, True, False, True], 2203, 'East', (11, 7))
Element 8: (1, (11, 7), ['', '.', '%', '.'], [(17, 9), (13, 10), (14, 6)], [False, False, True, False], 84, False, [False, True, False, True], 2242, 'East', (12, 7))
Element 9: (1, (12, 7), ['', '.', '.', '.'], [(18, 9), (14, 10), (14, 7)], [False, False, False, False], 82, False, [False, True, True, True], 2281, 'East', (13, 7))
Element 10: (1, (13, 7), ['', '.', '.', ''], [(17, 9), (15, 10), (14, 8)], [False, False, False, False], 80, False, [False, True, True, False], 2310, 'North', (13, 8))
Element 11: (1, (13, 8), ['.', '', '.', ''], [(16, 9), (15, 9), (14, 9)], [False, False, False, False], 78, False, [True, False, True, False], 2349, 'North', (13, 9))
Element 12: (1, (13, 9), ['.', '', '', ''], [(17, 9), (15, 10), (15, 9)], [False, False, False, False], 76, False, [True, False, False, False], 2358, 'West', (12, 9))
Element 13: (1, (12, 9), ['.', '.', '.', ''], [(17, 10), (14, 10), (16, 9)], [False, False, False, False], 74, False, [True, True, True, False], 2367, 'North', (12, 10))
Element 14: (1, (12, 10), ['.', '', '.', ''], [(17, 11), (14, 9), (17, 9)], [False, False, False, False], 72, False, [True, False, True, False], 2376, 'North', (12, 11))
Element 15: (1, (12, 11), ['.', '', '.', ''], [(16, 11), (14, 8), (18, 9)], [False, False, False, False], 70, False, [True, False, True, False], 2385, 'North', (12, 12))
Element 16: (1, (12, 12), ['.', '', '.', ''], [(16, 12), (14, 7), (17, 9)], [False, False, False, False], 68, False, [True, False, True, False], 2394, 'North', (12, 13))
Element 17: (1, (12, 13), ['%', '', '%', ''], [(15, 12), (15, 7), (17, 10)], [True, False, True, False], 66, False, [False, False, False, False], 2403, 'East', (13, 13))
Element 18: (1, (13, 13), ['', '', '%', ''], [(14, 12), (16, 7), (17, 11)], [False, False, True, False], 64, False, [False, False, False, False], 2402, 'East', (14, 13))
Element 19: (1, (14, 13), ['', '', '%', ''], [(13, 12), (17, 7), (18, 11)], [False, False, True, False], 62, False, [False, False, False, False], 2401, 'East', (15, 13))
Element 20: (1, (15, 13), ['', '', '%', ''], [(13, 13), (18, 7), (17, 11)], [False, False, True, False], 60, False, [False, False, False, False], 2400, 'East', (16, 13))
Element 21: (1, (16, 13), ['', '', '%', '%'], [(14, 13), (17, 7), (16, 11)], [False, False, True, True], 58, False, [False, False, False, False], 2399, 'South', (16, 12))
Element 22: (1, (16, 12), ['', '', '', '%'], [(13, 13), (17, 6), (17, 11)], [False, False, False, True], 56, False, [False, False, False, False], 2398, 'South', (16, 11))
Element 23: (1, (16, 11), ['%', '%', '', ''], [(12, 13), (16, 6), (17, 10)], [True, True, False, False], 54, False, [False, False, False, False], 2397, 'East', (17, 11))
Element 24: (1, (17, 11), ['', '', '%', ''], [(12, 12), (15, 6), (17, 9)], [False, False, True, False], 52, False, [False, False, False, False], 2396, 'East', (18, 11))
Element 25: (1, (18, 11), ['', '%', '%', '%'], [(11, 12), (14, 6), (16, 9)], [False, True, True, True], 50, False, [False, False, False, False], 2405, 'West', (17, 11))
Element 26: (1, (17, 11), ['', '', '%', ''], [(11, 11), (13, 6), (15, 9)], [False, False, True, False], 48, False, [False, False, False, False], 2424, 'South', (17, 10))
Element 27: (1, (17, 10), ['%', '', '', '%'], [(11, 10), (13, 5), (15, 10)], [True, False, False, True], 46, False, [False, False, False, False], 2443, 'South', (17, 9))
Element 28: (1, (17, 9), ['', '%', '', ''], [(11, 9), (12, 5), (14, 10)], [False, True, False, False], 44, False, [False, False, False, False], 2462, 'East', (18, 9))
