Element 1: (3, (17, 10), ['%', '.', '.', '%'], [(6, 11), (6, 4), (12, 2)], [True, False, False, True], 98, False, [False, True, True, False], 1019, 'North', (17, 11))
Element 2: (3, (17, 11), ['.', '', '%', '.'], [(7, 11), (6, 5), (13, 2)], [False, False, True, False], 96, False, [True, False, False, True], 1058, 'East', (18, 11))
Element 3: (3, (18, 11), ['', '%', '%', '%'], [(8, 11), (7, 5), (14, 2)], [False, True, True, True], 94, False, [False, False, False, False], 2087, 'West', (17, 11))
Element 4: (3, (17, 11), ['.', '', '%', ''], [(9, 11), (8, 5), (15, 2)], [False, False, True, False], 92, False, [True, False, False, False], 2116, 'West', (16, 11))
Element 5: (3, (16, 11), ['%', '%', '.', ''], [(9, 12), (9, 5), (15, 1)], [True, True, False, False], 90, False, [False, False, True, False], 3145, 'North', (16, 12))
Element 6: (3, (16, 12), ['.', '', '.', '%'], [(10, 12), (10, 5), (14, 1)], [False, False, False, True], 88, False, [True, False, True, False], 3184, 'North', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', '%'], [(11, 12), (11, 5), (13, 1)], [False, False, True, True], 86, False, [True, False, False, False], 3223, 'West', (15, 13))
Element 8: (3, (15, 13), ['.', '.', '%', ''], [(12, 12), (12, 5), (12, 1)], [False, False, True, False], 84, False, [True, True, False, False], 3262, 'South', (15, 12))
Element 9: (3, (15, 12), ['.', '%', '', ''], [(13, 12), (13, 5), (11, 1)], [False, True, False, False], 82, False, [True, False, False, False], 3301, 'West', (14, 12))
Element 10: (3, (14, 12), ['', '%', '.', ''], [(13, 13), (13, 6), (11, 2)], [False, True, False, False], 80, False, [False, False, True, False], 3340, 'North', (14, 13))
Element 11: (3, (14, 13), ['', '', '%', ''], [(12, 13), (14, 6), (11, 3)], [False, False, True, False], 78, False, [False, False, False, False], 3379, 'West', (13, 13))
Element 12: (3, (13, 13), ['', '', '%', ''], [(12, 12), (15, 6), (10, 3)], [False, False, True, False], 76, False, [False, False, False, False], 3398, 'South', (13, 12))
Element 13: (3, (13, 12), ['', '.', '', ''], [(11, 12), (16, 6), (10, 2)], [False, False, False, False], 74, False, [False, True, False, False], 3417, 'South', (13, 11))
Element 14: (3, (13, 11), ['.', '.', '', '%'], [(10, 12), (17, 6), (9, 2)], [False, False, False, True], 72, False, [True, True, False, False], 3446, 'South', (13, 10))
Element 15: (3, (13, 10), ['.', '.', '', '.'], [(11, 12), (17, 7), (9, 3)], [False, False, False, False], 70, False, [True, True, False, True], 3475, 'East', (14, 10))
Element 16: (3, (14, 10), ['', '.', '%', '.'], [(12, 12), (18, 7), (9, 2)], [False, False, True, False], 68, False, [False, True, False, True], 3494, 'East', (15, 10))
Element 17: (3, (15, 10), ['', '.', '%', '%'], [(12, 13), (17, 7), (10, 2)], [False, False, True, True], 66, False, [False, True, False, False], 3503, 'South', (15, 9))
Element 18: (3, (15, 9), ['.', '%', '', '.'], [(12, 12), (16, 7), (10, 3)], [False, True, False, False], 64, False, [True, False, False, True], 3522, 'East', (16, 9))
Element 19: (3, (16, 9), ['', '%', '%', '.'], [(12, 11), (15, 7), (9, 3)], [False, True, True, False], 62, False, [False, False, False, True], 3551, 'East', (17, 9))
Element 20: (3, (17, 9), ['', '%', '', '.'], [(12, 10), (14, 7), (10, 3)], [False, True, False, False], 60, False, [False, False, False, True], 3580, 'East', (18, 9))
Element 21: (3, (18, 9), ['', '%', '%', '%'], [(12, 9), (14, 8), (11, 3)], [False, True, True, True], 58, False, [False, False, False, False], 3609, 'West', (17, 9))
Element 22: (3, (17, 9), ['', '%', '', ''], [(13, 9), (14, 9), (11, 2)], [False, True, False, False], 56, False, [False, False, False, False], 3628, 'West', (16, 9))
Element 23: (3, (16, 9), ['G', '%', '%', ''], [(13, 8), (15, 9), (10, 2)], [False, True, True, False], 54, False, [False, False, False, False], 3637, 'East', (17, 9))
Element 24: (3, (17, 9), ['G', '%', '', ''], [(13, 7), (16, 9), (11, 2)], [False, True, False, False], 52, False, [False, False, False, False], 3646, 'West', (16, 9))
Element 25: (3, (16, 9), ['', '%', '%', 'G'], [(12, 7), (17, 9), (11, 1)], [False, True, True, False], 50, False, [False, False, False, False], 3655, 'West', (15, 9))
Element 26: (3, (15, 9), ['', '%', '', ''], [(12, 8), (18, 9), (12, 1)], [False, True, False, False], 48, False, [False, False, False, False], 3664, 'North', (15, 10))
Element 27: (3, (15, 10), ['', '', '%', '%'], [(12, 7), (17, 9), (13, 1)], [False, False, True, True], 46, False, [False, False, False, False], 3663, 'West', (14, 10))
Element 28: (3, (14, 10), ['', '', '%', ''], [(12, 6), (17, 10), (14, 1)], [False, False, True, False], 44, False, [False, False, False, False], 3672, 'South', (14, 9))
Element 29: (3, (14, 9), ['', '', '', ''], [(11, 6), (17, 11), (15, 1)], [False, False, False, False], 42, False, [False, False, False, False], 3681, 'South', (14, 8))
Element 30: (3, (14, 8), ['', '', '', '%'], [(11, 7), (18, 11), (15, 2)], [False, False, False, True], 40, False, [False, False, False, False], 3690, 'South', (14, 7))
Element 31: (3, (14, 7), ['', '', '', ''], [(10, 7), (17, 11), (14, 2)], [False, False, False, False], 38, False, [False, False, False, False], 3699, 'East', (15, 7))
Element 32: (3, (15, 7), ['', '', '%', ''], [(10, 8), (16, 11), (14, 1)], [False, False, True, False], 36, False, [False, False, False, False], 4698, 'East', (16, 7))
Element 33: (3, (16, 7), ['', '', '%', ''], [(9, 8), (16, 12), (14, 2)], [False, False, True, False], 34, False, [False, False, False, False], 4707, 'East', (17, 7))
Element 34: (3, (17, 7), ['', '', '%', ''], [(9, 7), (16, 13), (13, 2)], [False, False, True, False], 32, False, [False, False, False, False], 4716, 'East', (18, 7))
Element 35: (3, (18, 7), ['', '%', '%', '%'], [(9, 6), (15, 13), (13, 1)], [False, True, True, True], 30, False, [False, False, False, False], 4725, 'West', (17, 7))
Element 36: (3, (17, 7), ['', '', '%', ''], [(10, 6), (15, 12), (13, 2)], [False, False, True, False], 28, False, [False, False, False, False], 4734, 'South', (17, 6))
Element 37: (3, (17, 6), ['', '%', '', '%'], [(10, 5), (14, 12), (12, 2)], [False, True, False, True], 26, False, [False, False, False, False], 4733, 'West', (16, 6))
Element 38: (3, (16, 6), ['', '%', '', ''], [(11, 5), (14, 13), (12, 1)], [False, True, False, False], 24, False, [False, False, False, False], 4732, 'West', (15, 6))
Element 39: (3, (15, 6), ['', '%', '', ''], [(12, 5), (13, 13), (12, 2)], [False, True, False, False], 22, False, [False, False, False, False], 4731, 'West', (14, 6))
Element 40: (3, (14, 6), ['', '%', '', ''], [(13, 5), (13, 12), (11, 2)], [False, True, False, False], 20, False, [False, False, False, False], 4730, 'West', (13, 6))
Element 41: (3, (13, 6), ['', '', '', ''], [(12, 5), (13, 11), (12, 2)], [False, False, False, False], 18, False, [False, False, False, False], 4729, 'North', (13, 7))
Element 42: (3, (13, 7), ['', '', '', ''], [(11, 5), (13, 10), (12, 3)], [False, False, False, False], 16, False, [False, False, False, False], 4728, 'North', (13, 8))
Element 43: (3, (13, 8), ['', '', '', ''], [(10, 5), (14, 10), (11, 3)], [False, False, False, False], 14, False, [False, False, False, False], 4727, 'North', (13, 9))
Element 44: (3, (13, 9), ['', '', '', ''], [(9, 5), (15, 10), (12, 3)], [False, False, False, False], 12, False, [False, False, False, False], 4726, 'West', (12, 9))
Element 45: (3, (12, 9), ['.', '', '', ''], [(8, 5), (14, 10), (12, 3)], [False, False, False, False], 10, False, [True, False, False, False], 4725, 'West', (11, 9))
Element 46: (3, (11, 9), ['%', '%', '.', ''], [(8, 6), (13, 10), (12, 2)], [True, True, False, False], 8, False, [False, False, True, False], 4744, 'North', (11, 10))
Element 47: (3, (11, 10), ['.', '', '.', ''], [(7, 6), (13, 9), (13, 2)], [False, False, False, False], 6, False, [True, False, True, False], 4763, 'North', (11, 11))
Element 48: (3, (11, 11), ['.', '', '', ''], [(6, 6), (13, 8), (14, 2)], [False, False, False, False], 4, False, [True, False, False, False], 4782, 'West', (10, 11))
Element 49: (3, (10, 11), ['', '.', '', ''], [(5, 6), (13, 7), (15, 2)], [False, False, False, False], 2, False, [False, True, False, False], 4801, 'South', (10, 10))
Element 50: (3, (10, 10), ['.', '%', '', ''], [(5, 6), (13, 7), (15, 2)], [False, True, False, False], 0, False, [True, False, False, False], 4810, 'Stop', (10, 10))
Element 51: #0#
