Element 1: (1, (4, 9), ['.', '.', '.', 'G'], [(6, 8), (5, 9), (15, 6)], [False, False, False, False], 98, False, [True, True, True, False], 999, 'North', (4, 10))
Element 2: (1, (4, 10), ['.', '', '.', 'G'], [(7, 8), (5, 10), (16, 6)], [False, False, False, False], 96, False, [True, False, True, False], 1038, 'North', (4, 11))
Element 3: (1, (4, 11), ['.', '', '%', '.'], [(8, 8), (6, 10), (17, 6)], [False, False, True, False], 94, False, [True, False, False, True], 1077, 'East', (5, 11))
Element 4: (1, (5, 11), ['', '', '.', '.'], [(9, 8), (7, 10), (17, 7)], [False, False, False, False], 92, False, [False, False, True, True], 1116, 'East', (6, 11))
Element 5: (1, (6, 11), ['', '', '.', '.'], [(10, 8), (8, 10), (18, 7)], [False, False, False, False], 90, False, [False, False, True, True], 2145, 'East', (7, 11))
Element 6: (1, (7, 11), ['', '', '%', 'G'], [(10, 7), (8, 11), (17, 7)], [False, False, True, False], 88, False, [False, False, False, False], 3164, 'South', (7, 10))
Element 7: (1, (7, 10), ['', '%', '', ''], [(11, 7), (9, 11), (16, 7)], [False, True, False, False], 86, False, [False, False, False, False], 3193, 'East', (8, 10))
Element 8: (1, (8, 10), ['', '%', '', '.'], [(12, 7), (9, 12), (15, 7)], [False, True, False, False], 84, False, [False, False, False, True], 4212, 'East', (9, 10))
Element 9: (1, (9, 10), ['', '%', '', '.'], [(13, 7), (10, 12), (14, 7)], [False, True, False, False], 82, False, [False, False, False, True], 4251, 'East', (10, 10))
Element 10: (1, (10, 10), ['', '%', '.', '.'], [(13, 8), (11, 12), (14, 8)], [False, True, False, False], 80, False, [False, False, True, True], 4290, 'East', (11, 10))
Element 11: (1, (11, 10), ['', '.', '.', '.'], [(13, 9), (12, 12), (14, 9)], [False, False, False, False], 78, False, [False, True, True, True], 4329, 'East', (12, 10))
Element 12: (1, (12, 10), ['', '.', '.', 'G'], [(13, 10), (13, 12), (15, 9)], [False, False, False, False], 76, False, [False, True, True, False], 4368, 'North', (12, 11))
Element 13: (1, (12, 11), ['.', '', '', '.'], [(14, 10), (14, 12), (16, 9)], [False, False, False, False], 74, False, [True, False, False, True], 4407, 'East', (13, 11))
Element 14: (1, (13, 11), ['', '', '', '%'], [(15, 10), (15, 12), (17, 9)], [False, False, False, True], 72, False, [False, False, False, False], 4446, 'North', (13, 12))
Element 15: (1, (13, 12), ['', '', '.', ''], [(15, 9), (16, 12), (18, 9)], [False, False, False, False], 70, False, [False, False, True, False], 4465, 'North', (13, 13))
Element 16: (1, (13, 13), ['.', '', '%', '.'], [(16, 9), (16, 13), (17, 9)], [False, False, True, False], 68, False, [True, False, False, True], 4484, 'East', (14, 13))
Element 17: (1, (14, 13), ['', '', '%', 'G'], [(17, 9), (15, 13), (17, 10)], [False, False, True, False], 66, False, [False, False, False, False], 4513, 'South', (14, 12))
