Element 1: (1, (3, 6), ['.', 'G', '.', '.'], [(3, 5), (3, 10), (14, 2)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (4, 6))
Element 2: (1, (4, 6), ['', 'G', '.', '.'], [(4, 5), (4, 10), (15, 2)], [False, False, False, False], 96, False, [False, False, True, True], 48, 'East', (5, 6))
Element 3: (1, (5, 6), ['', 'G', '%', '.'], [(5, 5), (5, 10), (15, 1)], [False, False, True, False], 94, False, [False, False, False, True], 87, 'East', (6, 6))
Element 4: (1, (6, 6), ['', 'G', '%', '.'], [(6, 5), (6, 10), (14, 1)], [False, False, True, False], 92, False, [False, False, False, True], 126, 'East', (7, 6))
Element 5: (1, (7, 6), ['', '.', '%', '.'], [(6, 4), (7, 10), (13, 1)], [False, False, True, False], 90, False, [False, True, False, True], 1155, 'East', (8, 6))
Element 6: (1, (8, 6), ['', '.', '%', '.'], [(6, 3), (8, 10), (13, 2)], [False, False, True, False], 88, False, [False, True, False, True], 1194, 'East', (9, 6))
Element 7: (1, (9, 6), ['', '.', '.', '.'], [(6, 2), (8, 11), (12, 2)], [False, False, False, False], 86, False, [False, True, True, True], 2223, 'East', (10, 6))
Element 8: (1, (10, 6), ['', '.', '.', '.'], [(6, 1), (9, 11), (12, 3)], [False, False, False, False], 84, False, [False, True, True, True], 2262, 'East', (11, 6))
Element 9: (1, (11, 6), ['', '.', '.', '.'], [(7, 1), (9, 12), (11, 3)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (12, 6))
Element 10: (1, (12, 6), ['', '.', '.', '.'], [(8, 1), (10, 12), (11, 2)], [False, False, False, False], 80, False, [False, True, True, True], 3330, 'East', (13, 6))
Element 11: (1, (13, 6), ['', '.', '.', '.'], [(7, 1), (11, 12), (11, 1)], [False, False, False, False], 78, False, [False, True, True, True], 3359, 'East', (14, 6))
Element 12: (1, (14, 6), ['', '%', '.', '.'], [(6, 1), (12, 12), (12, 1)], [False, True, False, False], 76, False, [False, False, True, True], 3388, 'East', (15, 6))
Element 13: (1, (15, 6), ['', '%', '.', '.'], [(5, 1), (13, 12), (11, 1)], [False, True, False, False], 74, False, [False, False, True, True], 3417, 'East', (16, 6))
Element 14: (1, (16, 6), ['', '%', '.', '.'], [(5, 2), (14, 12), (11, 2)], [False, True, False, False], 72, False, [False, False, True, True], 3446, 'East', (17, 6))
Element 15: (1, (17, 6), ['', '%', '.', '%'], [(5, 3), (15, 12), (10, 2)], [False, True, False, True], 70, False, [False, False, True, False], 3485, 'North', (17, 7))
Element 16: (1, (17, 7), ['.', '', '%', '.'], [(4, 3), (16, 12), (10, 3)], [False, False, True, False], 68, False, [True, False, False, True], 3524, 'East', (18, 7))
Element 17: (1, (18, 7), ['', '%', '%', '%'], [(4, 2), (16, 13), (9, 3)], [False, True, True, True], 66, False, [False, False, False, False], 3563, 'West', (17, 7))
Element 18: (1, (17, 7), ['.', '', '%', ''], [(4, 1), (15, 13), (9, 2)], [False, False, True, False], 64, False, [True, False, False, False], 3592, 'West', (16, 7))
Element 19: (1, (16, 7), ['.', '', '%', ''], [(3, 1), (14, 13), (9, 3)], [False, False, True, False], 62, False, [True, False, False, False], 3621, 'West', (15, 7))
Element 20: (1, (15, 7), ['.', '', '%', ''], [(3, 2), (13, 13), (10, 3)], [False, False, True, False], 60, False, [True, False, False, False], 3650, 'West', (14, 7))
Element 21: (1, (14, 7), ['.', '', '.', ''], [(3, 3), (12, 13), (10, 2)], [False, False, False, False], 58, False, [True, False, True, False], 3679, 'North', (14, 8))
Element 22: (1, (14, 8), ['.', '', '.', '%'], [(2, 3), (13, 13), (9, 2)], [False, False, False, True], 56, False, [True, False, True, False], 3698, 'North', (14, 9))
