Element 1: (1, (3, 6), ['.', 'G', '.', '.'], [(3, 5), (3, 10), (14, 2)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'East', (4, 6))
Element 23: (1, (14, 9), ['.', '', '.', '.'], [(2, 4), (14, 13), (10, 2)], [False, False, False, False], 54, False, [True, False, True, True], 3717, 'East', (15, 9))
Element 24: (1, (15, 9), ['', '%', '.', '.'], [(2, 5), (15, 13), (11, 2)], [False, True, False, False], 52, False, [False, False, True, True], 3736, 'East', (16, 9))
Element 25: (1, (16, 9), ['', '%', '%', '.'], [(2, 6), (16, 13), (11, 3)], [False, True, True, False], 50, False, [False, False, False, True], 3755, 'East', (17, 9))
Element 26: (1, (17, 9), ['', '%', '.', '.'], [(2, 7), (16, 12), (10, 3)], [False, True, False, False], 48, False, [False, False, True, True], 3774, 'East', (18, 9))
Element 27: (1, (18, 9), ['', '%', '%', '%'], [(3, 7), (16, 11), (11, 3)], [False, True, True, True], 46, False, [False, False, False, False], 3803, 'West', (17, 9))
Element 28: (1, (17, 9), ['', '%', '.', ''], [(4, 7), (17, 11), (12, 3)], [False, True, False, False], 44, False, [False, False, True, False], 3822, 'North', (17, 10))
Element 29: (1, (17, 10), ['%', '', '', '%'], [(4, 8), (18, 11), (12, 2)], [True, False, False, True], 42, False, [False, False, False, False], 3851, 'North', (17, 11))
Element 30: (1, (17, 11), ['', '', '%', 'G'], [(5, 8), (18, 11), (12, 1)], [False, False, True, False], 40, False, [False, False, False, False], 3860, 'West', (16, 11))
Element 31: (1, (16, 11), ['%', '%', '', 'G'], [(6, 8), (17, 11), (12, 2)], [True, True, False, False], 38, False, [False, False, False, False], 4859, 'North', (16, 12))
Element 32: (1, (16, 12), ['', 'G', '', '%'], [(7, 8), (16, 11), (11, 2)], [False, False, False, True], 36, False, [False, False, False, False], 4868, 'North', (16, 13))
Element 33: (1, (16, 13), ['', 'G', '%', '%'], [(8, 8), (16, 12), (12, 2)], [False, False, True, True], 34, False, [False, False, False, False], 4877, 'West', (15, 13))
Element 34: (1, (15, 13), ['', 'G', '%', ''], [(9, 8), (15, 12), (13, 2)], [False, False, True, False], 32, False, [False, False, False, False], 4886, 'West', (14, 13))
Element 35: #1#
