Element 1: (0, (4, 2), ['.', 'G', '.', '.'], [(3, 9), (4, 1), (15, 12)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (5, 2))
Element 2: (0, (5, 2), ['', 'G', '.', '.'], [(4, 9), (5, 1), (16, 12)], [False, False, False, False], 96, False, [False, False, True, True], 39, 'East', (6, 2))
Element 3: (0, (6, 2), ['', 'G', '.', '%'], [(5, 9), (6, 1), (16, 13)], [False, False, False, True], 94, False, [False, False, True, False], 78, 'North', (6, 3))
Element 4: (0, (6, 3), ['.', '', 'F', '%'], [(5, 10), (7, 1), (15, 13)], [False, False, False, True], 92, False, [True, False, False, False], 117, 'North', (6, 4))
Element 5: (0, (6, 4), ['%', '', '.', '%'], [(6, 10), (8, 1), (14, 13)], [True, False, False, True], 90, False, [False, False, True, False], 1146, 'North', (6, 5))
Element 6: (0, (6, 5), ['.', '', '.', '.'], [(7, 10), (7, 1), (14, 12)], [False, False, False, False], 88, False, [True, False, True, True], 1175, 'East', (7, 5))
Element 7: (0, (7, 5), ['', '%', '.', '.'], [(8, 10), (6, 1), (13, 12)], [False, True, False, False], 86, False, [False, False, True, True], 1204, 'East', (8, 5))
Element 8: (0, (8, 5), ['', '%', '.', '.'], [(8, 11), (6, 2), (13, 13)], [False, True, False, False], 84, False, [False, False, True, True], 2223, 'East', (9, 5))
Element 9: (0, (9, 5), ['', '%', '.', '.'], [(9, 11), (6, 3), (12, 13)], [False, True, False, False], 82, False, [False, False, True, True], 2252, 'East', (10, 5))
Element 10: (0, (10, 5), ['', '%', '.', '.'], [(9, 12), (5, 3), (12, 12)], [False, True, False, False], 80, False, [False, False, True, True], 3281, 'East', (11, 5))
Element 11: (0, (11, 5), ['', '%', '.', '.'], [(10, 12), (4, 3), (12, 11)], [False, True, False, False], 78, False, [False, False, True, True], 3320, 'East', (12, 5))
Element 12: (0, (12, 5), ['', '%', '.', '.'], [(11, 12), (3, 3), (13, 11)], [False, True, False, False], 76, False, [False, False, True, True], 3359, 'East', (13, 5))
Element 13: (0, (13, 5), ['', '%', '.', '%'], [(11, 11), (3, 4), (13, 10)], [False, True, False, True], 74, False, [False, False, True, False], 3398, 'North', (13, 6))
Element 14: (0, (13, 6), ['.', '', '.', '.'], [(11, 10), (3, 5), (14, 10)], [False, False, False, False], 72, False, [True, False, True, True], 3437, 'East', (14, 6))
Element 15: (0, (14, 6), ['', '%', '.', '.'], [(12, 10), (4, 5), (15, 10)], [False, True, False, False], 70, False, [False, False, True, True], 3476, 'East', (15, 6))
Element 16: (0, (15, 6), ['', '%', '.', '.'], [(12, 9), (5, 5), (15, 9)], [False, True, False, False], 68, False, [False, False, True, True], 3515, 'East', (16, 6))
Element 17: (0, (16, 6), ['', '%', '.', '.'], [(13, 9), (5, 6), (16, 9)], [False, True, False, False], 66, False, [False, False, True, True], 3554, 'East', (17, 6))
Element 18: (0, (17, 6), ['', '%', '.', '%'], [(14, 9), (6, 6), (17, 9)], [False, True, False, True], 64, False, [False, False, True, False], 3593, 'North', (17, 7))
Element 19: (0, (17, 7), ['.', '', '%', '.'], [(14, 8), (7, 6), (18, 9)], [False, False, True, False], 62, False, [True, False, False, True], 3632, 'East', (18, 7))
Element 20: (0, (18, 7), ['', '%', '%', '%'], [(14, 7), (8, 6), (17, 9)], [False, True, True, True], 60, False, [False, False, False, False], 3661, 'West', (17, 7))
Element 21: (0, (17, 7), ['.', '', '%', ''], [(15, 7), (9, 6), (17, 10)], [False, False, True, False], 58, False, [True, False, False, False], 3690, 'West', (16, 7))
Element 22: (0, (16, 7), ['', '', '%', ''], [(15, 6), (10, 6), (17, 11)], [False, False, True, False], 56, False, [False, False, False, False], 3719, 'West', (15, 7))
Element 23: (0, (15, 7), ['', '', '%', ''], [(16, 6), (11, 6), (18, 11)], [False, False, True, False], 54, False, [False, False, False, False], 3738, 'West', (14, 7))
Element 24: (0, (14, 7), ['.', '', '', ''], [(17, 6), (12, 6), (17, 11)], [False, False, False, False], 52, False, [True, False, False, False], 3747, 'West', (13, 7))
Element 25: (0, (13, 7), ['G', '', '.', ''], [(17, 7), (12, 7), (16, 11)], [False, False, False, False], 50, False, [False, False, True, False], 3776, 'North', (13, 8))
Element 26: (0, (13, 8), ['G', '', '', ''], [(18, 7), (12, 8), (17, 11)], [False, False, False, False], 48, False, [False, False, False, False], 3795, 'East', (14, 8))
Element 27: (0, (14, 8), ['G', '', '', '%'], [(17, 7), (13, 8), (17, 10)], [False, False, False, True], 46, False, [False, False, False, False], 3794, 'North', (14, 9))
Element 28: (0, (14, 9), ['', 'G', '', ''], [(16, 7), (14, 8), (17, 9)], [False, False, False, False], 44, False, [False, False, False, False], 3793, 'East', (15, 9))
Element 29: (0, (15, 9), ['G', '%', '', 'G'], [(17, 7), (14, 9), (16, 9)], [False, True, False, False], 42, False, [False, False, False, False], 3792, 'North', (15, 10))
Element 30: (0, (15, 10), ['', 'G', '%', '%'], [(17, 6), (15, 9), (17, 9)], [False, False, True, True], 40, False, [False, False, False, False], 3791, 'West', (14, 10))
Element 31: (0, (14, 10), ['', '', '%', ''], [(16, 6), (16, 9), (16, 9)], [False, False, True, False], 38, False, [False, False, False, False], 3790, 'West', (13, 10))
Element 32: (0, (13, 10), ['', '', '', ''], [(16, 7), (17, 9), (15, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3789, 'North', (13, 11))
Element 33: (0, (13, 11), ['', '', '', '%'], [(16, 6), (18, 9), (15, 10)], [False, False, False, True], 34, False, [False, False, False, False], 3788, 'North', (13, 12))
Element 34: (0, (13, 12), ['', '', '', ''], [(15, 6), (17, 9), (14, 10)], [False, False, False, False], 32, False, [False, False, False, False], 3787, 'East', (14, 12))
Element 35: (0, (14, 12), ['', '%', '', ''], [(14, 6), (17, 10), (14, 9)], [False, True, False, False], 30, False, [False, False, False, False], 3786, 'East', (15, 12))
Element 36: (0, (15, 12), ['', '%', '', ''], [(13, 6), (17, 11), (14, 8)], [False, True, False, False], 28, False, [False, False, False, False], 3785, 'East', (16, 12))
Element 37: (0, (16, 12), ['', '', '', '%'], [(13, 7), (18, 11), (14, 7)], [False, False, False, True], 26, False, [False, False, False, False], 3784, 'North', (16, 13))
Element 38: (0, (16, 13), ['', '', '%', '%'], [(13, 8), (17, 11), (15, 7)], [False, False, True, True], 24, False, [False, False, False, False], 3783, 'West', (15, 13))
Element 39: (0, (15, 13), ['', '', '%', ''], [(12, 8), (16, 11), (16, 7)], [False, False, True, False], 22, False, [False, False, False, False], 3782, 'West', (14, 13))
Element 40: (0, (14, 13), ['', '', '%', ''], [(12, 7), (16, 12), (17, 7)], [False, False, True, False], 20, False, [False, False, False, False], 3781, 'West', (13, 13))
Element 41: (0, (13, 13), ['', '', '%', ''], [(11, 7), (16, 13), (18, 7)], [False, False, True, False], 18, False, [False, False, False, False], 3790, 'West', (12, 13))
Element 42: (0, (12, 13), ['%', '', '%', ''], [(10, 7), (15, 13), (17, 7)], [True, False, True, False], 16, False, [False, False, False, False], 3799, 'South', (12, 12))
Element 43: (0, (12, 12), ['', '', '', ''], [(10, 8), (15, 12), (17, 6)], [False, False, False, False], 14, False, [False, False, False, False], 4798, 'South', (12, 11))
Element 44: (0, (12, 11), ['', '', '', ''], [(9, 8), (14, 12), (16, 6)], [False, False, False, False], 12, False, [False, False, False, False], 4807, 'South', (12, 10))
Element 45: (0, (12, 10), ['', '', '', ''], [(9, 7), (14, 13), (15, 6)], [False, False, False, False], 10, False, [False, False, False, False], 4816, 'South', (12, 9))
Element 46: (0, (12, 9), ['.', '', '', ''], [(9, 6), (13, 13), (14, 6)], [False, False, False, False], 8, False, [True, False, False, False], 4815, 'West', (11, 9))
Element 47: (0, (11, 9), ['%', '%', '', ''], [(10, 6), (13, 12), (13, 6)], [True, True, False, False], 6, False, [False, False, False, False], 4824, 'North', (11, 10))
Element 48: (0, (11, 10), ['.', '', '', ''], [(11, 6), (13, 11), (13, 7)], [False, False, False, False], 4, False, [True, False, False, False], 4823, 'West', (10, 10))
Element 49: (0, (10, 10), ['.', '%', '.', ''], [(12, 6), (13, 10), (13, 8)], [False, True, False, False], 2, False, [True, False, True, False], 4832, 'North', (10, 11))
Element 50: (0, (10, 11), ['', '', '', ''], [(12, 5), (14, 10), (13, 9)], [False, False, False, False], 0, False, [False, False, False, False], 4841, 'Stop', (10, 11))
Element 51: #0#
