Element 1: (2, (3, 6), ['.', '.', '.', 'G'], [(13, 6), (4, 3), (4, 6)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (3, 7))
Element 2: (2, (3, 7), ['.', '', '.', '.'], [(14, 6), (5, 3), (5, 6)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (4, 7))
Element 3: (2, (4, 7), ['', '', '.', '%'], [(15, 6), (6, 3), (6, 6)], [False, False, False, True], 94, False, [False, False, True, False], 97, 'North', (4, 8))
Element 4: (2, (4, 8), ['.', '', '.', '.'], [(16, 6), (6, 4), (7, 6)], [False, False, False, False], 92, False, [True, False, True, True], 1126, 'East', (5, 8))
Element 5: (2, (5, 8), ['', '%', '.', 'F'], [(17, 6), (6, 5), (8, 6)], [False, True, False, False], 90, False, [False, False, True, False], 1165, 'East', (6, 8))
Element 6: (2, (6, 8), ['', '%', '%', '.'], [(17, 7), (7, 5), (9, 6)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (7, 8))
Element 7: (2, (7, 8), ['', '%', '%', '.'], [(18, 7), (8, 5), (10, 6)], [False, True, True, False], 86, False, [False, False, False, True], 2233, 'East', (8, 8))
Element 8: (2, (8, 8), ['', '%', '%', '.'], [(17, 7), (9, 5), (11, 6)], [False, True, True, False], 84, False, [False, False, False, True], 2262, 'East', (9, 8))
Element 9: (2, (9, 8), ['', '.', '%', 'F'], [(16, 7), (10, 5), (11, 7)], [False, False, True, False], 82, False, [False, True, False, False], 2301, 'East', (10, 8))
Element 10: (2, (10, 8), ['', '.', '%', '%'], [(15, 7), (11, 5), (12, 7)], [False, False, True, True], 80, False, [False, True, False, False], 3330, 'South', (10, 7))
Element 11: (2, (10, 7), ['.', '', '', ''], [(14, 7), (12, 5), (13, 7)], [False, False, False, False], 78, False, [True, False, False, False], 3369, 'West', (9, 7))
Element 12: (2, (9, 7), ['%', '', '', ''], [(14, 8), (13, 5), (13, 8)], [True, False, False, False], 76, False, [False, False, False, False], 3408, 'South', (9, 6))
Element 13: (2, (9, 6), ['', '', '', ''], [(14, 9), (13, 6), (13, 9)], [False, False, False, False], 74, False, [False, False, False, False], 3427, 'East', (10, 6))
Element 14: (2, (10, 6), ['', '', '', ''], [(15, 9), (14, 6), (13, 10)], [False, False, False, False], 72, False, [False, False, False, False], 3446, 'East', (11, 6))
Element 15: (2, (11, 6), ['', '', '', ''], [(16, 9), (15, 6), (14, 10)], [False, False, False, False], 70, False, [False, False, False, False], 3465, 'East', (12, 6))
Element 16: (2, (12, 6), ['', '', '', ''], [(17, 9), (16, 6), (15, 10)], [False, False, False, False], 68, False, [False, False, False, False], 3484, 'East', (13, 6))
Element 17: (2, (13, 6), ['', '', '', ''], [(18, 9), (17, 6), (15, 9)], [False, False, False, False], 66, False, [False, False, False, False], 3493, 'East', (14, 6))
Element 18: (2, (14, 6), ['', '%', '', ''], [(17, 9), (17, 7), (16, 9)], [False, True, False, False], 64, False, [False, False, False, False], 3492, 'East', (15, 6))
Element 19: (2, (15, 6), ['', '%', '', ''], [(17, 10), (18, 7), (15, 9)], [False, True, False, False], 62, False, [False, False, False, False], 3501, 'East', (16, 6))
Element 20: (2, (16, 6), ['', '%', '', ''], [(17, 11), (17, 7), (14, 9)], [False, True, False, False], 60, False, [False, False, False, False], 3510, 'East', (17, 6))
Element 21: (2, (17, 6), ['', '%', '', '%'], [(18, 11), (16, 7), (14, 8)], [False, True, False, True], 58, False, [False, False, False, False], 3519, 'North', (17, 7))
Element 22: (2, (17, 7), ['', '', '%', ''], [(17, 11), (15, 7), (14, 7)], [False, False, True, False], 56, False, [False, False, False, False], 3518, 'East', (18, 7))
Element 23: (2, (18, 7), ['', '%', '%', '%'], [(16, 11), (14, 7), (14, 6)], [False, True, True, True], 54, False, [False, False, False, False], 3527, 'West', (17, 7))
Element 24: (2, (17, 7), ['', '', '%', ''], [(16, 12), (14, 8), (15, 6)], [False, False, True, False], 52, False, [False, False, False, False], 3536, 'West', (16, 7))
Element 25: (2, (16, 7), ['', 'G', '%', ''], [(16, 13), (14, 9), (16, 6)], [False, False, True, False], 50, False, [False, False, False, False], 3545, 'West', (15, 7))
Element 26: (2, (15, 7), ['', '', '%', ''], [(15, 13), (15, 9), (17, 6)], [False, False, True, False], 48, False, [False, False, False, False], 3554, 'West', (14, 7))
Element 27: (2, (14, 7), ['', '', '', ''], [(15, 12), (16, 9), (17, 7)], [False, False, False, False], 46, False, [False, False, False, False], 3563, 'North', (14, 8))
Element 28: (2, (14, 8), ['', '', '', '%'], [(14, 12), (17, 9), (18, 7)], [False, False, False, True], 44, False, [False, False, False, False], 3572, 'North', (14, 9))
Element 29: (2, (14, 9), ['', '', '', ''], [(14, 13), (18, 9), (17, 7)], [False, False, False, False], 42, False, [False, False, False, False], 3581, 'East', (15, 9))
Element 30: (2, (15, 9), ['', '%', '', ''], [(13, 13), (17, 9), (16, 7)], [False, True, False, False], 40, False, [False, False, False, False], 3590, 'East', (16, 9))
Element 31: (2, (16, 9), ['', '%', '%', ''], [(13, 12), (17, 10), (15, 7)], [False, True, True, False], 38, False, [False, False, False, False], 3599, 'East', (17, 9))
Element 32: (2, (17, 9), ['', '%', '', ''], [(13, 11), (17, 11), (16, 7)], [False, True, False, False], 36, False, [False, False, False, False], 3608, 'East', (18, 9))
