Element 1: (2, (9, 10), ['G', '%', '.', '.'], [(6, 5), (8, 10), (15, 2)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (10, 10))
Element 2: (2, (10, 10), ['', '%', '.', '.'], [(6, 4), (8, 11), (15, 1)], [False, True, False, False], 96, False, [False, False, True, True], 2038, 'East', (11, 10))
Element 3: (2, (11, 10), ['', '.', '.', '.'], [(6, 3), (9, 11), (14, 1)], [False, False, False, False], 94, False, [False, True, True, True], 2077, 'East', (12, 10))
Element 4: (2, (12, 10), ['', '.', '.', '.'], [(6, 2), (9, 12), (14, 2)], [False, False, False, False], 92, False, [False, True, True, True], 3106, 'East', (13, 10))
Element 5: (2, (13, 10), ['', '.', '.', '.'], [(6, 1), (10, 12), (13, 2)], [False, False, False, False], 90, False, [False, True, True, True], 3145, 'East', (14, 10))
Element 6: (2, (14, 10), ['', '.', '%', '.'], [(7, 1), (11, 12), (13, 1)], [False, False, True, False], 88, False, [False, True, False, True], 3184, 'East', (15, 10))
Element 7: (2, (15, 10), ['', '.', '%', '%'], [(8, 1), (12, 12), (12, 1)], [False, False, True, True], 86, False, [False, True, False, False], 3223, 'South', (15, 9))
Element 8: (2, (15, 9), ['.', '%', '', '.'], [(7, 1), (13, 12), (12, 2)], [False, True, False, False], 84, False, [True, False, False, True], 3252, 'East', (16, 9))
Element 9: (2, (16, 9), ['', '%', '%', '.'], [(6, 1), (14, 12), (12, 3)], [False, True, True, False], 82, False, [False, False, False, True], 3281, 'East', (17, 9))
Element 10: (2, (17, 9), ['', '%', '.', '.'], [(5, 1), (15, 12), (11, 3)], [False, True, False, False], 80, False, [False, False, True, True], 3320, 'East', (18, 9))
Element 11: (2, (18, 9), ['', '%', '%', '%'], [(5, 2), (16, 12), (11, 2)], [False, True, True, True], 78, False, [False, False, False, False], 3359, 'West', (17, 9))
Element 12: (2, (17, 9), ['', '%', '.', ''], [(5, 3), (16, 13), (11, 1)], [False, True, False, False], 76, False, [False, False, True, False], 3388, 'North', (17, 10))
Element 13: (2, (17, 10), ['%', '', '.', '%'], [(4, 3), (15, 13), (11, 2)], [True, False, False, True], 74, False, [False, False, True, False], 3417, 'North', (17, 11))
Element 14: (2, (17, 11), ['.', '', '%', '.'], [(4, 2), (14, 13), (10, 2)], [False, False, True, False], 72, False, [True, False, False, True], 3456, 'East', (18, 11))
Element 15: (2, (18, 11), ['', '%', '%', '%'], [(4, 1), (13, 13), (10, 3)], [False, True, True, True], 70, False, [False, False, False, False], 3495, 'West', (17, 11))
Element 16: (2, (17, 11), ['.', '', '%', ''], [(3, 1), (12, 13), (9, 3)], [False, False, True, False], 68, False, [True, False, False, False], 3524, 'West', (16, 11))
Element 17: (2, (16, 11), ['%', '%', '', ''], [(3, 2), (13, 13), (9, 2)], [True, True, False, False], 66, False, [False, False, False, False], 3553, 'North', (16, 12))
Element 18: (2, (16, 12), ['', '', '', '%'], [(3, 3), (14, 13), (9, 3)], [False, False, False, True], 64, False, [False, False, False, False], 3562, 'North', (16, 13))
Element 19: (2, (16, 13), ['G', '', '%', '%'], [(3, 4), (15, 13), (10, 3)], [False, False, True, True], 62, False, [False, False, False, False], 3571, 'South', (16, 12))
Element 20: (2, (16, 12), ['', '', 'G', '%'], [(3, 5), (16, 13), (10, 2)], [False, False, False, True], 60, False, [False, False, False, False], 3580, 'West', (15, 12))
