Element 1: (2, (9, 10), ['G', '%', '.', '.'], [(6, 5), (8, 10), (15, 2)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (10, 10))
Element 21: (2, (15, 12), ['', '%', '', 'G'], [(4, 5), (16, 12), (9, 2)], [False, True, False, False], 58, False, [False, False, False, False], 3589, 'North', (15, 13))
Element 22: (2, (15, 13), ['', '', '%', ''], [(4, 6), (16, 11), (10, 2)], [False, False, True, False], 56, False, [False, False, False, False], 3598, 'West', (14, 13))
Element 23: (2, (14, 13), ['', '', '%', ''], [(5, 6), (17, 11), (11, 2)], [False, False, True, False], 54, False, [False, False, False, False], 3607, 'South', (14, 12))
Element 24: (2, (14, 12), ['', '%', '', ''], [(6, 6), (18, 11), (11, 3)], [False, True, False, False], 52, False, [False, False, False, False], 3616, 'West', (13, 12))
Element 25: (2, (13, 12), ['', '.', '', ''], [(7, 6), (17, 11), (10, 3)], [False, False, False, False], 50, False, [False, True, False, False], 3625, 'South', (13, 11))
Element 26: (2, (13, 11), ['.', '', '', '%'], [(8, 6), (17, 10), (11, 3)], [False, False, False, True], 48, False, [True, False, False, False], 3644, 'West', (12, 11))
Element 27: (2, (12, 11), ['.', '', '', ''], [(9, 6), (17, 9), (12, 3)], [False, False, False, False], 46, False, [True, False, False, False], 3663, 'West', (11, 11))
Element 28: (2, (11, 11), ['.', '', '', ''], [(10, 6), (18, 9), (12, 2)], [False, False, False, False], 44, False, [True, False, False, False], 3682, 'West', (10, 11))
Element 29: (2, (10, 11), ['', '', '', ''], [(11, 6), (17, 9), (11, 2)], [False, False, False, False], 42, False, [False, False, False, False], 3701, 'North', (10, 12))
Element 30: (2, (10, 12), ['', '', '%', ''], [(12, 6), (16, 9), (12, 2)], [False, False, True, False], 40, False, [False, False, False, False], 3710, 'East', (11, 12))
Element 31: (2, (11, 12), ['', '', '%', ''], [(13, 6), (15, 9), (12, 1)], [False, False, True, False], 38, False, [False, False, False, False], 3719, 'East', (12, 12))
Element 32: (2, (12, 12), ['', '', '', ''], [(14, 6), (14, 9), (11, 1)], [False, False, False, False], 36, False, [False, False, False, False], 3738, 'North', (12, 13))
Element 33: (2, (12, 13), ['%', '', '%', ''], [(15, 6), (14, 8), (12, 1)], [True, False, True, False], 34, False, [False, False, False, False], 3757, 'East', (13, 13))
Element 34: (2, (13, 13), ['', '', '%', ''], [(16, 6), (14, 7), (13, 1)], [False, False, True, False], 32, False, [False, False, False, False], 3776, 'West', (12, 13))
Element 35: (2, (12, 13), ['%', '', '%', ''], [(17, 6), (15, 7), (13, 2)], [True, False, True, False], 30, False, [False, False, False, False], 3795, 'South', (12, 12))
Element 36: (2, (12, 12), ['', '', '', ''], [(17, 7), (16, 7), (12, 2)], [False, False, False, False], 28, False, [False, False, False, False], 3814, 'West', (11, 12))
Element 37: (2, (11, 12), ['', '', '%', ''], [(18, 7), (17, 7), (13, 2)], [False, False, True, False], 26, False, [False, False, False, False], 3823, 'West', (10, 12))
Element 38: (2, (10, 12), ['', '', '%', ''], [(18, 7), (17, 6), (14, 2)], [False, False, True, False], 24, False, [False, False, False, False], 3822, 'West', (9, 12))
Element 39: (2, (9, 12), ['%', '', '%', ''], [(17, 7), (16, 6), (14, 1)], [True, False, True, False], 22, False, [False, False, False, False], 3821, 'South', (9, 11))
Element 40: (2, (9, 11), ['', '', '', ''], [(16, 7), (15, 6), (13, 1)], [False, False, False, False], 20, False, [False, False, False, False], 3820, 'West', (8, 11))
Element 41: (2, (8, 11), ['.', '', '%', ''], [(15, 7), (14, 6), (14, 1)], [False, False, True, False], 18, False, [True, False, False, False], 3819, 'West', (7, 11))
Element 42: (2, (7, 11), ['.', '', '%', ''], [(14, 7), (13, 6), (15, 1)], [False, False, True, False], 16, False, [True, False, False, False], 3828, 'West', (6, 11))
Element 43: (2, (6, 11), ['.', '.', '.', ''], [(13, 7), (13, 5), (15, 2)], [False, False, False, False], 14, False, [True, True, True, False], 3857, 'North', (6, 12))
Element 44: (2, (6, 12), ['.', '', '%', '%'], [(13, 8), (12, 5), (14, 2)], [False, False, True, True], 12, False, [True, False, False, False], 3886, 'West', (5, 12))
Element 45: (2, (5, 12), ['%', '.', '.', ''], [(13, 9), (11, 5), (15, 2)], [True, False, False, False], 10, False, [False, True, True, False], 3915, 'North', (5, 13))
Element 46: (2, (5, 13), ['.', '', '%', '%'], [(12, 9), (10, 5), (15, 2)], [False, False, True, True], 8, False, [True, False, False, False], 3944, 'West', (4, 13))
Element 47: (2, (4, 13), ['.', '%', '%', ''], [(12, 8), (9, 5), (15, 1)], [False, True, True, False], 6, False, [True, False, False, False], 3973, 'West', (3, 13))
Element 48: (2, (3, 13), ['.', '%', '%', ''], [(12, 7), (8, 5), (14, 1)], [False, True, True, False], 4, False, [True, False, False, False], 4002, 'West', (2, 13))
Element 49: (2, (2, 13), ['.', '%', '%', ''], [(11, 7), (7, 5), (14, 2)], [False, True, True, False], 2, False, [True, False, False, False], 4031, 'West', (1, 13))
Element 50: (2, (1, 13), ['%', '%', '%', ''], [(11, 7), (7, 5), (13, 2)], [True, True, True, False], 0, False, [False, False, False, False], 4040, 'Stop', (1, 13))
Element 51: #0#
