Element 1: (3, (7, 11), ['.', '.', '%', 'F'], [(13, 2), (2, 1), (5, 3)], [False, False, True, False], 98, False, [True, True, False, False], 29, 'East', (8, 11))
Element 2: (3, (8, 11), ['', '.', '%', '.'], [(14, 2), (3, 1), (6, 3)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (9, 11))
Element 3: (3, (9, 11), ['', '.', 'F', '.'], [(15, 2), (4, 1), (6, 4)], [False, False, False, False], 94, False, [False, True, False, True], 2087, 'North', (9, 12))
Element 4: (3, (9, 12), ['%', '', '%', '.'], [(15, 1), (5, 1), (6, 5)], [True, False, True, False], 92, False, [False, False, False, True], 3116, 'East', (10, 12))
Element 5: (3, (10, 12), ['', '.', '%', '.'], [(14, 1), (6, 1), (7, 5)], [False, False, True, False], 90, False, [False, True, False, True], 3155, 'East', (11, 12))
Element 6: (3, (11, 12), ['', '.', '%', '.'], [(13, 1), (7, 1), (8, 5)], [False, False, True, False], 88, False, [False, True, False, True], 3194, 'East', (12, 12))
Element 7: (3, (12, 12), ['', '.', '.', '.'], [(12, 1), (8, 1), (9, 5)], [False, False, False, False], 86, False, [False, True, True, True], 3233, 'East', (13, 12))
Element 8: (3, (13, 12), ['', '.', '.', '.'], [(11, 1), (7, 1), (10, 5)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (14, 12))
Element 9: (3, (14, 12), ['', '%', '.', '.'], [(11, 2), (6, 1), (11, 5)], [False, True, False, False], 82, False, [False, False, True, True], 3291, 'East', (15, 12))
Element 10: (3, (15, 12), ['', '%', '.', '.'], [(11, 3), (6, 2), (12, 5)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (16, 12))
Element 11: (3, (16, 12), ['', '.', '.', '%'], [(12, 3), (5, 2), (13, 5)], [False, False, False, True], 78, False, [False, True, True, False], 3369, 'North', (16, 13))
Element 12: (3, (16, 13), ['.', '', '%', '%'], [(11, 3), (4, 2), (13, 6)], [False, False, True, True], 76, False, [True, False, False, False], 3398, 'West', (15, 13))
Element 13: (3, (15, 13), ['.', '', '%', ''], [(10, 3), (3, 2), (14, 6)], [False, False, True, False], 74, False, [True, False, False, False], 3437, 'West', (14, 13))
Element 14: (3, (14, 13), ['.', '', '%', ''], [(10, 2), (3, 3), (15, 6)], [False, False, True, False], 72, False, [True, False, False, False], 3476, 'West', (13, 13))
Element 15: (3, (13, 13), ['.', '', '%', ''], [(9, 2), (3, 4), (16, 6)], [False, False, True, False], 70, False, [True, False, False, False], 3515, 'West', (12, 13))
Element 16: (3, (12, 13), ['%', '', '%', ''], [(9, 3), (3, 5), (17, 6)], [True, False, True, False], 68, False, [False, False, False, False], 3554, 'East', (13, 13))
Element 17: (3, (13, 13), ['', '', '%', ''], [(9, 2), (4, 5), (17, 7)], [False, False, True, False], 66, False, [False, False, False, False], 3573, 'East', (14, 13))
Element 18: (3, (14, 13), ['', '', '%', ''], [(10, 2), (5, 5), (18, 7)], [False, False, True, False], 64, False, [False, False, False, False], 3592, 'East', (15, 13))
Element 19: (3, (15, 13), ['', '', '%', ''], [(10, 3), (5, 6), (17, 7)], [False, False, True, False], 62, False, [False, False, False, False], 3601, 'East', (16, 13))
Element 20: (3, (16, 13), ['', '', '%', '%'], [(9, 3), (6, 6), (16, 7)], [False, False, True, True], 60, False, [False, False, False, False], 3620, 'South', (16, 12))
Element 21: (3, (16, 12), ['', '.', '', '%'], [(10, 3), (7, 6), (15, 7)], [False, False, False, True], 58, False, [False, True, False, False], 3639, 'South', (16, 11))
Element 22: (3, (16, 11), ['%', '%', '', '.'], [(11, 3), (8, 6), (14, 7)], [True, True, False, False], 56, False, [False, False, False, True], 3668, 'East', (17, 11))
Element 23: (3, (17, 11), ['', '.', '%', '.'], [(11, 2), (9, 6), (14, 8)], [False, False, True, False], 54, False, [False, True, False, True], 3697, 'East', (18, 11))
Element 24: (3, (18, 11), ['', '%', '%', '%'], [(10, 2), (10, 6), (14, 9)], [False, True, True, True], 52, False, [False, False, False, False], 3726, 'West', (17, 11))
Element 25: (3, (17, 11), ['', '.', '%', ''], [(11, 2), (11, 6), (15, 9)], [False, False, True, False], 50, False, [False, True, False, False], 3745, 'South', (17, 10))
Element 26: (3, (17, 10), ['%', '.', '', '%'], [(11, 1), (12, 6), (16, 9)], [True, False, False, True], 48, False, [False, True, False, False], 3774, 'South', (17, 9))
Element 27: (3, (17, 9), ['', '%', '', '.'], [(12, 1), (12, 7), (15, 9)], [False, True, False, False], 46, False, [False, False, False, True], 3793, 'East', (18, 9))
Element 28: (3, (18, 9), ['', '%', '%', '%'], [(13, 1), (13, 7), (15, 10)], [False, True, True, True], 44, False, [False, False, False, False], 3822, 'West', (17, 9))
Element 29: (3, (17, 9), ['', '%', '', ''], [(14, 1), (13, 8), (14, 10)], [False, True, False, False], 42, False, [False, False, False, False], 3841, 'West', (16, 9))
Element 30: (3, (16, 9), ['', '%', '%', ''], [(15, 1), (13, 9), (13, 10)], [False, True, True, False], 40, False, [False, False, False, False], 3860, 'West', (15, 9))
Element 31: (3, (15, 9), ['', '%', '', ''], [(15, 2), (12, 9), (13, 11)], [False, True, False, False], 38, False, [False, False, False, False], 3879, 'North', (15, 10))
Element 32: (3, (15, 10), ['', '', '%', '%'], [(14, 2), (12, 10), (12, 11)], [False, False, True, True], 36, False, [False, False, False, False], 3898, 'West', (14, 10))
Element 33: (3, (14, 10), ['', '', '%', ''], [(14, 1), (11, 10), (11, 11)], [False, False, True, False], 34, False, [False, False, False, False], 3917, 'South', (14, 9))
Element 34: (3, (14, 9), ['', '', '', ''], [(14, 2), (11, 9), (10, 11)], [False, False, False, False], 32, False, [False, False, False, False], 3936, 'South', (14, 8))
Element 35: (3, (14, 8), ['', '', '', '%'], [(13, 2), (11, 10), (10, 10)], [False, False, False, True], 30, False, [False, False, False, False], 3945, 'South', (14, 7))
Element 36: (3, (14, 7), ['', '', '', ''], [(13, 1), (11, 9), (9, 10)], [False, False, False, False], 28, False, [False, False, False, False], 3954, 'East', (15, 7))
Element 37: (3, (15, 7), ['', '', '%', ''], [(13, 2), (11, 10), (8, 10)], [False, False, True, False], 26, False, [False, False, False, False], 3963, 'East', (16, 7))
Element 38: (3, (16, 7), ['', '', '%', ''], [(12, 2), (12, 10), (7, 10)], [False, False, True, False], 24, False, [False, False, False, False], 3972, 'East', (17, 7))
Element 39: (3, (17, 7), ['', '', '%', ''], [(12, 3), (13, 10), (6, 10)], [False, False, True, False], 22, False, [False, False, False, False], 3981, 'East', (18, 7))
Element 40: (3, (18, 7), ['', '%', '%', '%'], [(12, 2), (14, 10), (6, 11)], [False, True, True, True], 20, False, [False, False, False, False], 3990, 'West', (17, 7))
Element 41: (3, (17, 7), ['', '', '%', ''], [(12, 1), (15, 10), (6, 12)], [False, False, True, False], 18, False, [False, False, False, False], 3999, 'South', (17, 6))
Element 42: (3, (17, 6), ['', '%', '', '%'], [(12, 2), (15, 9), (5, 12)], [False, True, False, True], 16, False, [False, False, False, False], 4008, 'West', (16, 6))
Element 43: (3, (16, 6), ['', '%', '', ''], [(11, 2), (16, 9), (5, 13)], [False, True, False, False], 14, False, [False, False, False, False], 4017, 'West', (15, 6))
Element 44: (3, (15, 6), ['', '%', '', ''], [(12, 2), (17, 9), (4, 13)], [False, True, False, False], 12, False, [False, False, False, False], 4026, 'West', (14, 6))
Element 45: (3, (14, 6), ['', '%', '', ''], [(12, 2), (18, 9), (3, 13)], [False, True, False, False], 10, False, [False, False, False, False], 4035, 'West', (13, 6))
Element 46: (3, (13, 6), ['', '', '', ''], [(13, 2), (17, 9), (2, 13)], [False, False, False, False], 8, False, [False, False, False, False], 4044, 'North', (13, 7))
Element 47: (3, (13, 7), ['', '', '', ''], [(14, 2), (17, 10), (1, 13)], [False, False, False, False], 6, False, [False, False, False, False], 4053, 'North', (13, 8))
Element 48: (3, (13, 8), ['.', '', '', ''], [(15, 2), (17, 11), (2, 13)], [False, False, False, False], 4, False, [True, False, False, False], 4052, 'West', (12, 8))
Element 49: (3, (12, 8), ['%', '', '', ''], [(15, 1), (18, 11), (3, 13)], [True, False, False, False], 2, False, [False, False, False, False], 4061, 'North', (12, 9))
Element 50: (3, (12, 9), ['', '', '', ''], [(15, 1), (18, 11), (3, 13)], [False, False, False, False], 0, False, [False, False, False, False], 4060, 'Stop', (12, 9))
Element 51: #0#
