Element 1: (3, (17, 10), ['%', '.', '.', '%'], [(15, 9), (6, 4), (11, 3)], [True, False, False, True], 98, False, [False, True, True, False], 1019, 'North', (17, 11))
Element 2: (3, (17, 11), ['.', '', '%', '.'], [(16, 9), (6, 3), (12, 3)], [False, False, True, False], 96, False, [True, False, False, True], 1058, 'East', (18, 11))
Element 3: (3, (18, 11), ['', '%', '%', '%'], [(17, 9), (6, 2), (12, 2)], [False, True, True, True], 94, False, [False, False, False, False], 1097, 'West', (17, 11))
Element 4: (3, (17, 11), ['.', '', '%', ''], [(18, 9), (6, 1), (13, 2)], [False, False, True, False], 92, False, [True, False, False, False], 1126, 'West', (16, 11))
Element 5: (3, (16, 11), ['%', '%', '.', ''], [(17, 9), (7, 1), (14, 2)], [True, True, False, False], 90, False, [False, False, True, False], 1155, 'North', (16, 12))
Element 6: (3, (16, 12), ['.', '', '.', '%'], [(17, 10), (8, 1), (15, 2)], [False, False, False, True], 88, False, [True, False, True, False], 1184, 'North', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', '%'], [(17, 11), (7, 1), (15, 1)], [False, False, True, True], 86, False, [True, False, False, False], 1203, 'West', (15, 13))
Element 8: (3, (15, 13), ['.', '.', '%', ''], [(18, 11), (6, 1), (14, 1)], [False, False, True, False], 84, False, [True, True, False, False], 1222, 'South', (15, 12))
Element 9: (3, (15, 12), ['.', '%', '', ''], [(17, 11), (5, 1), (13, 1)], [False, True, False, False], 82, False, [True, False, False, False], 1251, 'West', (14, 12))
Element 10: (3, (14, 12), ['.', '%', '.', ''], [(16, 11), (5, 2), (12, 1)], [False, True, False, False], 80, False, [True, False, True, False], 1280, 'North', (14, 13))
Element 11: (3, (14, 13), ['.', '', '%', ''], [(16, 12), (5, 3), (11, 1)], [False, False, True, False], 78, False, [True, False, False, False], 1309, 'West', (13, 13))
Element 12: (3, (13, 13), ['.', '.', '%', ''], [(16, 13), (4, 3), (11, 2)], [False, False, True, False], 76, False, [True, True, False, False], 1338, 'South', (13, 12))
Element 13: (3, (13, 12), ['.', '.', '', ''], [(15, 13), (4, 2), (10, 2)], [False, False, False, False], 74, False, [True, True, False, False], 1367, 'South', (13, 11))
Element 14: (3, (13, 11), ['.', '.', '', '%'], [(15, 12), (4, 1), (9, 2)], [False, False, False, True], 72, False, [True, True, False, False], 1396, 'South', (13, 10))
Element 15: (3, (13, 10), ['.', '.', '', '.'], [(14, 12), (3, 1), (9, 3)], [False, False, False, False], 70, False, [True, True, False, True], 1425, 'East', (14, 10))
Element 16: (3, (14, 10), ['', '.', '%', ''], [(14, 13), (3, 2), (9, 2)], [False, False, True, False], 68, False, [False, True, False, False], 1444, 'South', (14, 9))
Element 17: (3, (14, 9), ['.', '.', '', ''], [(13, 13), (3, 3), (10, 2)], [False, False, False, False], 66, False, [True, True, False, False], 1463, 'South', (14, 8))
Element 18: (3, (14, 8), ['.', '.', '', '%'], [(12, 13), (3, 4), (11, 2)], [False, False, False, True], 64, False, [True, True, False, False], 1492, 'South', (14, 7))
Element 19: (3, (14, 7), ['.', '.', '', '.'], [(12, 12), (3, 5), (11, 1)], [False, False, False, False], 62, False, [True, True, False, True], 1521, 'East', (15, 7))
Element 20: (3, (15, 7), ['', '.', '%', '.'], [(12, 11), (4, 5), (12, 1)], [False, False, True, False], 60, False, [False, True, False, True], 1550, 'East', (16, 7))
Element 21: (3, (16, 7), ['', '.', '%', '.'], [(12, 10), (5, 5), (13, 1)], [False, False, True, False], 58, False, [False, True, False, True], 1579, 'East', (17, 7))
Element 22: (3, (17, 7), ['', '.', '%', '.'], [(12, 9), (5, 6), (14, 1)], [False, False, True, False], 56, False, [False, True, False, True], 1608, 'East', (18, 7))
Element 23: (3, (18, 7), ['', '%', '%', '%'], [(13, 9), (6, 6), (15, 1)], [False, True, True, True], 54, False, [False, False, False, False], 1637, 'West', (17, 7))
