Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(8, 10), (12, 6), (12, 9)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(8, 11), (13, 6), (13, 9)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', '.'], [(9, 11), (14, 6), (14, 9)], [False, True, True, False], 94, False, [False, False, False, True], 2067, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', '.'], [(9, 12), (15, 6), (15, 9)], [False, True, True, False], 92, False, [False, False, False, True], 3096, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', 'F'], [(10, 12), (16, 6), (16, 9)], [False, False, True, False], 90, False, [False, True, False, False], 3135, 'East', (10, 8))
Element 6: (1, (10, 8), ['', '.', '%', '%'], [(11, 12), (17, 6), (17, 9)], [False, False, True, True], 88, False, [False, True, False, False], 4164, 'South', (10, 7))
Element 7: (1, (10, 7), ['.', '.', '', '.'], [(12, 12), (17, 7), (18, 9)], [False, False, False, False], 86, False, [True, True, False, True], 4203, 'East', (11, 7))
Element 8: (1, (11, 7), ['', '.', '%', '.'], [(13, 12), (18, 7), (17, 9)], [False, False, True, False], 84, False, [False, True, False, True], 4232, 'East', (12, 7))
Element 9: (1, (12, 7), ['', '', '.', '.'], [(14, 12), (17, 7), (17, 10)], [False, False, False, False], 82, False, [False, False, True, True], 4261, 'East', (13, 7))
Element 10: (1, (13, 7), ['', '', '.', '.'], [(15, 12), (16, 7), (17, 11)], [False, False, False, False], 80, False, [False, False, True, True], 4300, 'East', (14, 7))
Element 11: (1, (14, 7), ['', '', '.', 'G'], [(16, 12), (15, 7), (18, 11)], [False, False, False, False], 78, False, [False, False, True, False], 4339, 'North', (14, 8))
Element 12: (1, (14, 8), ['.', 'G', '', '%'], [(16, 13), (14, 7), (17, 11)], [False, False, False, True], 76, False, [True, False, False, False], 4358, 'West', (13, 8))
