Element 1: (2, (6, 5), ['.', 'F', '.', '.'], [(3, 5), (2, 6), (6, 10)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (6, 4))
Element 2: (2, (6, 4), ['%', '.', '', '%'], [(4, 5), (3, 6), (7, 10)], [True, False, False, True], 96, False, [False, True, False, False], 1048, 'South', (6, 3))
Element 3: (2, (6, 3), ['.', '.', '', '%'], [(5, 5), (4, 6), (8, 10)], [False, False, False, True], 94, False, [True, True, False, False], 1087, 'South', (6, 2))
Element 4: (2, (6, 2), ['.', '.', '', '%'], [(5, 6), (4, 7), (8, 11)], [False, False, False, True], 92, False, [True, True, False, False], 2116, 'South', (6, 1))
Element 5: (2, (6, 1), ['.', '%', '', '.'], [(6, 6), (4, 8), (9, 11)], [False, True, False, False], 90, False, [True, False, False, True], 2155, 'East', (7, 1))
Element 6: (2, (7, 1), ['', '%', '%', '.'], [(7, 6), (5, 8), (9, 12)], [False, True, True, False], 88, False, [False, False, False, True], 3184, 'East', (8, 1))
Element 7: (2, (8, 1), ['', '%', '%', '%'], [(8, 6), (6, 8), (10, 12)], [False, True, True, True], 86, False, [False, False, False, False], 4213, 'West', (7, 1))
Element 8: (2, (7, 1), ['', '%', '%', ''], [(9, 6), (7, 8), (11, 12)], [False, True, True, False], 84, False, [False, False, False, False], 4242, 'West', (6, 1))
Element 9: (2, (6, 1), ['.', '%', '', ''], [(10, 6), (8, 8), (12, 12)], [False, True, False, False], 82, False, [True, False, False, False], 4271, 'West', (5, 1))
Element 10: (2, (5, 1), ['.', '%', '.', ''], [(11, 6), (9, 8), (13, 12)], [False, True, False, False], 80, False, [True, False, True, False], 4310, 'North', (5, 2))
Element 11: #1#
