Element 1: (1, (14, 4), ['%', '%', '%', '.'], [(4, 10), (14, 8), (17, 6)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (15, 4))
Element 2: (1, (15, 4), ['', '%', '%', '.'], [(5, 10), (14, 9), (17, 7)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (16, 4))
Element 3: (1, (16, 4), ['', '.', '%', '%'], [(6, 10), (15, 9), (18, 7)], [False, False, True, True], 94, False, [False, True, False, False], 87, 'South', (16, 3))
Element 4: (1, (16, 3), ['%', '%', '', '.'], [(7, 10), (16, 9), (17, 7)], [True, True, False, False], 92, False, [False, False, False, True], 116, 'East', (17, 3))
Element 5: (1, (17, 3), ['', '%', '%', '.'], [(8, 10), (17, 9), (16, 7)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (18, 3))
Element 6: (1, (18, 3), ['', '%', '%', '%'], [(8, 11), (18, 9), (16, 6)], [False, True, True, True], 88, False, [False, False, False, False], 1184, 'West', (17, 3))
Element 7: (1, (17, 3), ['', '%', '%', ''], [(9, 11), (17, 9), (15, 6)], [False, True, True, False], 86, False, [False, False, False, False], 1203, 'West', (16, 3))
Element 8: (1, (16, 3), ['%', '%', '', ''], [(9, 12), (17, 10), (15, 7)], [True, True, False, False], 84, False, [False, False, False, False], 2222, 'North', (16, 4))
Element 9: (1, (16, 4), ['', '', '%', '%'], [(10, 12), (17, 11), (14, 7)], [False, False, True, True], 82, False, [False, False, False, False], 2251, 'West', (15, 4))
Element 10: (1, (15, 4), ['', '%', '%', ''], [(11, 12), (18, 11), (14, 6)], [False, True, True, False], 80, False, [False, False, False, False], 2280, 'West', (14, 4))
Element 11: (1, (14, 4), ['%', '%', '%', ''], [(12, 12), (17, 11), (13, 6)], [True, True, True, False], 78, False, [False, False, False, False], 2299, 'Stop', (14, 4))
Element 12: (1, (14, 4), ['%', '%', '%', ''], [(13, 12), (16, 11), (13, 7)], [True, True, True, False], 76, False, [False, False, False, False], 2328, 'East', (15, 4))
Element 13: (1, (15, 4), ['', '%', '%', ''], [(14, 12), (16, 12), (13, 8)], [False, True, True, False], 74, False, [False, False, False, False], 2357, 'East', (16, 4))
Element 14: (1, (16, 4), ['', '', '%', '%'], [(15, 12), (16, 13), (13, 9)], [False, False, True, True], 72, False, [False, False, False, False], 2386, 'South', (16, 3))
Element 15: (1, (16, 3), ['%', '%', '', ''], [(16, 12), (15, 13), (13, 10)], [True, True, False, False], 70, False, [False, False, False, False], 2405, 'East', (17, 3))
Element 16: (1, (17, 3), ['', '%', '%', ''], [(16, 13), (14, 13), (14, 10)], [False, True, True, False], 68, False, [False, False, False, False], 2424, 'East', (18, 3))
Element 17: (1, (18, 3), ['', '%', '%', '%'], [(15, 13), (13, 13), (15, 10)], [False, True, True, True], 66, False, [False, False, False, False], 2443, 'West', (17, 3))
Element 18: (1, (17, 3), ['', '%', '%', ''], [(14, 13), (12, 13), (15, 9)], [False, True, True, False], 64, False, [False, False, False, False], 2452, 'West', (16, 3))
Element 19: (1, (16, 3), ['%', '%', '', ''], [(13, 13), (12, 12), (16, 9)], [True, True, False, False], 62, False, [False, False, False, False], 2451, 'North', (16, 4))
Element 20: (1, (16, 4), ['', '', '%', '%'], [(12, 13), (12, 11), (17, 9)], [False, False, True, True], 60, False, [False, False, False, False], 2460, 'West', (15, 4))
Element 21: (1, (15, 4), ['', '%', '%', ''], [(13, 13), (13, 11), (18, 9)], [False, True, True, False], 58, False, [False, False, False, False], 2469, 'West', (14, 4))
Element 22: (1, (14, 4), ['%', '%', '%', ''], [(14, 13), (13, 12), (17, 9)], [True, True, True, False], 56, False, [False, False, False, False], 2468, 'Stop', (14, 4))
Element 23: (1, (14, 4), ['%', '%', '%', ''], [(15, 13), (14, 12), (17, 10)], [True, True, True, False], 54, False, [False, False, False, False], 2467, 'East', (15, 4))
