Element 1: (3, (7, 11), ['.', '.', '%', 'F'], [(13, 11), (2, 7), (5, 11)], [False, False, True, False], 98, False, [True, True, False, False], 29, 'East', (8, 11))
Element 2: (3, (8, 11), ['', '.', '%', '.'], [(13, 12), (3, 7), (6, 11)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (9, 11))
Element 3: (3, (9, 11), ['', '.', 'F', '.'], [(14, 12), (4, 7), (6, 12)], [False, False, False, False], 94, False, [False, True, False, True], 1097, 'North', (9, 12))
Element 4: (3, (9, 12), ['%', '', '%', '.'], [(15, 12), (4, 8), (5, 12)], [True, False, True, False], 92, False, [False, False, False, True], 2126, 'East', (10, 12))
Element 5: (3, (10, 12), ['', '.', '%', '.'], [(16, 12), (5, 8), (5, 13)], [False, False, True, False], 90, False, [False, True, False, True], 2165, 'East', (11, 12))
Element 6: (3, (11, 12), ['', '.', '%', '.'], [(16, 13), (6, 8), (4, 13)], [False, False, True, False], 88, False, [False, True, False, True], 3194, 'East', (12, 12))
Element 7: (3, (12, 12), ['', '', '.', ''], [(15, 13), (7, 8), (3, 13)], [False, False, False, False], 86, False, [False, False, True, False], 3233, 'North', (12, 13))
Element 8: (3, (12, 13), ['%', '', '%', '.'], [(14, 13), (8, 8), (2, 13)], [True, False, True, False], 84, False, [False, False, False, True], 3272, 'East', (13, 13))
Element 9: (3, (13, 13), ['', '', '%', ''], [(15, 13), (9, 8), (1, 13)], [False, False, True, False], 82, False, [False, False, False, False], 3301, 'East', (14, 13))
Element 10: (3, (14, 13), ['', '', '%', ''], [(16, 13), (10, 8), (2, 13)], [False, False, True, False], 80, False, [False, False, False, False], 4300, 'East', (15, 13))
Element 11: (3, (15, 13), ['', '', '%', ''], [(16, 12), (10, 7), (3, 13)], [False, False, True, False], 78, False, [False, False, False, False], 4309, 'East', (16, 13))
Element 12: (3, (16, 13), ['', '', '%', '%'], [(16, 11), (11, 7), (4, 13)], [False, False, True, True], 76, False, [False, False, False, False], 4328, 'South', (16, 12))
Element 13: (3, (16, 12), ['', '', '', '%'], [(17, 11), (12, 7), (5, 13)], [False, False, False, True], 74, False, [False, False, False, False], 4347, 'South', (16, 11))
Element 14: (3, (16, 11), ['%', '%', '', ''], [(18, 11), (13, 7), (5, 12)], [True, True, False, False], 72, False, [False, False, False, False], 4366, 'East', (17, 11))
Element 15: (3, (17, 11), ['', '.', '%', 'G'], [(18, 11), (14, 7), (6, 12)], [False, False, True, False], 70, False, [False, True, False, False], 4375, 'South', (17, 10))
Element 16: (3, (17, 10), ['%', '.', 'G', '%'], [(17, 11), (15, 7), (6, 11)], [True, False, False, True], 68, False, [False, True, False, False], 4394, 'South', (17, 9))
Element 17: (3, (17, 9), ['.', '%', '', '.'], [(17, 11), (16, 7), (6, 10)], [False, True, False, False], 66, False, [True, False, False, True], 4423, 'East', (18, 9))
Element 18: (3, (18, 9), ['', '%', '%', '%'], [(16, 11), (17, 7), (7, 10)], [False, True, True, True], 64, False, [False, False, False, False], 4452, 'West', (17, 9))
Element 19: (3, (17, 9), ['.', '%', '', ''], [(16, 12), (18, 7), (8, 10)], [False, True, False, False], 62, False, [True, False, False, False], 4471, 'West', (16, 9))
Element 20: (3, (16, 9), ['.', '%', '%', ''], [(15, 12), (17, 7), (9, 10)], [False, True, True, False], 60, False, [True, False, False, False], 4490, 'West', (15, 9))
Element 21: (3, (15, 9), ['.', '%', '.', ''], [(15, 13), (17, 6), (10, 10)], [False, True, False, False], 58, False, [True, False, True, False], 4519, 'North', (15, 10))
Element 22: (3, (15, 10), ['.', '', '%', '%'], [(15, 12), (16, 6), (11, 10)], [False, False, True, True], 56, False, [True, False, False, False], 4548, 'West', (14, 10))
Element 23: (3, (14, 10), ['.', '.', '%', ''], [(14, 12), (15, 6), (12, 10)], [False, False, True, False], 54, False, [True, True, False, False], 4577, 'South', (14, 9))
Element 24: (3, (14, 9), ['.', '.', '', ''], [(14, 13), (14, 6), (13, 10)], [False, False, False, False], 52, False, [True, True, False, False], 4606, 'South', (14, 8))
Element 25: (3, (14, 8), ['.', '', '', '%'], [(14, 12), (13, 6), (13, 9)], [False, False, False, True], 50, False, [True, False, False, False], 4635, 'West', (13, 8))
Element 26: (3, (13, 8), ['.', '', '', ''], [(13, 12), (13, 5), (12, 9)], [False, False, False, False], 48, False, [True, False, False, False], 4664, 'West', (12, 8))
Element 27: (3, (12, 8), ['%', '', '', ''], [(13, 13), (12, 5), (11, 9)], [True, False, False, False], 46, False, [False, False, False, False], 4693, 'North', (12, 9))
Element 28: (3, (12, 9), ['', '', '', ''], [(12, 13), (12, 6), (11, 10)], [False, False, False, False], 44, False, [False, False, False, False], 4702, 'East', (13, 9))
Element 29: (3, (13, 9), ['', '', '', ''], [(12, 12), (11, 6), (10, 10)], [False, False, False, False], 42, False, [False, False, False, False], 4711, 'North', (13, 10))
Element 30: (3, (13, 10), ['', '', '', ''], [(11, 12), (11, 5), (10, 10)], [False, False, False, False], 40, False, [False, False, False, False], 4720, 'North', (13, 11))
Element 31: (3, (13, 11), ['', '', '', '%'], [(11, 11), (10, 5), (10, 10)], [False, False, False, True], 38, False, [False, False, False, False], 4739, 'North', (13, 12))
Element 32: (3, (13, 12), ['', '', '', ''], [(10, 11), (10, 6), (11, 10)], [False, False, False, False], 36, False, [False, False, False, False], 4758, 'East', (14, 12))
Element 33: (3, (14, 12), ['', '%', '', ''], [(10, 12), (9, 6), (12, 10)], [False, True, False, False], 34, False, [False, False, False, False], 4767, 'East', (15, 12))
Element 34: (3, (15, 12), ['', '%', '', ''], [(9, 12), (9, 7), (13, 10)], [False, True, False, False], 32, False, [False, False, False, False], 4776, 'West', (14, 12))
Element 35: (3, (14, 12), ['', '%', '', ''], [(9, 11), (9, 6), (13, 11)], [False, True, False, False], 30, False, [False, False, False, False], 4775, 'West', (13, 12))
