Element 1: (2, (12, 13), ['%', '.', '%', '.'], [(5, 10), (6, 6), (15, 13)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (13, 13))
Element 2: (2, (13, 13), ['', '.', '%', '.'], [(6, 10), (7, 6), (16, 13)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (14, 13))
Element 3: (2, (14, 13), ['', '.', '%', ''], [(7, 10), (8, 6), (16, 12)], [False, False, True, False], 94, False, [False, True, False, False], 97, 'South', (14, 12))
Element 4: (2, (14, 12), ['.', '%', '', '.'], [(8, 10), (9, 6), (16, 11)], [False, True, False, False], 92, False, [True, False, False, True], 136, 'East', (15, 12))
Element 5: (2, (15, 12), ['', '%', '', ''], [(8, 11), (10, 6), (17, 11)], [False, True, False, False], 90, False, [False, False, False, False], 1165, 'East', (16, 12))
Element 6: (2, (16, 12), ['', '', '', '%'], [(9, 11), (11, 6), (18, 11)], [False, False, False, True], 88, False, [False, False, False, False], 1194, 'North', (16, 13))
Element 7: (2, (16, 13), ['', '', '%', '%'], [(9, 12), (12, 6), (17, 11)], [False, False, True, True], 86, False, [False, False, False, False], 2203, 'West', (15, 13))
Element 8: (2, (15, 13), ['', '', '%', ''], [(10, 12), (13, 6), (17, 10)], [False, False, True, False], 84, False, [False, False, False, False], 2232, 'East', (16, 13))
Element 9: (2, (16, 13), ['', '', '%', '%'], [(11, 12), (14, 6), (17, 9)], [False, False, True, True], 82, False, [False, False, False, False], 2261, 'South', (16, 12))
Element 10: (2, (16, 12), ['', '', '', '%'], [(12, 12), (15, 6), (18, 9)], [False, False, False, True], 80, False, [False, False, False, False], 2290, 'South', (16, 11))
Element 11: (2, (16, 11), ['%', '%', '', ''], [(13, 12), (16, 6), (17, 9)], [True, True, False, False], 78, False, [False, False, False, False], 2309, 'East', (17, 11))
Element 12: (2, (17, 11), ['', '', '%', ''], [(13, 11), (17, 6), (16, 9)], [False, False, True, False], 76, False, [False, False, False, False], 2338, 'East', (18, 11))
Element 13: (2, (18, 11), ['', '%', '%', '%'], [(13, 10), (17, 7), (15, 9)], [False, True, True, True], 74, False, [False, False, False, False], 2367, 'West', (17, 11))
Element 14: (2, (17, 11), ['', '', '%', ''], [(14, 10), (18, 7), (15, 10)], [False, False, True, False], 72, False, [False, False, False, False], 2396, 'South', (17, 10))
Element 15: (2, (17, 10), ['%', '', '', '%'], [(14, 9), (17, 7), (15, 9)], [True, False, False, True], 70, False, [False, False, False, False], 2405, 'South', (17, 9))
Element 16: (2, (17, 9), ['', '%', '', ''], [(14, 8), (16, 7), (15, 10)], [False, True, False, False], 68, False, [False, False, False, False], 2424, 'East', (18, 9))
Element 17: (2, (18, 9), ['', '%', '%', '%'], [(14, 7), (15, 7), (15, 9)], [False, True, True, True], 66, False, [False, False, False, False], 2443, 'West', (17, 9))
Element 18: (2, (17, 9), ['G', '%', '', ''], [(13, 7), (14, 7), (16, 9)], [False, True, False, False], 64, False, [False, False, False, False], 2452, 'North', (17, 10))
Element 19: (2, (17, 10), ['%', 'G', '', '%'], [(13, 8), (14, 8), (17, 9)], [True, False, False, True], 62, False, [False, False, False, False], 2461, 'North', (17, 11))
Element 20: (2, (17, 11), ['', 'G', '%', ''], [(13, 9), (14, 9), (17, 10)], [False, False, True, False], 60, False, [False, False, False, False], 2470, 'West', (16, 11))
Element 21: (2, (16, 11), ['%', '%', '', 'G'], [(12, 9), (15, 9), (17, 11)], [True, True, False, False], 58, False, [False, False, False, False], 2479, 'North', (16, 12))
Element 22: (2, (16, 12), ['', 'G', '', '%'], [(12, 10), (16, 9), (16, 11)], [False, False, False, True], 56, False, [False, False, False, False], 2488, 'West', (15, 12))
Element 23: (2, (15, 12), ['', '%', '', 'G'], [(12, 11), (17, 9), (16, 12)], [False, True, False, False], 54, False, [False, False, False, False], 2497, 'West', (14, 12))
Element 24: (2, (14, 12), ['', '%', '', 'G'], [(11, 11), (18, 9), (15, 12)], [False, True, False, False], 52, False, [False, False, False, False], 2506, 'West', (13, 12))
Element 25: (2, (13, 12), ['', '', '', 'G'], [(11, 10), (17, 9), (14, 12)], [False, False, False, False], 50, False, [False, False, False, False], 2515, 'South', (13, 11))
Element 26: (2, (13, 11), ['', '', '', '%'], [(11, 9), (17, 10), (14, 13)], [False, False, False, True], 48, False, [False, False, False, False], 2524, 'South', (13, 10))
Element 27: (2, (13, 10), ['', '', '', ''], [(11, 10), (17, 11), (13, 13)], [False, False, False, False], 46, False, [False, False, False, False], 2523, 'East', (14, 10))
Element 28: (2, (14, 10), ['', '', '%', ''], [(10, 10), (18, 11), (13, 12)], [False, False, True, False], 44, False, [False, False, False, False], 2532, 'East', (15, 10))
Element 29: (2, (15, 10), ['', '', '%', '%'], [(10, 11), (17, 11), (13, 11)], [False, False, True, True], 42, False, [False, False, False, False], 2541, 'South', (15, 9))
Element 30: (2, (15, 9), ['', '%', '', ''], [(10, 10), (16, 11), (13, 10)], [False, True, False, False], 40, False, [False, False, False, False], 2540, 'East', (16, 9))
Element 31: (2, (16, 9), ['', '%', '%', ''], [(9, 10), (16, 12), (14, 10)], [False, True, True, False], 38, False, [False, False, False, False], 2549, 'West', (15, 9))
Element 32: (2, (15, 9), ['G', '%', '', ''], [(10, 10), (16, 13), (14, 9)], [False, True, False, False], 36, False, [False, False, False, False], 2548, 'North', (15, 10))
Element 33: (2, (15, 10), ['', '', '%', '%'], [(11, 10), (15, 13), (14, 8)], [False, False, True, True], 34, False, [False, False, False, False], 2547, 'South', (15, 9))
Element 34: (2, (15, 9), ['', '%', '', ''], [(11, 11), (15, 12), (14, 7)], [False, True, False, False], 32, False, [False, False, False, False], 2546, 'North', (15, 10))
Element 35: (2, (15, 10), ['', '', '%', '%'], [(10, 11), (14, 12), (15, 7)], [False, False, True, True], 30, False, [False, False, False, False], 2545, 'West', (14, 10))
Element 36: (2, (14, 10), ['', '', '%', ''], [(11, 11), (14, 13), (16, 7)], [False, False, True, False], 28, False, [False, False, False, False], 2544, 'South', (14, 9))
Element 37: (2, (14, 9), ['', '', '', ''], [(12, 11), (13, 13), (17, 7)], [False, False, False, False], 26, False, [False, False, False, False], 2543, 'South', (14, 8))
Element 38: (2, (14, 8), ['', '', '', '%'], [(12, 10), (13, 12), (18, 7)], [False, False, False, True], 24, False, [False, False, False, False], 2542, 'South', (14, 7))
Element 39: (2, (14, 7), ['', '', '', ''], [(11, 10), (13, 11), (17, 7)], [False, False, False, False], 22, False, [False, False, False, False], 2541, 'East', (15, 7))
Element 40: (2, (15, 7), ['', '', '%', ''], [(12, 10), (13, 10), (17, 6)], [False, False, True, False], 20, False, [False, False, False, False], 2540, 'East', (16, 7))
