Element 1: (3, (13, 12), ['.', '', '.', '.'], [(15, 13), (3, 9), (13, 10)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (14, 12))
Element 2: (3, (14, 12), ['', '%', '', '.'], [(16, 13), (4, 9), (14, 10)], [False, True, False, False], 96, False, [False, False, False, True], 68, 'East', (15, 12))
Element 3: (3, (15, 12), ['', '%', '', 'G'], [(16, 12), (5, 9), (15, 10)], [False, True, False, False], 94, False, [False, False, False, False], 107, 'North', (15, 13))
Element 4: (3, (15, 13), ['', '', '%', ''], [(16, 11), (5, 10), (15, 9)], [False, False, True, False], 92, False, [False, False, False, False], 136, 'East', (16, 13))
Element 5: (3, (16, 13), ['', '', '%', '%'], [(17, 11), (6, 10), (16, 9)], [False, False, True, True], 90, False, [False, False, False, False], 165, 'South', (16, 12))
Element 6: (3, (16, 12), ['', '', '', '%'], [(18, 11), (7, 10), (17, 9)], [False, False, False, True], 88, False, [False, False, False, False], 194, 'South', (16, 11))
Element 7: (3, (16, 11), ['%', '%', '', 'G'], [(17, 11), (8, 10), (18, 9)], [True, True, False, False], 86, False, [False, False, False, False], 213, 'North', (16, 12))
Element 8: (3, (16, 12), ['', '', '', '%'], [(17, 10), (8, 11), (17, 9)], [False, False, False, True], 84, False, [False, False, False, False], 1222, 'North', (16, 13))
Element 9: (3, (16, 13), ['', '', '%', '%'], [(17, 11), (9, 11), (17, 10)], [False, False, True, True], 82, False, [False, False, False, False], 1231, 'West', (15, 13))
Element 10: (3, (15, 13), ['', '', '%', ''], [(16, 11), (9, 12), (17, 11)], [False, False, True, False], 80, False, [False, False, False, False], 2230, 'West', (14, 13))
Element 11: (3, (14, 13), ['.', '', '%', ''], [(16, 12), (10, 12), (18, 11)], [False, False, True, False], 78, False, [True, False, False, False], 2239, 'West', (13, 13))
Element 12: (3, (13, 13), ['.', '', '%', ''], [(15, 12), (11, 12), (17, 11)], [False, False, True, False], 76, False, [True, False, False, False], 2258, 'West', (12, 13))
Element 13: (3, (12, 13), ['%', 'G', '%', ''], [(14, 12), (12, 12), (16, 11)], [True, False, True, False], 74, False, [False, False, False, False], 2277, 'East', (13, 13))
Element 14: (3, (13, 13), ['', 'G', '%', ''], [(13, 12), (12, 11), (16, 12)], [False, False, True, False], 72, False, [False, False, False, False], 2286, 'East', (14, 13))
Element 15: (3, (14, 13), ['G', '', '%', ''], [(13, 13), (12, 10), (16, 13)], [False, False, True, False], 70, False, [False, False, False, False], 2295, 'East', (15, 13))
Element 16: (3, (15, 13), ['', '', '%', ''], [(12, 13), (12, 9), (16, 12)], [False, False, True, False], 68, False, [False, False, False, False], 2304, 'South', (15, 12))
Element 17: (3, (15, 12), ['', '%', '', ''], [(12, 12), (13, 9), (16, 11)], [False, True, False, False], 66, False, [False, False, False, False], 2313, 'West', (14, 12))
Element 18: (3, (14, 12), ['', '%', '', ''], [(12, 11), (14, 9), (16, 12)], [False, True, False, False], 64, False, [False, False, False, False], 2322, 'North', (14, 13))
Element 19: (3, (14, 13), ['', '', '%', ''], [(11, 11), (14, 8), (16, 11)], [False, False, True, False], 62, False, [False, False, False, False], 2341, 'South', (14, 12))
Element 20: (3, (14, 12), ['', '%', '', ''], [(11, 10), (14, 7), (17, 11)], [False, True, False, False], 60, False, [False, False, False, False], 2360, 'West', (13, 12))
Element 21: (3, (13, 12), ['', '', '', ''], [(11, 9), (15, 7), (17, 10)], [False, False, False, False], 58, False, [False, False, False, False], 2379, 'North', (13, 13))
Element 22: (3, (13, 13), ['', '', '%', ''], [(12, 9), (16, 7), (17, 9)], [False, False, True, False], 56, False, [False, False, False, False], 2388, 'South', (13, 12))
Element 23: (3, (13, 12), ['', '', '', ''], [(12, 8), (17, 7), (16, 9)], [False, False, False, False], 54, False, [False, False, False, False], 2407, 'West', (12, 12))
Element 24: (3, (12, 12), ['', '', '', ''], [(13, 8), (18, 7), (15, 9)], [False, False, False, False], 52, False, [False, False, False, False], 2426, 'South', (12, 11))
Element 25: (3, (12, 11), ['', '', '', ''], [(13, 7), (17, 7), (14, 9)], [False, False, False, False], 50, False, [False, False, False, False], 2435, 'East', (13, 11))
Element 26: (3, (13, 11), ['', '', '', '%'], [(13, 6), (17, 6), (14, 8)], [False, False, False, True], 48, False, [False, False, False, False], 2454, 'South', (13, 10))
