Element 1: (3, (13, 12), ['.', '', '.', '.'], [(15, 13), (3, 9), (13, 10)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (14, 12))
Element 27: (3, (13, 10), ['', '', '', ''], [(14, 6), (16, 6), (14, 7)], [False, False, False, False], 46, False, [False, False, False, False], 2473, 'East', (14, 10))
Element 28: (3, (14, 10), ['', '', '%', ''], [(15, 6), (17, 6), (15, 7)], [False, False, True, False], 44, False, [False, False, False, False], 2482, 'East', (15, 10))
Element 29: (3, (15, 10), ['', '', '%', '%'], [(16, 6), (17, 7), (16, 7)], [False, False, True, True], 42, False, [False, False, False, False], 2481, 'South', (15, 9))
Element 30: (3, (15, 9), ['', '%', '', ''], [(17, 6), (18, 7), (17, 7)], [False, True, False, False], 40, False, [False, False, False, False], 2480, 'East', (16, 9))
Element 31: (3, (16, 9), ['', '%', '%', ''], [(16, 6), (18, 7), (17, 6)], [False, True, True, False], 38, False, [False, False, False, False], 2479, 'East', (17, 9))
Element 32: (3, (17, 9), ['', '%', '', ''], [(15, 6), (17, 7), (16, 6)], [False, True, False, False], 36, False, [False, False, False, False], 2478, 'East', (18, 9))
Element 33: (3, (18, 9), ['', '%', '%', '%'], [(14, 6), (16, 7), (15, 6)], [False, True, True, True], 34, False, [False, False, False, False], 2477, 'West', (17, 9))
Element 34: (3, (17, 9), ['', '%', '', ''], [(13, 6), (15, 7), (14, 6)], [False, True, False, False], 32, False, [False, False, False, False], 2476, 'North', (17, 10))
Element 35: (3, (17, 10), ['%', '', '', '%'], [(13, 5), (15, 7), (13, 6)], [True, False, False, True], 30, False, [False, False, False, False], 2485, 'North', (17, 11))
Element 36: (3, (17, 11), ['', '', '%', ''], [(12, 5), (14, 7), (12, 6)], [False, False, True, False], 28, False, [False, False, False, False], 2504, 'East', (18, 11))
Element 37: (3, (18, 11), ['', '%', '%', '%'], [(11, 5), (14, 6), (12, 7)], [False, True, True, True], 26, False, [False, False, False, False], 2523, 'West', (17, 11))
Element 38: (3, (17, 11), ['', '', '%', ''], [(11, 6), (15, 6), (11, 7)], [False, False, True, False], 24, False, [False, False, False, False], 2542, 'South', (17, 10))
Element 39: (3, (17, 10), ['%', '', '', '%'], [(10, 6), (14, 6), (10, 7)], [True, False, False, True], 22, False, [False, False, False, False], 2561, 'South', (17, 9))
Element 40: (3, (17, 9), ['', '%', '', ''], [(10, 5), (13, 6), (10, 8)], [False, True, False, False], 20, False, [False, False, False, False], 3570, 'West', (16, 9))
Element 41: (3, (16, 9), ['', '%', '%', ''], [(9, 5), (13, 7), (9, 8)], [False, True, True, False], 18, False, [False, False, False, False], 3589, 'West', (15, 9))
Element 42: (3, (15, 9), ['', '%', '', ''], [(9, 6), (13, 8), (9, 7)], [False, True, False, False], 16, False, [False, False, False, False], 3608, 'West', (14, 9))
Element 43: (3, (14, 9), ['', '', '', ''], [(8, 6), (12, 8), (9, 6)], [False, False, False, False], 14, False, [False, False, False, False], 3617, 'South', (14, 8))
Element 44: (3, (14, 8), ['', '', '', '%'], [(8, 5), (12, 7), (10, 6)], [False, False, False, True], 12, False, [False, False, False, False], 3626, 'South', (14, 7))
Element 45: (3, (14, 7), ['', '', '', ''], [(7, 5), (12, 6), (11, 6)], [False, False, False, False], 10, False, [False, False, False, False], 3635, 'East', (15, 7))
Element 46: (3, (15, 7), ['', '', '%', ''], [(7, 6), (12, 5), (11, 5)], [False, False, True, False], 8, False, [False, False, False, False], 3644, 'East', (16, 7))
Element 47: (3, (16, 7), ['', '', '%', ''], [(6, 6), (13, 5), (12, 5)], [False, False, True, False], 6, False, [False, False, False, False], 3653, 'East', (17, 7))
Element 48: (3, (17, 7), ['', '', '%', ''], [(6, 5), (13, 6), (13, 5)], [False, False, True, False], 4, False, [False, False, False, False], 3662, 'East', (18, 7))
Element 49: (3, (18, 7), ['', '%', '%', '%'], [(6, 4), (12, 6), (12, 5)], [False, True, True, True], 2, False, [False, False, False, False], 4661, 'West', (17, 7))
Element 50: (3, (17, 7), ['', '', '%', ''], [(6, 4), (12, 6), (12, 5)], [False, False, True, False], 0, False, [False, False, False, False], 4660, 'Stop', (17, 7))
Element 51: #0#
