Element 1: (3, (18, 3), ['.', '%', '%', '%'], [(5, 10), (2, 1), (9, 5)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 3))
Element 2: (3, (17, 3), ['.', '%', '%', ''], [(6, 10), (3, 1), (10, 5)], [False, True, True, False], 96, False, [True, False, False, False], 68, 'West', (16, 3))
Element 3: (3, (16, 3), ['%', '%', '.', ''], [(7, 10), (4, 1), (11, 5)], [True, True, False, False], 94, False, [False, False, True, False], 107, 'North', (16, 4))
Element 4: (3, (16, 4), ['.', '', '%', '%'], [(8, 10), (5, 1), (12, 5)], [False, False, True, True], 92, False, [True, False, False, False], 146, 'West', (15, 4))
Element 5: (3, (15, 4), ['.', '%', '%', ''], [(8, 11), (6, 1), (13, 5)], [False, True, True, False], 90, False, [True, False, False, False], 1175, 'West', (14, 4))
Element 6: (3, (14, 4), ['%', '%', '%', ''], [(9, 11), (7, 1), (13, 6)], [True, True, True, False], 88, False, [False, False, False, False], 1214, 'East', (15, 4))
Element 7: (3, (15, 4), ['', '%', '%', ''], [(9, 12), (8, 1), (14, 6)], [False, True, True, False], 86, False, [False, False, False, False], 2233, 'East', (16, 4))
Element 8: (3, (16, 4), ['', '', '%', '%'], [(10, 12), (7, 1), (15, 6)], [False, False, True, True], 84, False, [False, False, False, False], 2252, 'South', (16, 3))
Element 9: (3, (16, 3), ['%', '%', '', ''], [(11, 12), (6, 1), (16, 6)], [True, True, False, False], 82, False, [False, False, False, False], 2271, 'East', (17, 3))
Element 10: (3, (17, 3), ['', '%', '%', ''], [(12, 12), (6, 2), (17, 6)], [False, True, True, False], 80, False, [False, False, False, False], 2300, 'East', (18, 3))
Element 11: (3, (18, 3), ['', '%', '%', '%'], [(13, 12), (6, 3), (17, 7)], [False, True, True, True], 78, False, [False, False, False, False], 2329, 'Stop', (18, 3))
Element 12: (3, (18, 3), ['', '%', '%', '%'], [(14, 12), (6, 4), (18, 7)], [False, True, True, True], 76, False, [False, False, False, False], 3348, 'West', (17, 3))
Element 13: (3, (17, 3), ['', '%', '%', ''], [(15, 12), (6, 5), (17, 7)], [False, True, True, False], 74, False, [False, False, False, False], 3367, 'West', (16, 3))
Element 14: (3, (16, 3), ['%', '%', '', ''], [(16, 12), (7, 5), (16, 7)], [True, True, False, False], 72, False, [False, False, False, False], 3396, 'North', (16, 4))
Element 15: (3, (16, 4), ['', '', '%', '%'], [(16, 13), (7, 6), (15, 7)], [False, False, True, True], 70, False, [False, False, False, False], 3425, 'West', (15, 4))
Element 16: (3, (15, 4), ['', '%', '%', ''], [(15, 13), (8, 6), (14, 7)], [False, True, True, False], 68, False, [False, False, False, False], 3454, 'West', (14, 4))
Element 17: (3, (14, 4), ['%', '%', '%', ''], [(14, 13), (9, 6), (14, 8)], [True, True, True, False], 66, False, [False, False, False, False], 3483, 'East', (15, 4))
Element 18: (3, (15, 4), ['', '%', '%', ''], [(13, 13), (10, 6), (14, 9)], [False, True, True, False], 64, False, [False, False, False, False], 3512, 'East', (16, 4))
Element 19: (3, (16, 4), ['', '', '%', '%'], [(12, 13), (11, 6), (15, 9)], [False, False, True, True], 62, False, [False, False, False, False], 3541, 'South', (16, 3))
Element 20: (3, (16, 3), ['%', '%', '', ''], [(13, 13), (12, 6), (16, 9)], [True, True, False, False], 60, False, [False, False, False, False], 3560, 'East', (17, 3))
Element 21: (3, (17, 3), ['', '%', '%', ''], [(14, 13), (12, 7), (17, 9)], [False, True, True, False], 58, False, [False, False, False, False], 3579, 'East', (18, 3))
Element 22: (3, (18, 3), ['', '%', '%', '%'], [(15, 13), (13, 7), (18, 9)], [False, True, True, True], 56, False, [False, False, False, False], 3598, 'Stop', (18, 3))
Element 23: (3, (18, 3), ['', '%', '%', '%'], [(16, 13), (13, 8), (17, 9)], [False, True, True, True], 54, False, [False, False, False, False], 3607, 'West', (17, 3))
Element 24: (3, (17, 3), ['', '%', '%', ''], [(16, 12), (13, 9), (17, 10)], [False, True, True, False], 52, False, [False, False, False, False], 3626, 'West', (16, 3))
Element 25: (3, (16, 3), ['%', '%', '', ''], [(16, 11), (13, 10), (17, 11)], [True, True, False, False], 50, False, [False, False, False, False], 3655, 'North', (16, 4))
