Element 1: (0, (5, 11), ['G', '.', '.', '.'], [(4, 11), (16, 3), (16, 13)], [False, False, False, False], 98, False, [False, True, True, True], 0, 'East', (6, 11))
Element 2: (0, (6, 11), ['', '.', '.', '.'], [(4, 10), (17, 3), (16, 12)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (7, 11))
Element 3: (0, (7, 11), ['', '.', '%', 'F'], [(5, 10), (18, 3), (16, 11)], [False, False, True, False], 94, False, [False, True, False, False], 78, 'East', (8, 11))
Element 4: (0, (8, 11), ['', '.', '%', '.'], [(6, 10), (17, 3), (17, 11)], [False, False, True, False], 92, False, [False, True, False, True], 1097, 'East', (9, 11))
Element 5: (0, (9, 11), ['', '.', 'F', '.'], [(7, 10), (16, 3), (18, 11)], [False, False, False, False], 90, False, [False, True, False, True], 1126, 'North', (9, 12))
Element 6: (0, (9, 12), ['%', '', '%', '.'], [(8, 10), (16, 4), (17, 11)], [True, False, True, False], 88, False, [False, False, False, True], 2145, 'East', (10, 12))
Element 7: (0, (10, 12), ['', '.', '%', '.'], [(9, 10), (15, 4), (17, 10)], [False, False, True, False], 86, False, [False, True, False, True], 2184, 'East', (11, 12))
Element 8: (0, (11, 12), ['', '.', '%', '.'], [(10, 10), (14, 4), (17, 9)], [False, False, True, False], 84, False, [False, True, False, True], 2223, 'East', (12, 12))
Element 9: (0, (12, 12), ['', '.', '.', '.'], [(11, 10), (15, 4), (18, 9)], [False, False, False, False], 82, False, [False, True, True, True], 2252, 'East', (13, 12))
Element 10: (0, (13, 12), ['', '.', '.', '.'], [(12, 10), (16, 4), (17, 9)], [False, False, False, False], 80, False, [False, True, True, True], 2271, 'East', (14, 12))
Element 11: (0, (14, 12), ['', '%', '.', '.'], [(13, 10), (16, 3), (16, 9)], [False, True, False, False], 78, False, [False, False, True, True], 2300, 'East', (15, 12))
Element 12: (0, (15, 12), ['', '%', '.', ''], [(14, 10), (16, 3), (15, 9)], [False, True, False, False], 76, False, [False, False, True, False], 2329, 'North', (15, 13))
Element 13: (0, (15, 13), ['.', '', '%', ''], [(15, 10), (17, 3), (14, 9)], [False, False, True, False], 74, False, [True, False, False, False], 2358, 'West', (14, 13))
Element 14: (0, (14, 13), ['.', '', '%', ''], [(15, 9), (18, 3), (14, 8)], [False, False, True, False], 72, False, [True, False, False, False], 2377, 'West', (13, 13))
Element 15: (0, (13, 13), ['.', '', '%', ''], [(16, 9), (17, 3), (14, 7)], [False, False, True, False], 70, False, [True, False, False, False], 2396, 'West', (12, 13))
Element 16: (0, (12, 13), ['%', '', '%', ''], [(17, 9), (16, 3), (15, 7)], [True, False, True, False], 68, False, [False, False, False, False], 2415, 'East', (13, 13))
Element 17: (0, (13, 13), ['', '', '%', ''], [(18, 9), (16, 4), (16, 7)], [False, False, True, False], 66, False, [False, False, False, False], 2424, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '', '%', ''], [(17, 9), (15, 4), (17, 7)], [False, False, True, False], 64, False, [False, False, False, False], 2433, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '', '%', ''], [(17, 10), (14, 4), (18, 7)], [False, False, True, False], 62, False, [False, False, False, False], 2442, 'East', (16, 13))
