Element 1: (0, (6, 5), ['.', 'F', '.', '.'], [(3, 7), (4, 8), (15, 7)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (6, 4))
Element 2: (0, (6, 4), ['%', '.', '', '%'], [(4, 7), (5, 8), (16, 7)], [True, False, False, True], 96, False, [False, True, False, False], 1029, 'South', (6, 3))
Element 3: (0, (6, 3), ['.', '.', '', '%'], [(4, 6), (6, 8), (17, 7)], [False, False, False, True], 94, False, [True, True, False, False], 2058, 'South', (6, 2))
Element 4: (0, (6, 2), ['.', '.', '', '%'], [(5, 6), (7, 8), (18, 7)], [False, False, False, True], 92, False, [True, True, False, False], 2097, 'South', (6, 1))
Element 5: (0, (6, 1), ['.', '%', '', '.'], [(6, 6), (8, 8), (17, 7)], [False, True, False, False], 90, False, [True, False, False, True], 2126, 'East', (7, 1))
Element 6: (0, (7, 1), ['', '%', '%', '.'], [(7, 6), (9, 8), (17, 6)], [False, True, True, False], 88, False, [False, False, False, True], 2165, 'East', (8, 1))
Element 7: (0, (8, 1), ['', '%', '%', '%'], [(8, 6), (10, 8), (16, 6)], [False, True, True, True], 86, False, [False, False, False, False], 3194, 'West', (7, 1))
Element 8: (0, (7, 1), ['', '%', '%', ''], [(9, 6), (10, 7), (15, 6)], [False, True, True, False], 84, False, [False, False, False, False], 3223, 'West', (6, 1))
Element 9: (0, (6, 1), ['.', '%', '', ''], [(10, 6), (11, 7), (14, 6)], [False, True, False, False], 82, False, [True, False, False, False], 3252, 'West', (5, 1))
Element 10: (0, (5, 1), ['.', '%', '.', ''], [(11, 6), (12, 7), (14, 7)], [False, True, False, False], 80, False, [True, False, True, False], 3291, 'North', (5, 2))
Element 11: (0, (5, 2), ['.', '', '.', ''], [(12, 6), (13, 7), (14, 8)], [False, False, False, False], 78, False, [True, False, True, False], 3330, 'North', (5, 3))
Element 12: (0, (5, 3), ['.', '', '%', ''], [(13, 6), (13, 8), (14, 9)], [False, False, True, False], 76, False, [True, False, False, False], 3369, 'West', (4, 3))
Element 13: (0, (4, 3), ['.', '.', '%', ''], [(13, 5), (13, 9), (15, 9)], [False, False, True, False], 74, False, [True, True, False, False], 3408, 'South', (4, 2))
Element 14: (0, (4, 2), ['.', '.', '', ''], [(12, 5), (13, 10), (16, 9)], [False, False, False, False], 72, False, [True, True, False, False], 3447, 'South', (4, 1))
Element 15: (0, (4, 1), ['.', '%', '', ''], [(11, 5), (14, 10), (17, 9)], [False, True, False, False], 70, False, [True, False, False, False], 3486, 'West', (3, 1))
Element 16: (0, (3, 1), ['.', '%', '.', ''], [(10, 5), (15, 10), (18, 9)], [False, True, False, False], 68, False, [True, False, True, False], 3525, 'North', (3, 2))
Element 17: (0, (3, 2), ['.', '', '.', ''], [(9, 5), (15, 9), (17, 9)], [False, False, False, False], 66, False, [True, False, True, False], 3544, 'North', (3, 3))
Element 18: (0, (3, 3), ['.', '', '.', ''], [(8, 5), (16, 9), (17, 10)], [False, False, False, False], 64, False, [True, False, True, False], 3573, 'North', (3, 4))
Element 19: (0, (3, 4), ['.', '', '.', '%'], [(7, 5), (17, 9), (17, 11)], [False, False, False, True], 62, False, [True, False, True, False], 3602, 'North', (3, 5))
Element 20: (0, (3, 5), ['.', '', '.', '.'], [(6, 5), (18, 9), (18, 11)], [False, False, False, False], 60, False, [True, False, True, True], 3621, 'East', (4, 5))
Element 21: (0, (4, 5), ['', '%', '', 'G'], [(5, 5), (17, 9), (17, 11)], [False, True, False, False], 58, False, [False, False, False, False], 3640, 'North', (4, 6))
Element 22: (0, (4, 6), ['.', 'G', '', ''], [(4, 5), (17, 10), (16, 11)], [False, False, False, False], 56, False, [True, False, False, False], 3649, 'West', (3, 6))
Element 23: (0, (3, 6), ['.', 'G', '', ''], [(3, 5), (17, 11), (16, 12)], [False, False, False, False], 54, False, [True, False, False, False], 3668, 'West', (2, 6))
Element 24: (0, (2, 6), ['.', 'G', '.', ''], [(2, 5), (18, 11), (16, 13)], [False, False, False, False], 52, False, [True, False, True, False], 3697, 'North', (2, 7))
Element 25: (0, (2, 7), ['.', '', '.', ''], [(2, 4), (17, 11), (15, 13)], [False, False, False, False], 50, False, [True, False, True, False], 3726, 'North', (2, 8))
Element 26: (0, (2, 8), ['.', '', '.', '.'], [(2, 3), (16, 11), (15, 12)], [False, False, False, False], 48, False, [True, False, True, True], 3755, 'East', (3, 8))
Element 27: (0, (3, 8), ['', '', '.', ''], [(2, 2), (16, 12), (14, 12)], [False, False, False, False], 46, False, [False, False, True, False], 3784, 'North', (3, 9))
Element 28: (0, (3, 9), ['.', '', '.', '.'], [(2, 1), (16, 13), (14, 13)], [False, False, False, False], 44, False, [True, False, True, True], 3813, 'East', (4, 9))
Element 29: (0, (4, 9), ['', '', '.', '.'], [(1, 1), (15, 13), (13, 13)], [False, False, False, False], 42, False, [False, False, True, True], 3842, 'East', (5, 9))
Element 30: (0, (5, 9), ['', '', '.', '%'], [(1, 2), (15, 12), (13, 12)], [False, False, False, True], 40, False, [False, False, True, False], 3871, 'North', (5, 10))
Element 31: (0, (5, 10), ['.', '', '.', '.'], [(1, 1), (14, 12), (13, 11)], [False, False, False, False], 38, False, [True, False, True, True], 3890, 'East', (6, 10))
Element 32: (0, (6, 10), ['', '%', '.', '.'], [(2, 1), (14, 13), (12, 11)], [False, True, False, False], 36, False, [False, False, True, True], 3909, 'East', (7, 10))
Element 33: (0, (7, 10), ['', '%', '.', '.'], [(3, 1), (13, 13), (12, 12)], [False, True, False, False], 34, False, [False, False, True, True], 3928, 'East', (8, 10))
Element 34: (0, (8, 10), ['', '%', 'F', '.'], [(4, 1), (12, 13), (11, 12)], [False, True, False, False], 32, False, [False, False, False, True], 3957, 'North', (8, 11))
Element 35: (0, (8, 11), ['.', '', '%', '.'], [(5, 1), (12, 12), (11, 11)], [False, False, True, False], 30, False, [True, False, False, True], 4966, 'East', (9, 11))
Element 36: (0, (9, 11), ['', '.', 'F', '.'], [(6, 1), (13, 12), (11, 10)], [False, False, False, False], 28, False, [False, True, False, True], 4985, 'North', (9, 12))
Element 37: #1#
