Element 1: (2, (12, 11), ['.', '.', '.', 'G'], [(6, 3), (5, 12), (13, 11)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (12, 12))
Element 2: (2, (12, 12), ['.', '', '.', 'G'], [(6, 4), (6, 12), (13, 12)], [False, False, False, False], 96, False, [True, False, True, False], 1048, 'North', (12, 13))
Element 3: (2, (12, 13), ['%', '', '%', '.'], [(6, 5), (6, 11), (14, 12)], [True, False, True, False], 94, False, [False, False, False, True], 1087, 'East', (13, 13))
Element 4: (2, (13, 13), ['', '', '%', '.'], [(7, 5), (7, 11), (15, 12)], [False, False, True, False], 92, False, [False, False, False, True], 1126, 'East', (14, 13))
Element 5: (2, (14, 13), ['', '', '%', '.'], [(8, 5), (8, 11), (16, 12)], [False, False, True, False], 90, False, [False, False, False, True], 2155, 'East', (15, 13))
Element 6: (2, (15, 13), ['', '', '%', 'G'], [(9, 5), (9, 11), (16, 13)], [False, False, True, False], 88, False, [False, False, False, False], 2194, 'South', (15, 12))
Element 7: (2, (15, 12), ['', '%', 'G', ''], [(10, 5), (9, 12), (15, 13)], [False, True, False, False], 86, False, [False, False, False, False], 3203, 'East', (16, 12))
Element 8: (2, (16, 12), ['', '.', '', '%'], [(11, 5), (10, 12), (14, 13)], [False, False, False, True], 84, False, [False, True, False, False], 3222, 'South', (16, 11))
Element 9: (2, (16, 11), ['%', '%', '', '.'], [(12, 5), (11, 12), (13, 13)], [True, True, False, False], 82, False, [False, False, False, True], 3251, 'East', (17, 11))
Element 10: (2, (17, 11), ['', '.', '%', '.'], [(13, 5), (11, 11), (12, 13)], [False, False, True, False], 80, False, [False, True, False, True], 3280, 'East', (18, 11))
Element 11: (2, (18, 11), ['', '%', '%', '%'], [(13, 6), (11, 10), (12, 12)], [False, True, True, True], 78, False, [False, False, False, False], 3309, 'West', (17, 11))
Element 12: (2, (17, 11), ['', '.', '%', ''], [(14, 6), (12, 10), (12, 11)], [False, False, True, False], 76, False, [False, True, False, False], 3328, 'South', (17, 10))
Element 13: (2, (17, 10), ['%', '.', '', '%'], [(15, 6), (13, 10), (11, 11)], [True, False, False, True], 74, False, [False, True, False, False], 3357, 'South', (17, 9))
Element 14: (2, (17, 9), ['.', '%', '', '.'], [(16, 6), (14, 10), (10, 11)], [False, True, False, False], 72, False, [True, False, False, True], 3396, 'East', (18, 9))
Element 15: (2, (18, 9), ['', '%', '%', '%'], [(17, 6), (15, 10), (10, 10)], [False, True, True, True], 70, False, [False, False, False, False], 3435, 'West', (17, 9))
Element 16: (2, (17, 9), ['.', '%', '', ''], [(17, 7), (15, 9), (9, 10)], [False, True, False, False], 68, False, [True, False, False, False], 3464, 'West', (16, 9))
Element 17: (2, (16, 9), ['', '%', '%', ''], [(18, 7), (14, 9), (8, 10)], [False, True, True, False], 66, False, [False, False, False, False], 3503, 'West', (15, 9))
Element 18: (2, (15, 9), ['', '%', '', ''], [(17, 7), (14, 8), (7, 10)], [False, True, False, False], 64, False, [False, False, False, False], 3522, 'North', (15, 10))
Element 19: (2, (15, 10), ['', '', '%', '%'], [(16, 7), (14, 7), (6, 10)], [False, False, True, True], 62, False, [False, False, False, False], 3551, 'West', (14, 10))
Element 20: (2, (14, 10), ['', '', '%', ''], [(15, 7), (13, 7), (5, 10)], [False, False, True, False], 60, False, [False, False, False, False], 3580, 'South', (14, 9))
Element 21: (2, (14, 9), ['.', '', '', ''], [(14, 7), (13, 8), (5, 11)], [False, False, False, False], 58, False, [True, False, False, False], 3599, 'West', (13, 9))
Element 22: (2, (13, 9), ['.', '', '', ''], [(14, 8), (12, 8), (4, 11)], [False, False, False, False], 56, False, [True, False, False, False], 3628, 'West', (12, 9))
Element 23: (2, (12, 9), ['.', '', '', ''], [(14, 9), (12, 7), (4, 10)], [False, False, False, False], 54, False, [True, False, False, False], 3657, 'West', (11, 9))
Element 24: (2, (11, 9), ['%', '%', '', ''], [(15, 9), (12, 6), (4, 9)], [True, True, False, False], 52, False, [False, False, False, False], 3686, 'North', (11, 10))
Element 25: (2, (11, 10), ['', '', '', ''], [(16, 9), (11, 6), (5, 9)], [False, False, False, False], 50, False, [False, False, False, False], 3705, 'East', (12, 10))
Element 26: (2, (12, 10), ['', '', '', ''], [(17, 9), (11, 7), (5, 8)], [False, False, False, False], 48, False, [False, False, False, False], 3724, 'East', (13, 10))
Element 27: (2, (13, 10), ['', '', '', ''], [(18, 9), (10, 7), (6, 8)], [False, False, False, False], 46, False, [False, False, False, False], 4733, 'North', (13, 11))
Element 28: #1#
