Element 1: (2, (12, 11), ['.', '.', 'G', '.'], [(4, 6), (2, 4), (12, 12)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (13, 11))
Element 2: (2, (13, 11), ['', '.', 'G', '%'], [(5, 6), (3, 4), (13, 12)], [False, False, False, True], 96, False, [False, True, False, False], 58, 'South', (13, 10))
Element 3: (2, (13, 10), ['.', '.', '', '.'], [(6, 6), (3, 5), (14, 12)], [False, False, False, False], 94, False, [True, True, False, True], 97, 'East', (14, 10))
Element 4: (2, (14, 10), ['', '.', '%', '.'], [(7, 6), (4, 5), (15, 12)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (15, 10))
Element 5: (2, (15, 10), ['', '.', '%', '%'], [(8, 6), (5, 5), (16, 12)], [False, False, True, True], 90, False, [False, True, False, False], 175, 'South', (15, 9))
Element 6: (2, (15, 9), ['.', '%', '', '.'], [(9, 6), (6, 5), (16, 13)], [False, True, False, False], 88, False, [True, False, False, True], 214, 'East', (16, 9))
Element 7: (2, (16, 9), ['', '%', '%', '.'], [(10, 6), (6, 4), (15, 13)], [False, True, True, False], 86, False, [False, False, False, True], 1243, 'East', (17, 9))
Element 8: (2, (17, 9), ['', '%', '.', '.'], [(11, 6), (6, 3), (14, 13)], [False, True, False, False], 84, False, [False, False, True, True], 1282, 'East', (18, 9))
Element 9: (2, (18, 9), ['', '%', '%', '%'], [(12, 6), (6, 2), (13, 13)], [False, True, True, True], 82, False, [False, False, False, False], 1321, 'West', (17, 9))
Element 10: (2, (17, 9), ['', '%', '.', ''], [(13, 6), (6, 1), (12, 13)], [False, True, False, False], 80, False, [False, False, True, False], 1350, 'North', (17, 10))
Element 11: (2, (17, 10), ['%', '', '.', '%'], [(14, 6), (7, 1), (13, 13)], [True, False, False, True], 78, False, [False, False, True, False], 1379, 'North', (17, 11))
Element 12: (2, (17, 11), ['.', '', '%', '.'], [(15, 6), (8, 1), (14, 13)], [False, False, True, False], 76, False, [True, False, False, True], 1408, 'East', (18, 11))
Element 13: (2, (18, 11), ['', '%', '%', '%'], [(16, 6), (7, 1), (15, 13)], [False, True, True, True], 74, False, [False, False, False, False], 1427, 'West', (17, 11))
Element 14: (2, (17, 11), ['.', '', '%', ''], [(17, 6), (6, 1), (16, 13)], [False, False, True, False], 72, False, [True, False, False, False], 1436, 'West', (16, 11))
Element 15: (2, (16, 11), ['%', '%', 'G', ''], [(17, 7), (5, 1), (16, 12)], [True, True, False, False], 70, False, [False, False, False, False], 1465, 'East', (17, 11))
Element 16: (2, (17, 11), ['G', '', '%', ''], [(18, 7), (5, 2), (16, 11)], [False, False, True, False], 68, False, [False, False, False, False], 1484, 'South', (17, 10))
Element 17: (2, (17, 10), ['%', '', 'G', '%'], [(17, 7), (5, 3), (17, 11)], [True, False, False, True], 66, False, [False, False, False, False], 1493, 'South', (17, 9))
Element 18: (2, (17, 9), ['', '%', '', ''], [(16, 7), (4, 3), (18, 11)], [False, True, False, False], 64, False, [False, False, False, False], 1512, 'West', (16, 9))
Element 19: (2, (16, 9), ['', '%', '%', ''], [(15, 7), (4, 2), (17, 11)], [False, True, True, False], 62, False, [False, False, False, False], 1531, 'West', (15, 9))
Element 20: (2, (15, 9), ['.', '%', '', ''], [(14, 7), (4, 1), (17, 10)], [False, True, False, False], 60, False, [True, False, False, False], 1550, 'West', (14, 9))
Element 21: (2, (14, 9), ['.', 'G', '', ''], [(14, 8), (3, 1), (17, 9)], [False, False, False, False], 58, False, [True, False, False, False], 1579, 'West', (13, 9))
Element 22: (2, (13, 9), ['.', 'G', '', ''], [(13, 8), (3, 2), (18, 9)], [False, False, False, False], 56, False, [True, False, False, False], 1608, 'West', (12, 9))
Element 23: (2, (12, 9), ['.', '.', '.', ''], [(13, 7), (3, 3), (17, 9)], [False, False, False, False], 54, False, [True, True, True, False], 1637, 'North', (12, 10))
Element 24: (2, (12, 10), ['.', '', '', ''], [(12, 7), (2, 3), (16, 9)], [False, False, False, False], 52, False, [True, False, False, False], 1666, 'West', (11, 10))
Element 25: (2, (11, 10), ['.', '.', '.', ''], [(12, 8), (2, 2), (15, 9)], [False, False, False, False], 50, False, [True, True, True, False], 1695, 'North', (11, 11))
Element 26: (2, (11, 11), ['.', '', '.', ''], [(12, 9), (2, 1), (15, 10)], [False, False, False, False], 48, False, [True, False, True, False], 1714, 'North', (11, 12))
Element 27: (2, (11, 12), ['.', '', '%', ''], [(11, 9), (1, 1), (14, 10)], [False, False, True, False], 46, False, [True, False, False, False], 1743, 'West', (10, 12))
Element 28: (2, (10, 12), ['F', '.', '%', ''], [(11, 10), (1, 2), (14, 9)], [False, False, True, False], 44, False, [False, True, False, False], 1762, 'West', (9, 12))
Element 29: (2, (9, 12), ['%', '.', '%', ''], [(10, 10), (1, 1), (14, 8)], [True, False, True, False], 42, False, [False, True, False, False], 2771, 'South', (9, 11))
