Element 1: (2, (3, 3), ['', '.', '.', '.'], [(18, 7), (2, 4), (15, 10)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (4, 3))
Element 2: (2, (4, 3), ['', '.', '%', '.'], [(17, 7), (3, 4), (15, 9)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 3))
Element 3: (2, (5, 3), ['', '.', '%', '.'], [(17, 6), (3, 5), (16, 9)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 3))
Element 4: (2, (6, 3), ['', '.', 'F', '%'], [(16, 6), (4, 5), (17, 9)], [False, False, False, True], 92, False, [False, True, False, False], 126, 'North', (6, 4))
Element 5: (2, (6, 4), ['%', '', '.', '%'], [(16, 7), (5, 5), (18, 9)], [True, False, False, True], 90, False, [False, False, True, False], 1155, 'North', (6, 5))
Element 6: (2, (6, 5), ['', '', '.', '.'], [(15, 7), (5, 6), (17, 9)], [False, False, False, False], 88, False, [False, False, True, True], 1184, 'East', (7, 5))
Element 7: (2, (7, 5), ['', '%', '.', '.'], [(15, 6), (6, 6), (17, 10)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (8, 5))
Element 8: (2, (8, 5), ['', '%', '.', '.'], [(14, 6), (7, 6), (17, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1262, 'East', (9, 5))
Element 9: (2, (9, 5), ['', '%', '.', '.'], [(14, 7), (8, 6), (18, 11)], [False, True, False, False], 82, False, [False, False, True, True], 1301, 'East', (10, 5))
Element 10: (2, (10, 5), ['', '%', '.', '.'], [(14, 8), (9, 6), (17, 11)], [False, True, False, False], 80, False, [False, False, True, True], 1330, 'East', (11, 5))
Element 11: (2, (11, 5), ['', '%', '.', '.'], [(14, 9), (10, 6), (16, 11)], [False, True, False, False], 78, False, [False, False, True, True], 1369, 'East', (12, 5))
Element 12: (2, (12, 5), ['', '%', '.', '.'], [(14, 10), (11, 6), (16, 12)], [False, True, False, False], 76, False, [False, False, True, True], 1408, 'East', (13, 5))
Element 13: (2, (13, 5), ['', '%', '.', '%'], [(13, 10), (12, 6), (16, 13)], [False, True, False, True], 74, False, [False, False, True, False], 1447, 'North', (13, 6))
Element 14: (2, (13, 6), ['', '', '.', ''], [(13, 11), (12, 7), (15, 13)], [False, False, False, False], 72, False, [False, False, True, False], 1486, 'North', (13, 7))
Element 15: (2, (13, 7), ['', '', '.', ''], [(13, 12), (12, 8), (15, 12)], [False, False, False, False], 70, False, [False, False, True, False], 1525, 'North', (13, 8))
Element 16: (2, (13, 8), ['', '', '.', ''], [(13, 13), (12, 9), (14, 12)], [False, False, False, False], 68, False, [False, False, True, False], 1564, 'North', (13, 9))
Element 17: (2, (13, 9), ['', '', '', ''], [(12, 13), (12, 10), (14, 13)], [False, False, False, False], 66, False, [False, False, False, False], 1603, 'East', (14, 9))
Element 18: (2, (14, 9), ['', '', '', ''], [(12, 12), (12, 11), (13, 13)], [False, False, False, False], 64, False, [False, False, False, False], 1622, 'East', (15, 9))
Element 19: (2, (15, 9), ['', '%', '', ''], [(11, 12), (11, 11), (13, 12)], [False, True, False, False], 62, False, [False, False, False, False], 1641, 'East', (16, 9))
