Element 1: (2, (6, 5), ['.', 'F', '.', '.'], [(14, 2), (3, 6), (7, 8)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (6, 4))
Element 2: (2, (6, 4), ['%', '.', '', '%'], [(15, 2), (4, 6), (6, 8)], [True, False, False, True], 96, False, [False, True, False, False], 2038, 'South', (6, 3))
Element 3: (2, (6, 3), ['.', '.', '', '%'], [(15, 1), (5, 6), (5, 8)], [False, False, False, True], 94, False, [True, True, False, False], 2077, 'South', (6, 2))
Element 4: (2, (6, 2), ['.', '.', '', '%'], [(14, 1), (6, 6), (5, 9)], [False, False, False, True], 92, False, [True, True, False, False], 2116, 'South', (6, 1))
Element 5: (2, (6, 1), ['.', '%', '', '.'], [(13, 1), (7, 6), (5, 10)], [False, True, False, False], 90, False, [True, False, False, True], 2155, 'East', (7, 1))
Element 6: (2, (7, 1), ['', '%', '%', '.'], [(12, 1), (8, 6), (6, 10)], [False, True, True, False], 88, False, [False, False, False, True], 2194, 'East', (8, 1))
Element 7: (2, (8, 1), ['', '%', '%', '%'], [(12, 2), (9, 6), (7, 10)], [False, True, True, True], 86, False, [False, False, False, False], 2233, 'West', (7, 1))
Element 8: (2, (7, 1), ['', '%', '%', ''], [(12, 3), (10, 6), (8, 10)], [False, True, True, False], 84, False, [False, False, False, False], 2262, 'West', (6, 1))
Element 9: (2, (6, 1), ['.', '%', '', ''], [(11, 3), (11, 6), (8, 11)], [False, True, False, False], 82, False, [True, False, False, False], 3281, 'West', (5, 1))
Element 10: (2, (5, 1), ['.', '%', '.', ''], [(11, 2), (12, 6), (9, 11)], [False, True, False, False], 80, False, [True, False, True, False], 3320, 'North', (5, 2))
Element 11: (2, (5, 2), ['.', '', '.', ''], [(11, 1), (13, 6), (9, 12)], [False, False, False, False], 78, False, [True, False, True, False], 4349, 'North', (5, 3))
Element 12: (2, (5, 3), ['.', '', '%', ''], [(11, 2), (14, 6), (10, 12)], [False, False, True, False], 76, False, [True, False, False, False], 4378, 'West', (4, 3))
Element 13: (2, (4, 3), ['.', '.', '%', ''], [(10, 2), (15, 6), (11, 12)], [False, False, True, False], 74, False, [True, True, False, False], 4417, 'South', (4, 2))
Element 14: (2, (4, 2), ['.', '.', '', ''], [(10, 3), (16, 6), (12, 12)], [False, False, False, False], 72, False, [True, True, False, False], 4456, 'South', (4, 1))
Element 15: (2, (4, 1), ['.', '%', '', ''], [(9, 3), (17, 6), (13, 12)], [False, True, False, False], 70, False, [True, False, False, False], 4495, 'West', (3, 1))
Element 16: (2, (3, 1), ['.', '%', '.', ''], [(9, 2), (17, 7), (14, 12)], [False, True, False, False], 68, False, [True, False, True, False], 4534, 'North', (3, 2))
Element 17: (2, (3, 2), ['.', '', '.', ''], [(9, 3), (18, 7), (15, 12)], [False, False, False, False], 66, False, [True, False, True, False], 4563, 'North', (3, 3))
Element 18: (2, (3, 3), ['.', '', '.', ''], [(10, 3), (17, 7), (16, 12)], [False, False, False, False], 64, False, [True, False, True, False], 4582, 'North', (3, 4))
Element 19: (2, (3, 4), ['.', '', '.', '%'], [(10, 2), (16, 7), (16, 13)], [False, False, False, True], 62, False, [True, False, True, False], 4611, 'North', (3, 5))
Element 20: (2, (3, 5), ['.', '', '', '.'], [(9, 2), (15, 7), (15, 13)], [False, False, False, False], 60, False, [True, False, False, True], 4640, 'East', (4, 5))
Element 21: (2, (4, 5), ['', '%', '', '.'], [(10, 2), (14, 7), (14, 13)], [False, True, False, False], 58, False, [False, False, False, True], 4669, 'East', (5, 5))
Element 22: (2, (5, 5), ['', '%', '', ''], [(11, 2), (14, 8), (13, 13)], [False, True, False, False], 56, False, [False, False, False, False], 4698, 'North', (5, 6))
Element 23: (2, (5, 6), ['', '', '%', ''], [(11, 3), (14, 9), (12, 13)], [False, False, True, False], 54, False, [False, False, False, False], 4717, 'East', (6, 6))
Element 24: (2, (6, 6), ['', '', '%', ''], [(10, 3), (15, 9), (13, 13)], [False, False, True, False], 52, False, [False, False, False, False], 4726, 'East', (7, 6))
Element 25: (2, (7, 6), ['', '.', '%', ''], [(11, 3), (16, 9), (14, 13)], [False, False, True, False], 50, False, [False, True, False, False], 4735, 'South', (7, 5))
Element 26: (2, (7, 5), ['', '%', '', '.'], [(12, 3), (17, 9), (15, 13)], [False, True, False, False], 48, False, [False, False, False, True], 4754, 'East', (8, 5))
Element 27: (2, (8, 5), ['', '%', '', '.'], [(12, 2), (18, 9), (16, 13)], [False, True, False, False], 46, False, [False, False, False, True], 4773, 'East', (9, 5))
Element 28: (2, (9, 5), ['', '%', '', '.'], [(11, 2), (17, 9), (16, 12)], [False, True, False, False], 44, False, [False, False, False, True], 4782, 'East', (10, 5))
Element 29: (2, (10, 5), ['', '%', '', '.'], [(12, 2), (17, 10), (16, 11)], [False, True, False, False], 42, False, [False, False, False, True], 4811, 'East', (11, 5))
Element 30: (2, (11, 5), ['', '%', '', '.'], [(12, 1), (17, 9), (17, 11)], [False, True, False, False], 40, False, [False, False, False, True], 4830, 'East', (12, 5))
Element 31: (2, (12, 5), ['', '%', '', '.'], [(11, 1), (16, 9), (18, 11)], [False, True, False, False], 38, False, [False, False, False, True], 4849, 'East', (13, 5))
Element 32: (2, (13, 5), ['', '%', '', '%'], [(12, 1), (15, 9), (17, 11)], [False, True, False, True], 36, False, [False, False, False, False], 4858, 'North', (13, 6))
Element 33: (2, (13, 6), ['', '', '.', ''], [(13, 1), (15, 10), (17, 10)], [False, False, False, False], 34, False, [False, False, True, False], 4867, 'North', (13, 7))
Element 34: (2, (13, 7), ['.', '', '.', ''], [(14, 1), (14, 10), (17, 9)], [False, False, False, False], 32, False, [True, False, True, False], 4886, 'North', (13, 8))
Element 35: (2, (13, 8), ['.', '', '.', ''], [(15, 1), (13, 10), (18, 9)], [False, False, False, False], 30, False, [True, False, True, False], 4905, 'North', (13, 9))
Element 36: (2, (13, 9), ['.', '', '', ''], [(15, 2), (13, 11), (17, 9)], [False, False, False, False], 28, False, [True, False, False, False], 4924, 'West', (12, 9))
Element 37: (2, (12, 9), ['.', '.', '.', ''], [(14, 2), (12, 11), (16, 9)], [False, False, False, False], 26, False, [True, True, True, False], 4943, 'North', (12, 10))
Element 38: (2, (12, 10), ['.', '', '', ''], [(14, 1), (11, 11), (15, 9)], [False, False, False, False], 24, False, [True, False, False, False], 4962, 'West', (11, 10))
Element 39: (2, (11, 10), ['.', '.', '', ''], [(14, 2), (10, 11), (15, 10)], [False, False, False, False], 22, False, [True, True, False, False], 4981, 'South', (11, 9))
Element 40: (2, (11, 9), ['%', '%', '', ''], [(13, 2), (10, 10), (14, 10)], [True, True, False, False], 20, False, [False, False, False, False], 5000, 'North', (11, 10))
Element 41: (2, (11, 10), ['', '', '', ''], [(13, 1), (9, 10), (14, 9)], [False, False, False, False], 18, False, [False, False, False, False], 5009, 'West', (10, 10))
Element 42: (2, (10, 10), ['', '%', '', ''], [(13, 2), (9, 11), (14, 8)], [False, True, False, False], 16, False, [False, False, False, False], 5008, 'North', (10, 11))
Element 43: (2, (10, 11), ['', '', '', ''], [(12, 2), (9, 12), (14, 7)], [False, False, False, False], 14, False, [False, False, False, False], 5007, 'East', (11, 11))
Element 44: (2, (11, 11), ['', '', '', ''], [(13, 2), (10, 12), (15, 7)], [False, False, False, False], 12, False, [False, False, False, False], 5006, 'East', (12, 11))
Element 45: (2, (12, 11), ['', '', '', ''], [(13, 2), (11, 12), (16, 7)], [False, False, False, False], 10, False, [False, False, False, False], 5005, 'East', (13, 11))
Element 46: (2, (13, 11), ['', '', '', '%'], [(14, 2), (12, 12), (17, 7)], [False, False, False, True], 8, False, [False, False, False, False], 5004, 'North', (13, 12))
Element 47: (2, (13, 12), ['', '', '', ''], [(15, 2), (12, 13), (18, 7)], [False, False, False, False], 6, False, [False, False, False, False], 5003, 'East', (14, 12))
Element 48: (2, (14, 12), ['', '%', '', ''], [(15, 1), (13, 13), (17, 7)], [False, True, False, False], 4, False, [False, False, False, False], 5002, 'East', (15, 12))
Element 49: (2, (15, 12), ['', '%', '', ''], [(14, 1), (14, 13), (17, 6)], [False, True, False, False], 2, False, [False, False, False, False], 5001, 'East', (16, 12))
Element 50: (2, (16, 12), ['', '', '', '%'], [(14, 1), (14, 13), (16, 6)], [False, False, False, True], 0, False, [False, False, False, False], 5000, 'Stop', (16, 12))
Element 51: #0#
