Element 1: (0, (10, 7), ['.', '.', 'F', '.'], [(2, 11), (13, 2), (16, 7)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'North', (10, 8))
Element 2: (0, (10, 8), ['.', '', '%', '%'], [(3, 11), (14, 2), (17, 7)], [False, False, True, True], 96, False, [True, False, False, False], 1029, 'West', (9, 8))
Element 3: (0, (9, 8), ['.', '.', '%', ''], [(4, 11), (15, 2), (18, 7)], [False, False, True, False], 94, False, [True, True, False, False], 1068, 'South', (9, 7))
Element 4: (0, (9, 7), ['%', '.', '', ''], [(5, 11), (15, 1), (17, 7)], [True, False, False, False], 92, False, [False, True, False, False], 1097, 'South', (9, 6))
Element 5: (0, (9, 6), ['.', '.', '', '.'], [(6, 11), (14, 1), (17, 6)], [False, False, False, False], 90, False, [True, True, False, True], 1136, 'East', (10, 6))
Element 6: (0, (10, 6), ['', '.', '', '.'], [(7, 11), (13, 1), (16, 6)], [False, False, False, False], 88, False, [False, True, False, True], 1175, 'East', (11, 6))
Element 7: (0, (11, 6), ['', '.', '.', '.'], [(8, 11), (12, 1), (15, 6)], [False, False, False, False], 86, False, [False, True, True, True], 2204, 'East', (12, 6))
Element 8: (0, (12, 6), ['', '.', '.', '.'], [(9, 11), (12, 2), (15, 7)], [False, False, False, False], 84, False, [False, True, True, True], 2243, 'East', (13, 6))
Element 9: (0, (13, 6), ['', '.', '.', '.'], [(9, 12), (12, 3), (14, 7)], [False, False, False, False], 82, False, [False, True, True, True], 3272, 'East', (14, 6))
Element 10: (0, (14, 6), ['', '%', '', ''], [(10, 12), (11, 3), (14, 8)], [False, True, False, False], 80, False, [False, False, False, False], 3311, 'East', (15, 6))
Element 11: (0, (15, 6), ['', '%', '', ''], [(11, 12), (11, 2), (14, 9)], [False, True, False, False], 78, False, [False, False, False, False], 3340, 'East', (16, 6))
Element 12: (0, (16, 6), ['', '%', '', ''], [(12, 12), (11, 1), (15, 9)], [False, True, False, False], 76, False, [False, False, False, False], 3369, 'East', (17, 6))
Element 13: (0, (17, 6), ['', '%', '', '%'], [(13, 12), (11, 2), (16, 9)], [False, True, False, True], 74, False, [False, False, False, False], 3388, 'North', (17, 7))
Element 14: (0, (17, 7), ['', '', '%', ''], [(14, 12), (10, 2), (17, 9)], [False, False, True, False], 72, False, [False, False, False, False], 3417, 'East', (18, 7))
Element 15: (0, (18, 7), ['', '%', '%', '%'], [(15, 12), (10, 3), (18, 9)], [False, True, True, True], 70, False, [False, False, False, False], 3446, 'West', (17, 7))
Element 16: (0, (17, 7), ['', '', '%', ''], [(16, 12), (9, 3), (17, 9)], [False, False, True, False], 68, False, [False, False, False, False], 3465, 'West', (16, 7))
Element 17: (0, (16, 7), ['', '', '%', ''], [(16, 13), (9, 2), (17, 10)], [False, False, True, False], 66, False, [False, False, False, False], 3494, 'West', (15, 7))
