Element 1: (3, (14, 7), ['.', '.', 'G', '.'], [(11, 6), (3, 13), (14, 8)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (15, 7))
Element 2: (3, (15, 7), ['', '.', '%', '.'], [(12, 6), (4, 13), (14, 9)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (16, 7))
Element 3: (3, (16, 7), ['', '.', '%', '.'], [(13, 6), (5, 13), (15, 9)], [False, False, True, False], 94, False, [False, True, False, True], 107, 'East', (17, 7))
Element 4: (3, (17, 7), ['', '.', '%', '.'], [(14, 6), (5, 12), (16, 9)], [False, False, True, False], 92, False, [False, True, False, True], 146, 'East', (18, 7))
Element 5: (3, (18, 7), ['', '%', '%', '%'], [(15, 6), (6, 12), (17, 9)], [False, True, True, True], 90, False, [False, False, False, False], 185, 'West', (17, 7))
Element 6: (3, (17, 7), ['', '.', '%', ''], [(16, 6), (6, 11), (18, 9)], [False, False, True, False], 88, False, [False, True, False, False], 214, 'South', (17, 6))
Element 7: (3, (17, 6), ['', '%', '', '%'], [(16, 7), (7, 11), (17, 9)], [False, True, False, True], 86, False, [False, False, False, False], 233, 'West', (16, 6))
Element 8: (3, (16, 6), ['', '%', '', ''], [(17, 7), (8, 11), (17, 10)], [False, True, False, False], 84, False, [False, False, False, False], 1242, 'West', (15, 6))
Element 9: (3, (15, 6), ['', '%', '', ''], [(18, 7), (9, 11), (17, 11)], [False, True, False, False], 82, False, [False, False, False, False], 1261, 'West', (14, 6))
Element 10: (3, (14, 6), ['', '%', '', ''], [(17, 7), (9, 12), (18, 11)], [False, True, False, False], 80, False, [False, False, False, False], 2270, 'West', (13, 6))
Element 11: (3, (13, 6), ['', '.', '.', ''], [(17, 6), (10, 12), (17, 11)], [False, False, False, False], 78, False, [False, True, True, False], 2279, 'North', (13, 7))
Element 12: (3, (13, 7), ['.', '', '', ''], [(17, 7), (11, 12), (16, 11)], [False, False, False, False], 76, False, [True, False, False, False], 2308, 'West', (12, 7))
Element 13: (3, (12, 7), ['.', '', '.', ''], [(16, 7), (12, 12), (16, 12)], [False, False, False, False], 74, False, [True, False, True, False], 2337, 'North', (12, 8))
Element 14: (3, (12, 8), ['%', '', '.', ''], [(15, 7), (13, 12), (16, 13)], [True, False, False, False], 72, False, [False, False, True, False], 2366, 'North', (12, 9))
Element 15: (3, (12, 9), ['.', '', '.', '.'], [(14, 7), (14, 12), (15, 13)], [False, False, False, False], 70, False, [True, False, True, True], 2395, 'East', (13, 9))
