Element 1: (3, (12, 11), ['G', '.', '.', '.'], [(3, 2), (3, 5), (11, 11)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (13, 11))
Element 2: (3, (13, 11), ['', '.', '.', '%'], [(4, 2), (4, 5), (11, 12)], [False, False, False, True], 96, False, [False, True, True, False], 68, 'North', (13, 12))
Element 3: (3, (13, 12), ['G', '', '.', '.'], [(5, 2), (5, 5), (12, 12)], [False, False, False, False], 94, False, [False, False, True, True], 107, 'East', (14, 12))
Element 4: (3, (14, 12), ['', '%', '.', '.'], [(6, 2), (6, 5), (12, 13)], [False, True, False, False], 92, False, [False, False, True, True], 146, 'East', (15, 12))
Element 5: (3, (15, 12), ['', '%', '.', '.'], [(6, 3), (6, 4), (13, 13)], [False, True, False, False], 90, False, [False, False, True, True], 1175, 'East', (16, 12))
Element 6: (3, (16, 12), ['', '.', '.', '%'], [(5, 3), (6, 3), (14, 13)], [False, False, False, True], 88, False, [False, True, True, False], 1204, 'North', (16, 13))
Element 7: (3, (16, 13), ['G', '', '%', '%'], [(4, 3), (6, 2), (15, 13)], [False, False, True, True], 86, False, [False, False, False, False], 1233, 'South', (16, 12))
Element 8: (3, (16, 12), ['', '.', 'G', '%'], [(3, 3), (6, 1), (16, 13)], [False, False, False, True], 84, False, [False, True, False, False], 1252, 'South', (16, 11))
Element 9: (3, (16, 11), ['%', '%', 'G', '.'], [(2, 3), (7, 1), (16, 12)], [True, True, False, False], 82, False, [False, False, False, True], 1281, 'East', (17, 11))
Element 10: (3, (17, 11), ['G', '.', '%', '.'], [(2, 4), (8, 1), (16, 11)], [False, False, True, False], 80, False, [False, True, False, True], 1310, 'East', (18, 11))
Element 11: (3, (18, 11), ['G', '%', '%', '%'], [(2, 5), (7, 1), (17, 11)], [False, True, True, True], 78, False, [False, False, False, False], 1329, 'Stop', (18, 11))
Element 12: (3, (18, 11), ['', '%', '%', '%'], [(2, 6), (6, 1), (17, 10)], [False, True, True, True], 76, False, [False, False, False, False], 1348, 'West', (17, 11))
Element 13: (3, (17, 11), ['', '', '%', ''], [(3, 6), (5, 1), (17, 9)], [False, False, True, False], 74, False, [False, False, False, False], 1377, 'Stop', (17, 11))
Element 14: (3, (17, 11), ['', '', '%', ''], [(4, 6), (4, 1), (18, 9)], [False, False, True, False], 72, False, [False, False, False, False], 1406, 'West', (16, 11))
Element 15: (3, (16, 11), ['%', '%', '', ''], [(5, 6), (3, 1), (17, 9)], [True, True, False, False], 70, False, [False, False, False, False], 1425, 'North', (16, 12))
Element 16: (3, (16, 12), ['', '', '', '%'], [(6, 6), (2, 1), (16, 9)], [False, False, False, True], 68, False, [False, False, False, False], 1454, 'West', (15, 12))
Element 17: (3, (15, 12), ['', '%', '', ''], [(7, 6), (1, 1), (15, 9)], [False, True, False, False], 66, False, [False, False, False, False], 1483, 'North', (15, 13))
